관측소명,시간,수위,기온(°C),풍속(m/s),강수량(mm),예측수위
기아대교,2020/06/24 12:00,10.3,20.4,3.8,3.5,10.51
기아대교,2020/06/24 13:00,10.51,20.4,3.8,3,10.53
기아대교,2020/06/24 14:00,10.53,21.5,2.7,0.5,10.47
기아대교,2020/06/24 15:00,10.47,22.1,3.1,0,10.42
기아대교,2020/06/24 16:00,10.42,22,3.7,0,10.37
기아대교,2020/06/24 17:00,10.37,21.9,3.5,0,10.36
기아대교,2020/06/24 18:00,10.36,21.8,2.3,0,10.36
기아대교,2020/06/24 19:00,10.36,22,2.4,0,10.35
기아대교,2020/06/24 20:00,10.35,22.1,4.5,0,10.34
기아대교,2020/06/24 21:00,10.34,22.4,3.4,0,10.34
기아대교,2020/06/24 22:00,10.34,22.5,1.9,0,10.33
기아대교,2020/06/24 23:00,10.33,22.1,2.8,0,10.33
기아대교,2020/06/25 0:00,10.33,21.6,2.2,0.5,10.32
기아대교,2020/06/25 1:00,10.32,21.6,2.1,1,10.3
기아대교,2020/06/25 2:00,10.3,21.6,1.5,1,10.3
기아대교,2020/06/25 3:00,10.3,21.7,1.1,0.5,10.32
기아대교,2020/06/25 4:00,10.32,21.7,0.8,1,10.32
기아대교,2020/06/25 5:00,10.32,21.4,1.7,0.5,10.31
기아대교,2020/06/25 6:00,10.31,21.4,1.5,0,10.2
기아대교,2020/06/25 9:00,10.2,21.9,2,0,10.23
기아대교,2020/06/25 10:00,10.23,21.4,1.6,0.5,10.27
기아대교,2020/06/25 11:00,10.27,22.4,1.9,0.5,10.28
기아대교,2020/06/25 12:00,10.28,21.7,1.7,0,10.29
기아대교,2020/06/25 13:00,10.29,22.3,1.2,0,10.31
기아대교,2020/06/25 14:00,10.31,22.6,1.7,0,10.31
기아대교,2020/06/25 15:00,10.31,22.2,2.3,0,10.3
기아대교,2020/06/25 16:00,10.3,22.1,2.5,0,10.26
기아대교,2020/06/25 17:00,10.26,21.9,2.8,0,10.24
기아대교,2020/06/25 18:00,10.24,22.1,2.5,0,10.24
기아대교,2020/06/25 19:00,10.24,21.9,1.9,0,10.24
기아대교,2020/06/25 20:00,10.24,21.2,2.4,0,10.24
기아대교,2020/06/25 21:00,10.24,21.2,2.1,0,10.24
기아대교,2020/06/25 22:00,10.24,20.4,2.7,0.5,10.24
기아대교,2020/06/25 23:00,10.24,20.1,2.2,0,10.27
기아대교,2020/06/26 0:00,10.27,20,1.7,1,10.29
기아대교,2020/06/26 1:00,10.29,19.9,1.7,1,10.29
기아대교,2020/06/26 2:00,10.29,19.6,2,0.5,10.29
기아대교,2020/06/26 3:00,10.29,19.5,2.4,0.5,10.29
기아대교,2020/06/26 4:00,10.29,19.2,2.3,0,10.29
기아대교,2020/06/26 5:00,10.29,19.4,2.9,0.5,10.29
기아대교,2020/06/26 6:00,10.29,19.6,1.8,0,10.26
기아대교,2020/06/26 7:00,10.26,19.7,1.9,0,10.22
기아대교,2020/06/26 8:00,10.22,19.6,1.8,0,10.21
기아대교,2020/06/26 9:00,10.21,20.2,2.2,0,10.23
기아대교,2020/06/26 10:00,10.23,20.9,2.5,0,10.26
기아대교,2020/06/26 11:00,10.26,21.6,3.2,0,10.27
기아대교,2020/06/26 12:00,10.27,23.5,2.4,0,10.28
기아대교,2020/06/26 13:00,10.28,23.9,3.1,0,10.28
기아대교,2020/06/26 14:00,10.28,25.8,2.8,0,10.28
기아대교,2020/06/26 15:00,10.28,25,1.8,0,10.27
기아대교,2020/06/26 16:00,10.27,24.3,1.9,0,10.24
기아대교,2020/06/26 17:00,10.24,23.8,2.9,0,10.23
기아대교,2020/06/26 18:00,10.23,23.3,2.5,0,10.23
기아대교,2020/06/26 19:00,10.23,23,2,0,10.24
기아대교,2020/06/26 20:00,10.24,22.5,1.9,0,10.26
기아대교,2020/06/26 21:00,10.26,22,1.5,0,10.27
기아대교,2020/06/26 22:00,10.27,21.8,0.6,0,10.26
기아대교,2020/06/26 23:00,10.26,21.8,1.3,0,10.26
기아대교,2020/06/27 0:00,10.26,21.8,1.7,0,10.23
기아대교,2020/06/27 1:00,10.23,21.8,1.3,0,10.22
기아대교,2020/06/27 2:00,10.22,21.6,1.3,0,10.22
기아대교,2020/06/27 3:00,10.22,21.4,1.2,0,10.21
기아대교,2020/06/27 4:00,10.21,21.6,0.3,0,10.19
기아대교,2020/06/27 5:00,10.19,21.5,1,0,10.17
기아대교,2020/06/27 6:00,10.17,21.3,0.9,0,10.17
기아대교,2020/06/27 7:00,10.17,21.3,0.7,0,10.17
기아대교,2020/06/27 8:00,10.17,21.6,0.7,0,10.17
기아대교,2020/06/27 9:00,10.17,23.5,0.6,0,10.16
기아대교,2020/06/27 10:00,10.16,24.2,1,0,10.16
기아대교,2020/06/27 11:00,10.16,25.2,1.8,0,10.23
기아대교,2020/06/27 12:00,10.23,27,1.3,0,10.25
기아대교,2020/06/27 13:00,10.25,27.9,1.6,0,10.25
기아대교,2020/06/27 14:00,10.25,28,1.6,0,10.26
기아대교,2020/06/27 15:00,10.26,28.6,2.5,0,10.25
기아대교,2020/06/27 16:00,10.25,28,3.4,0,10.26
기아대교,2020/06/27 17:00,10.26,27.7,2.3,0,10.26
기아대교,2020/06/27 18:00,10.26,26.7,2.1,0,10.25
기아대교,2020/06/27 19:00,10.25,26.2,1.5,0,10.25
기아대교,2020/06/27 20:00,10.25,25,1,0,10.24
기아대교,2020/06/27 21:00,10.24,24.2,1.2,0,10.24
기아대교,2020/06/27 22:00,10.24,23.9,1.4,0,10.24
기아대교,2020/06/27 23:00,10.24,24.2,1.1,0,10.22
기아대교,2020/06/28 0:00,10.22,23.5,1,0,10.22
기아대교,2020/06/28 1:00,10.22,23,0.6,0,10.21
기아대교,2020/06/28 2:00,10.21,22.5,1,0,10.21
기아대교,2020/06/28 3:00,10.21,22.6,1.9,0,10.21
기아대교,2020/06/28 4:00,10.21,22.8,1.7,0,10.19
기아대교,2020/06/28 5:00,10.19,22.8,1.8,0,10.17
기아대교,2020/06/28 6:00,10.17,22.7,1.4,0,10.17
기아대교,2020/06/28 7:00,10.17,22.7,1.1,0,10.17
기아대교,2020/06/28 8:00,10.17,23.6,1.3,0,10.16
기아대교,2020/06/28 9:00,10.16,24.3,1.8,0,10.16
기아대교,2020/06/28 10:00,10.16,25.4,1.7,0,10.17
기아대교,2020/06/28 11:00,10.17,27.6,2.1,0,10.22
기아대교,2020/06/28 12:00,10.22,27.3,2.1,0,10.25
기아대교,2020/06/28 13:00,10.25,28.9,1.5,0,10.25
기아대교,2020/06/28 14:00,10.25,28.2,3.2,0,10.25
기아대교,2020/06/28 15:00,10.25,28,3.3,0,10.25
기아대교,2020/06/28 16:00,10.25,28.3,2.6,0,10.26
기아대교,2020/06/28 17:00,10.26,27.9,3,0,10.27
기아대교,2020/06/28 18:00,10.27,27.7,2.1,0,10.25
기아대교,2020/06/28 19:00,10.25,26.6,1.8,0,10.25
기아대교,2020/06/28 20:00,10.25,25.1,1.4,0,10.25
기아대교,2020/06/28 21:00,10.25,24.2,1.3,0,10.25
기아대교,2020/06/28 22:00,10.25,23.6,1.6,0,10.25
기아대교,2020/06/28 23:00,10.25,22.6,1.9,0,10.25
기아대교,2020/06/29 0:00,10.25,22.4,1.3,0,10.25
기아대교,2020/06/29 1:00,10.25,21.5,1.4,0,10.21
기아대교,2020/06/29 2:00,10.21,20.4,1.3,0,10.2
기아대교,2020/06/29 3:00,10.2,20.1,0.9,0,10.2
기아대교,2020/06/29 4:00,10.2,21,0.3,0,10.18
기아대교,2020/06/29 5:00,10.18,20.6,0.8,0,10.18
기아대교,2020/06/29 6:00,10.18,20.4,1.3,0,10.17
기아대교,2020/06/29 7:00,10.17,21.7,0.6,0,10.17
기아대교,2020/06/29 8:00,10.17,25.3,0.8,0,10.15
기아대교,2020/06/29 9:00,10.15,25.7,0.8,0,10.18
기아대교,2020/06/29 10:00,10.18,26.6,1.3,0,10.24
기아대교,2020/06/29 11:00,10.24,26.8,2.3,0,10.25
기아대교,2020/06/29 12:00,10.25,26.6,2.1,0,10.26
기아대교,2020/06/29 13:00,10.26,26.6,1.9,0,10.25
기아대교,2020/06/29 14:00,10.25,26.3,2.1,0,10.24
기아대교,2020/06/29 15:00,10.24,26.2,1.6,0,10.21
기아대교,2020/06/29 16:00,10.21,26.7,1.9,0,10.22
기아대교,2020/06/29 17:00,10.22,26.8,2.3,0,10.21
기아대교,2020/06/29 18:00,10.21,26.4,2.2,0,10.21
기아대교,2020/06/29 19:00,10.21,25.6,3.5,0,10.21
기아대교,2020/06/29 20:00,10.21,24.4,4.1,0,10.22
기아대교,2020/06/29 21:00,10.22,23,3.1,0.5,10.24
기아대교,2020/06/29 22:00,10.24,22.1,2.6,2.5,10.27
기아대교,2020/06/29 23:00,10.27,21.3,3.5,4.5,10.51
기아대교,2020/06/30 0:00,10.51,20.2,3.6,6.5,10.68
기아대교,2020/06/30 1:00,10.68,19.9,4.6,13,11.05
기아대교,2020/06/30 2:00,11.05,19.5,4.4,19.5,11.25
기아대교,2020/06/30 3:00,11.25,19.8,4,2.5,11.06
기아대교,2020/06/30 4:00,11.06,19,3.8,13.5,10.88
기아대교,2020/06/30 5:00,10.88,18.9,2.9,12.5,10.88
기아대교,2020/06/30 6:00,10.88,18.8,2.7,5,10.84
기아대교,2020/06/30 7:00,10.84,19,1.9,2,10.75
기아대교,2020/06/30 8:00,10.75,19.4,2.3,2.5,10.67
기아대교,2020/06/30 9:00,10.67,19.4,2.4,2.5,10.58
기아대교,2020/06/30 10:00,10.58,20,2.5,1,10.51
기아대교,2020/06/30 11:00,10.51,20.8,1.9,0,10.48
기아대교,2020/06/30 12:00,10.48,21.6,3.1,0,10.44
기아대교,2020/06/30 13:00,10.44,23,3.2,0,10.39
기아대교,2020/06/30 14:00,10.39,22.8,3.8,0,10.36
기아대교,2020/06/30 15:00,10.36,23.9,2.7,0,10.34
기아대교,2020/06/30 16:00,10.34,23.5,2.7,0,10.33
기아대교,2020/06/30 17:00,10.33,23.1,3.5,0,10.32
기아대교,2020/06/30 18:00,10.32,22.2,4.2,0,10.28
기아대교,2020/06/30 19:00,10.28,21.2,3.3,0,10.27
기아대교,2020/06/30 20:00,10.27,20.5,3.1,0,10.27
기아대교,2020/06/30 21:00,10.27,19.1,3.7,0,10.29
기아대교,2020/06/30 22:00,10.29,19.6,1.8,0.5,10.29
기아대교,2020/06/30 23:00,10.29,19.8,1.7,0,10.29
기아대교,2020/07/01 0:00,10.29,19.6,1.5,0,10.29
기아대교,2020/07/01 1:00,10.29,19.8,2.1,0,10.27
기아대교,2020/07/01 2:00,10.27,19.7,1,0,10.24
기아대교,2020/07/01 3:00,10.24,19.5,1.4,0,10.22
기아대교,2020/07/01 4:00,10.22,19.2,0.4,0,10.2
기아대교,2020/07/01 5:00,10.2,19.6,0.3,0,10.19
기아대교,2020/07/01 6:00,10.19,19.5,1.3,0,10.19
기아대교,2020/07/01 7:00,10.19,19.9,0.8,0,10.19
기아대교,2020/07/01 8:00,10.19,20.4,0.5,0,10.19
기아대교,2020/07/01 9:00,10.19,21.4,0.8,0,10.21
기아대교,2020/07/01 10:00,10.21,22.8,1.6,0,10.24
기아대교,2020/07/01 11:00,10.24,21.7,1.7,0,10.24
기아대교,2020/07/01 12:00,10.24,21.8,1.8,0,10.24
기아대교,2020/07/01 13:00,10.24,21.9,1.5,0,10.24
기아대교,2020/07/01 14:00,10.24,23.7,1.8,0,10.24
기아대교,2020/07/01 15:00,10.24,23.9,1.8,0,10.23
기아대교,2020/07/01 16:00,10.23,24.1,1.4,0,10.21
기아대교,2020/07/01 17:00,10.21,24,1.8,0,10.21
기아대교,2020/07/01 18:00,10.21,23.3,1.8,0,10.22
기아대교,2020/07/01 19:00,10.22,23.2,2.2,0,10.22
기아대교,2020/07/01 20:00,10.22,22.8,2.8,0,10.22
기아대교,2020/07/01 21:00,10.22,22.5,1.8,0,10.22
기아대교,2020/07/01 22:00,10.22,22.2,0.7,0,10.22
기아대교,2020/07/01 23:00,10.22,21.7,1.7,0,10.22
기아대교,2020/07/02 0:00,10.22,21.3,1.1,0,10.23
기아대교,2020/07/02 1:00,10.23,20.9,1.5,0,10.23
기아대교,2020/07/02 2:00,10.23,20.5,1,0,10.22
기아대교,2020/07/02 3:00,10.22,20.7,0.9,0,10.21
기아대교,2020/07/02 4:00,10.21,20.8,1.3,0,10.2
기아대교,2020/07/02 5:00,10.2,20.8,1.2,0,10.18
기아대교,2020/07/02 6:00,10.18,21.2,0.6,0,10.16
기아대교,2020/07/02 7:00,10.16,21.6,0.7,0,10.15
기아대교,2020/07/02 8:00,10.15,22.1,1.2,0,10.15
기아대교,2020/07/02 9:00,10.15,23.2,1.4,0,10.17
기아대교,2020/07/02 10:00,10.17,23.9,1.2,0,10.23
기아대교,2020/07/02 11:00,10.23,25.9,0.6,0,10.23
기아대교,2020/07/02 12:00,10.23,26.1,1.6,0,10.23
기아대교,2020/07/02 13:00,10.23,28,2.2,0,10.23
기아대교,2020/07/02 14:00,10.23,28.7,1,0,10.21
기아대교,2020/07/02 15:00,10.21,29.3,2.2,0,10.2
기아대교,2020/07/02 16:00,10.2,29.2,2.3,0,10.2
기아대교,2020/07/02 17:00,10.2,28.8,2.3,0,10.2
기아대교,2020/07/02 18:00,10.2,27.8,1.9,0,10.2
기아대교,2020/07/02 19:00,10.2,27.3,1.7,0,10.2
기아대교,2020/07/02 20:00,10.2,25.6,2,0,10.21
기아대교,2020/07/02 21:00,10.21,24.2,1.8,0,10.21
기아대교,2020/07/02 22:00,10.21,23.5,1,0,10.21
기아대교,2020/07/02 23:00,10.21,23.6,0.8,0,10.21
기아대교,2020/07/03 0:00,10.21,23.5,1,0,10.22
기아대교,2020/07/03 1:00,10.22,23,0.6,0,10.21
기아대교,2020/07/03 2:00,10.21,23.2,0,0,10.21
기아대교,2020/07/03 3:00,10.21,22.9,0.2,0,10.2
기아대교,2020/07/03 4:00,10.2,23,0.9,0,10.19
기아대교,2020/07/03 5:00,10.19,23.1,1.1,0,10.17
기아대교,2020/07/03 6:00,10.17,22.6,1.1,0,10.15
기아대교,2020/07/03 7:00,10.15,24.1,1.1,0,10.14
기아대교,2020/07/03 8:00,10.14,25.8,0.3,0,10.13
기아대교,2020/07/03 9:00,10.13,27.9,1.8,0,10.15
기아대교,2020/07/03 10:00,10.15,28.2,2.3,0,10.21
기아대교,2020/07/03 11:00,10.21,29.5,3.1,0,10.22
기아대교,2020/07/03 12:00,10.22,29.9,2.7,0,10.23
기아대교,2020/07/03 13:00,10.23,29.7,4,0,10.22
기아대교,2020/07/03 14:00,10.22,29.6,3.8,0,10.22
기아대교,2020/07/03 15:00,10.22,29.2,3.7,0,10.2
기아대교,2020/07/03 16:00,10.2,29,3.9,0,10.19
기아대교,2020/07/03 17:00,10.19,28.2,4.6,0,10.19
기아대교,2020/07/03 18:00,10.19,27.2,5,0,10.19
기아대교,2020/07/03 19:00,10.19,26,3.3,0,10.19
기아대교,2020/07/03 20:00,10.19,25,1.4,0,10.2
기아대교,2020/07/03 21:00,10.2,24.7,1.2,0,10.21
기아대교,2020/07/03 22:00,10.21,22.1,2.5,0,10.22
기아대교,2020/07/03 23:00,10.22,22.2,0.7,0,10.22
기아대교,2020/07/04 0:00,10.22,21.6,1.2,0,10.22
기아대교,2020/07/04 1:00,10.22,21.1,0.8,0,10.22
기아대교,2020/07/04 2:00,10.22,20.9,0.2,0,10.22
기아대교,2020/07/04 3:00,10.22,20.9,0.8,0,10.19
기아대교,2020/07/04 4:00,10.19,21.4,0.8,0,10.16
기아대교,2020/07/04 5:00,10.16,21.4,0.5,0,10.15
기아대교,2020/07/04 6:00,10.15,21,1.8,0,10.15
기아대교,2020/07/04 7:00,10.15,21.1,1.8,0,10.14
기아대교,2020/07/04 8:00,10.14,23.1,0.8,0,10.12
기아대교,2020/07/04 9:00,10.12,24.5,1.7,0,10.12
기아대교,2020/07/04 10:00,10.12,25.8,1.4,0,10.13
기아대교,2020/07/04 11:00,10.13,26.7,1.4,0,10.2
기아대교,2020/07/04 12:00,10.2,27.3,1.7,0,10.21
기아대교,2020/07/04 13:00,10.21,27.7,1.8,0,10.21
기아대교,2020/07/04 14:00,10.21,28.1,1.1,0,10.22
기아대교,2020/07/04 15:00,10.22,27.9,2.8,0,10.22
기아대교,2020/07/04 16:00,10.22,27.1,1.5,0,10.22
기아대교,2020/07/04 17:00,10.22,25.7,2.4,0,10.21
기아대교,2020/07/04 18:00,10.21,25.3,2.2,0,10.2
기아대교,2020/07/04 19:00,10.2,24.3,1.6,0,10.18
기아대교,2020/07/04 20:00,10.18,23.5,2.3,0,10.19
기아대교,2020/07/04 21:00,10.19,23.5,1,0,10.19
기아대교,2020/07/04 22:00,10.19,22.9,2,0,10.19
기아대교,2020/07/04 23:00,10.19,22.3,2.4,0,10.2
기아대교,2020/07/05 0:00,10.2,21.8,2,0,10.2
기아대교,2020/07/05 1:00,10.2,21.5,2.6,0,10.2
기아대교,2020/07/05 2:00,10.2,20.7,2.4,0,10.19
기아대교,2020/07/05 3:00,10.19,20.3,1.8,0,10.17
기아대교,2020/07/05 4:00,10.17,19.9,1.2,0,10.15
기아대교,2020/07/05 5:00,10.15,19.9,1.2,0,10.13
기아대교,2020/07/05 6:00,10.13,19.7,1.1,0,10.14
기아대교,2020/07/05 7:00,10.14,20.1,1.3,0,10.13
기아대교,2020/07/05 8:00,10.13,20.7,0.9,0,10.11
기아대교,2020/07/05 9:00,10.11,22.7,1.5,0,10.11
기아대교,2020/07/05 10:00,10.11,23.2,1.6,0,10.13
기아대교,2020/07/05 11:00,10.13,24.5,1.9,0,10.18
기아대교,2020/07/05 12:00,10.18,26.7,1.5,0,10.2
기아대교,2020/07/05 13:00,10.2,27.2,1.4,0,10.21
기아대교,2020/07/05 14:00,10.21,26.5,1.4,0,10.21
기아대교,2020/07/05 15:00,10.21,26.7,2,0,10.21
기아대교,2020/07/05 16:00,10.21,27.5,1.8,0,10.21
기아대교,2020/07/05 17:00,10.21,26.8,2.6,0,10.22
기아대교,2020/07/05 18:00,10.22,26.2,1.7,0,10.21
기아대교,2020/07/05 19:00,10.21,25.5,2.1,0,10.21
기아대교,2020/07/05 20:00,10.21,24.8,1.5,0,10.21
기아대교,2020/07/05 21:00,10.21,24.1,1.4,0,10.21
기아대교,2020/07/05 22:00,10.21,23.8,1,0,10.22
기아대교,2020/07/05 23:00,10.22,23.7,1.1,0,10.19
기아대교,2020/07/06 0:00,10.19,23.4,1,0,10.19
기아대교,2020/07/06 1:00,10.19,23.3,0.8,0,10.19
기아대교,2020/07/06 2:00,10.19,23.3,0.7,0,10.18
기아대교,2020/07/06 3:00,10.18,23.3,0.7,0,10.16
기아대교,2020/07/06 4:00,10.16,23,0.6,0,10.14
기아대교,2020/07/06 5:00,10.14,22.8,0.2,0,10.13
기아대교,2020/07/06 6:00,10.13,22.9,0.9,0,10.13
기아대교,2020/07/06 7:00,10.13,23.1,0.8,0,10.12
기아대교,2020/07/06 8:00,10.12,24.3,0.6,0,10.12
기아대교,2020/07/06 9:00,10.12,25.9,1.6,0,10.15
기아대교,2020/07/06 10:00,10.15,26.9,1.4,0,10.2
기아대교,2020/07/06 11:00,10.2,27.3,2.8,0,10.21
기아대교,2020/07/06 14:00,10.21,29.1,2.1,0,10.21
기아대교,2020/07/06 15:00,10.21,30.3,1.7,0,10.2
기아대교,2020/07/06 16:00,10.2,30.4,2.1,0,10.19
기아대교,2020/07/06 17:00,10.19,29.4,2.1,0,10.2
기아대교,2020/07/06 18:00,10.2,28.4,2.4,0,10.19
기아대교,2020/07/06 19:00,10.19,27.4,1.8,0,10.18
기아대교,2020/07/06 20:00,10.18,26.3,1.6,0,10.19
기아대교,2020/07/06 21:00,10.19,25.9,1.5,0,10.19
기아대교,2020/07/06 22:00,10.19,25.2,1.8,0,10.19
기아대교,2020/07/06 23:00,10.19,24.6,1.4,0,10.2
기아대교,2020/07/07 0:00,10.2,24.1,1.6,0,10.2
기아대교,2020/07/07 1:00,10.2,23.5,1.1,0,10.2
기아대교,2020/07/07 2:00,10.2,23.4,1.6,0,10.19
기아대교,2020/07/07 3:00,10.19,23.2,1.6,0,10.18
기아대교,2020/07/07 4:00,10.18,22.8,1.9,0,10.15
기아대교,2020/07/07 5:00,10.15,22.7,1.5,0,10.14
기아대교,2020/07/07 6:00,10.14,22.4,2,0,10.13
기아대교,2020/07/07 7:00,10.13,22.3,1.5,0,10.14
기아대교,2020/07/07 8:00,10.14,22.4,1.8,0,10.13
기아대교,2020/07/07 9:00,10.13,24.2,1.2,0,10.13
기아대교,2020/07/07 10:00,10.13,24.2,1.6,0,10.19
기아대교,2020/07/07 11:00,10.19,24.1,1.6,0,10.21
기아대교,2020/07/07 12:00,10.21,25,1.1,0,10.2
기아대교,2020/07/07 13:00,10.2,25.1,2.5,0,10.19
기아대교,2020/07/07 14:00,10.19,26.8,2.2,0,10.19
기아대교,2020/07/07 15:00,10.19,27.3,2.9,0,10.19
기아대교,2020/07/07 16:00,10.19,27,2.2,0,10.19
기아대교,2020/07/07 17:00,10.19,27.8,1.7,0,10.19
기아대교,2020/07/07 18:00,10.19,26.7,2.7,0,10.18
기아대교,2020/07/07 19:00,10.18,26.1,2.1,0,10.18
기아대교,2020/07/07 20:00,10.18,24.6,2.4,0,10.18
기아대교,2020/07/07 21:00,10.18,23.4,1.8,0,10.18
기아대교,2020/07/07 22:00,10.18,23.1,1.6,0,10.18
기아대교,2020/07/07 23:00,10.18,22.6,1.7,0,10.18
기아대교,2020/07/08 0:00,10.18,22.7,1.2,0,10.2
기아대교,2020/07/08 1:00,10.2,22.7,1.5,0,10.22
기아대교,2020/07/08 2:00,10.22,22.4,1.1,0,10.21
기아대교,2020/07/08 3:00,10.21,22.2,1,0,10.18
기아대교,2020/07/08 4:00,10.18,21.9,1,0,10.15
기아대교,2020/07/08 5:00,10.15,21.5,1.1,0,10.14
기아대교,2020/07/08 6:00,10.14,21.3,0.6,0,10.13
기아대교,2020/07/08 7:00,10.13,22.4,1,0,10.12
기아대교,2020/07/08 8:00,10.12,23.6,0.9,0,10.11
기아대교,2020/07/08 9:00,10.11,25.9,1.2,0,10.12
기아대교,2020/07/08 10:00,10.12,25.9,1.3,0,10.18
기아대교,2020/07/08 11:00,10.18,28.7,1.7,0,10.21
기아대교,2020/07/08 12:00,10.21,28.1,1.8,0,10.22
기아대교,2020/07/08 13:00,10.22,28,2.1,0,10.19
기아대교,2020/07/08 14:00,10.19,28.9,2.6,0,10.18
기아대교,2020/07/08 15:00,10.18,29.2,2.4,0,10.18
기아대교,2020/07/08 16:00,10.18,29.7,3.1,0,10.18
기아대교,2020/07/08 17:00,10.18,29.2,2.4,0,10.19
기아대교,2020/07/08 18:00,10.19,27.9,2.4,0,10.18
기아대교,2020/07/08 19:00,10.18,26.5,2.3,0,10.18
기아대교,2020/07/08 20:00,10.18,25.1,1.7,0,10.18
기아대교,2020/07/08 21:00,10.18,23.9,2,0,10.19
기아대교,2020/07/08 22:00,10.19,22.5,1.7,0,10.19
기아대교,2020/07/08 23:00,10.19,21.7,1,0,10.19
기아대교,2020/07/09 0:00,10.19,22.2,0.9,0,10.19
기아대교,2020/07/09 1:00,10.19,22,0.7,0,10.19
기아대교,2020/07/09 2:00,10.19,21.6,1,0,10.18
기아대교,2020/07/09 3:00,10.18,21.5,1,0,10.18
기아대교,2020/07/09 4:00,10.18,21.4,0.6,0,10.14
기아대교,2020/07/09 5:00,10.14,21.4,0.1,0,10.13
기아대교,2020/07/09 6:00,10.13,21.7,0.5,0,10.12
기아대교,2020/07/09 7:00,10.12,22.3,0.7,0,10.11
기아대교,2020/07/09 8:00,10.11,24.8,0.4,0,10.11
기아대교,2020/07/09 9:00,10.11,27.7,0.7,0,10.13
기아대교,2020/07/09 10:00,10.13,28.3,1,0,10.19
기아대교,2020/07/09 11:00,10.19,29.7,0.9,0,10.21
기아대교,2020/07/09 12:00,10.21,30.2,1.8,0,10.19
기아대교,2020/07/09 13:00,10.19,32.1,1.8,0,10.18
기아대교,2020/07/09 14:00,10.18,32.3,2.5,0,10.18
기아대교,2020/07/09 15:00,10.18,33.3,1.9,0,10.18
기아대교,2020/07/09 16:00,10.18,32.3,2,0,10.19
기아대교,2020/07/09 17:00,10.19,32.7,1.7,0,10.19
기아대교,2020/07/09 18:00,10.19,31.1,1.9,0,10.18
기아대교,2020/07/09 19:00,10.18,30.3,1.6,0,10.17
기아대교,2020/07/09 20:00,10.17,29.7,1.5,0,10.17
기아대교,2020/07/09 21:00,10.17,29.4,0.8,0,10.18
기아대교,2020/07/09 22:00,10.18,29.1,0.8,0,10.18
기아대교,2020/07/09 23:00,10.18,28.9,1.8,0,10.18
기아대교,2020/07/10 0:00,10.18,28.6,1.5,0,10.19
기아대교,2020/07/10 1:00,10.19,27.8,1.3,0,10.19
기아대교,2020/07/10 2:00,10.19,27,2.1,0,10.18
기아대교,2020/07/10 3:00,10.18,26.6,1.6,0,10.17
기아대교,2020/07/10 4:00,10.17,26.1,2.1,0,10.16
기아대교,2020/07/10 5:00,10.16,25.9,1.6,0,10.14
기아대교,2020/07/10 6:00,10.14,25.4,2,0,10.12
기아대교,2020/07/10 7:00,10.12,25.5,4.4,0,10.1
기아대교,2020/07/10 8:00,10.1,25.3,3.2,0,10.1
기아대교,2020/07/10 9:00,10.1,24.6,2.7,0,10.11
기아대교,2020/07/10 10:00,10.11,25.7,2.9,0,10.2
기아대교,2020/07/10 13:00,10.2,25.9,3.1,0,10.19
기아대교,2020/07/10 14:00,10.19,25.7,3.3,0,10.17
기아대교,2020/07/10 15:00,10.17,26.2,3,0,10.17
기아대교,2020/07/10 16:00,10.17,27.6,3.3,0,10.17
기아대교,2020/07/10 17:00,10.17,28.1,2.4,0,10.17
기아대교,2020/07/10 18:00,10.17,27.8,2.3,0,10.17
기아대교,2020/07/10 19:00,10.17,26.8,3.1,0,10.16
기아대교,2020/07/10 20:00,10.16,26,2.2,0,10.17
기아대교,2020/07/10 21:00,10.17,25,2.2,0,10.18
기아대교,2020/07/10 22:00,10.18,24.6,2.1,0,10.18
기아대교,2020/07/10 23:00,10.18,24,1.9,0,10.18
기아대교,2020/07/11 0:00,10.18,23.5,1.8,0,10.18
기아대교,2020/07/11 1:00,10.18,23.7,1.3,0,10.18
기아대교,2020/07/11 2:00,10.18,23.7,1.4,0,10.18
기아대교,2020/07/11 3:00,10.18,23.7,1.8,0,10.17
기아대교,2020/07/11 4:00,10.17,23.7,1.2,0,10.15
기아대교,2020/07/11 5:00,10.15,23.6,2.2,0,10.14
기아대교,2020/07/11 6:00,10.14,23.9,1.5,0,10.12
기아대교,2020/07/11 7:00,10.12,24.3,2,0,10.12
기아대교,2020/07/11 8:00,10.12,25.1,2.3,0,10.11
기아대교,2020/07/11 9:00,10.11,25.9,1.7,0,10.1
기아대교,2020/07/11 10:00,10.1,26.9,2.4,0,10.14
기아대교,2020/07/11 11:00,10.14,28.4,3.8,0,10.19
기아대교,2020/07/11 12:00,10.19,28.4,2.6,0,10.2
기아대교,2020/07/11 13:00,10.2,29.2,2.2,0,10.2
기아대교,2020/07/11 14:00,10.2,29.6,3.1,0,10.21
기아대교,2020/07/11 15:00,10.21,29.8,2,0,10.2
기아대교,2020/07/11 16:00,10.2,29.8,2.8,0,10.2
기아대교,2020/07/11 17:00,10.2,29.1,3.2,0,10.2
기아대교,2020/07/11 18:00,10.2,29.4,2.3,0,10.17
기아대교,2020/07/11 19:00,10.17,28.2,2.9,0,10.16
기아대교,2020/07/11 20:00,10.16,27.4,2.6,0,10.16
기아대교,2020/07/11 21:00,10.16,26.7,3,0,10.17
기아대교,2020/07/11 22:00,10.17,26.1,3.2,0,10.17
