관측소명,시간,수위,기온(°C),풍속(m/s),강수량(mm),예측수위
기아대교,2020/09/05 8:00,10.14,22.4,1.1,0,10.15
기아대교,2020/09/05 9:00,10.15,23.2,2,0,10.17
기아대교,2020/09/05 10:00,10.17,23.7,1.4,0,10.17
기아대교,2020/09/05 11:00,10.17,25.4,1.1,0,10.18
기아대교,2020/09/05 12:00,10.18,26.2,1.8,0,10.18
기아대교,2020/09/05 13:00,10.18,27.4,2.1,0,10.18
기아대교,2020/09/05 14:00,10.18,27.2,1.5,0,10.18
기아대교,2020/09/05 15:00,10.18,27.6,1.7,0,10.18
기아대교,2020/09/05 16:00,10.18,27.1,1.8,0,10.18
기아대교,2020/09/05 17:00,10.18,27.8,1.7,0,10.23
기아대교,2020/09/05 18:00,10.23,26.5,1.8,0,10.21
기아대교,2020/09/05 19:00,10.21,25.6,1.2,0,10.19
기아대교,2020/09/05 20:00,10.19,25.1,0.6,0,10.17
기아대교,2020/09/05 21:00,10.17,24.9,1,0,10.17
기아대교,2020/09/05 22:00,10.17,24,0.9,0,10.17
기아대교,2020/09/05 23:00,10.17,23.7,1.5,0,10.17
기아대교,2020/09/06 0:00,10.17,23,1.6,0,10.16
기아대교,2020/09/06 1:00,10.16,22.9,0.5,0,10.16
기아대교,2020/09/06 2:00,10.16,22.6,0.9,0,10.15
기아대교,2020/09/06 3:00,10.15,22.3,0.6,0,10.13
기아대교,2020/09/06 4:00,10.13,22,0.3,0,10.11
기아대교,2020/09/06 5:00,10.11,21.8,1.4,0,10.11
기아대교,2020/09/06 6:00,10.11,21.6,0.7,0,10.11
기아대교,2020/09/06 7:00,10.11,21.8,1.2,0,10.11
기아대교,2020/09/06 8:00,10.11,22.3,1.6,0,10.1
기아대교,2020/09/06 9:00,10.1,22.6,2.5,0,10.11
기아대교,2020/09/06 10:00,10.11,23.5,2,0,10.14
기아대교,2020/09/06 11:00,10.14,23.5,2.2,0,10.14
기아대교,2020/09/06 12:00,10.14,23.7,2.6,0,10.16
기아대교,2020/09/06 13:00,10.16,23.8,1.7,0,10.16
기아대교,2020/09/06 14:00,10.16,24.8,1.9,0,10.16
기아대교,2020/09/06 15:00,10.16,25.1,2.8,0,10.16
기아대교,2020/09/06 16:00,10.16,24.7,3.3,0,10.16
기아대교,2020/09/06 17:00,10.16,24.2,2.4,0,10.15
기아대교,2020/09/06 18:00,10.15,23.8,2.9,0,10.16
기아대교,2020/09/06 19:00,10.16,22.9,2.1,0,10.15
기아대교,2020/09/06 20:00,10.15,22,3,0,10.15
기아대교,2020/09/06 21:00,10.15,20.5,2.9,0.5,10.17
기아대교,2020/09/06 22:00,10.17,20.4,2.9,1,10.21
기아대교,2020/09/06 23:00,10.21,19.6,3.7,1,10.21
기아대교,2020/09/07 0:00,10.21,19.4,2.5,2.5,10.21
기아대교,2020/09/07 1:00,10.21,19.5,3.1,1,10.24
기아대교,2020/09/07 2:00,10.24,19.4,2.1,2,10.26
기아대교,2020/09/07 3:00,10.26,19.1,2.7,3.5,10.29
기아대교,2020/09/07 4:00,10.29,19,3.7,3,10.34
기아대교,2020/09/07 5:00,10.34,19.3,3.4,0,10.36
기아대교,2020/09/07 6:00,10.36,19.4,3.1,0,10.32
기아대교,2020/09/07 7:00,10.32,18.4,2.9,2,10.3
기아대교,2020/09/07 8:00,10.3,17.2,3,9.5,10.52
기아대교,2020/09/07 9:00,10.52,17.5,3.4,9.5,10.9
기아대교,2020/09/07 10:00,10.9,17.7,4.4,7.5,10.92
기아대교,2020/09/07 11:00,10.92,17.9,4.8,6.5,10.85
기아대교,2020/09/07 12:00,10.85,18.9,4.3,2,10.73
기아대교,2020/09/07 13:00,10.73,19.5,4.3,0.5,10.61
기아대교,2020/09/07 14:00,10.61,19.9,2.6,0.5,10.52
기아대교,2020/09/07 15:00,10.52,20.3,2.9,1,10.46
기아대교,2020/09/07 16:00,10.46,20.3,2.2,1,10.47
기아대교,2020/09/07 17:00,10.47,20.9,1.9,1.5,10.55
기아대교,2020/09/07 18:00,10.55,21,2.1,0.5,10.56
기아대교,2020/09/07 19:00,10.56,20.6,2.8,3.5,10.56
기아대교,2020/09/07 20:00,10.56,20.6,3.8,3,10.66
기아대교,2020/09/07 21:00,10.66,20.4,3.3,2,10.77
기아대교,2020/09/07 22:00,10.77,20.8,4,2.5,10.81
기아대교,2020/09/07 23:00,10.81,21.8,3.9,0.5,10.73
기아대교,2020/09/08 0:00,10.73,22.3,2.9,0.5,10.62
기아대교,2020/09/08 1:00,10.62,21.6,2.9,3,10.51
기아대교,2020/09/08 2:00,10.51,22.1,4.7,0,10.47
기아대교,2020/09/08 3:00,10.47,22,3.8,0,10.44
기아대교,2020/09/08 4:00,10.44,21.8,2.8,0,10.42
기아대교,2020/09/08 5:00,10.42,21.8,2.6,0,10.39
기아대교,2020/09/08 6:00,10.39,22.3,3.2,0,10.33
기아대교,2020/09/08 7:00,10.33,22.8,3.7,0,10.4
기아대교,2020/09/08 8:00,10.4,22.8,2.8,0,10.38
기아대교,2020/09/08 9:00,10.38,24.1,2.1,0,10.38
기아대교,2020/09/08 10:00,10.38,24.6,2.6,0,10.38
기아대교,2020/09/08 11:00,10.38,25.3,3.6,0,10.37
기아대교,2020/09/08 12:00,10.37,25.3,3.7,0,10.37
기아대교,2020/09/08 13:00,10.37,25.8,2.6,0,10.35
기아대교,2020/09/08 14:00,10.35,26.8,3,0,10.34
기아대교,2020/09/08 15:00,10.34,25.8,3.2,0,10.33
기아대교,2020/09/08 16:00,10.33,26.6,2.8,0,10.32
기아대교,2020/09/08 17:00,10.32,25.4,3.4,0,10.29
기아대교,2020/09/08 18:00,10.29,24.6,2.2,0,10.28
기아대교,2020/09/08 19:00,10.28,23.7,2.3,0,10.28
기아대교,2020/09/08 20:00,10.28,23.3,1.7,0,10.31
기아대교,2020/09/08 21:00,10.31,23,1.7,0,10.31
기아대교,2020/09/08 22:00,10.31,22.9,1.4,0,10.31
기아대교,2020/09/08 23:00,10.31,22.5,1.8,0,10.3
기아대교,2020/09/09 0:00,10.3,22.4,2.1,0,10.29
기아대교,2020/09/09 1:00,10.29,22.4,2.3,0,10.25
기아대교,2020/09/09 2:00,10.25,22.2,1.4,0,10.25
기아대교,2020/09/09 3:00,10.25,22.1,2,0,10.24
기아대교,2020/09/09 4:00,10.24,22.1,0.8,0,10.23
기아대교,2020/09/09 5:00,10.23,21.9,1.5,0,10.21
기아대교,2020/09/09 6:00,10.21,21.6,1.7,0,10.22
기아대교,2020/09/09 7:00,10.22,21.5,2.5,0,10.22
기아대교,2020/09/09 8:00,10.22,21.2,2.8,0,10.22
기아대교,2020/09/09 9:00,10.22,22.7,3,0,10.23
기아대교,2020/09/09 10:00,10.23,22.7,2.9,0,10.23
기아대교,2020/09/09 11:00,10.23,23.7,3.6,0,10.26
기아대교,2020/09/10 12:00,10.26,25.3,2,0,10.23
기아대교,2020/09/10 13:00,10.23,26.7,1.9,0,10.23
기아대교,2020/09/10 14:00,10.23,26.3,2.5,0,10.22
기아대교,2020/09/10 15:00,10.22,26,2.5,0,10.21
기아대교,2020/09/10 16:00,10.21,26.8,1.9,0,10.2
기아대교,2020/09/10 17:00,10.2,26.8,1.6,0,10.21
기아대교,2020/09/10 18:00,10.21,25.9,1.3,0,10.19
기아대교,2020/09/10 19:00,10.19,24.7,1.5,0,10.19
기아대교,2020/09/10 20:00,10.19,23.7,1,0,10.2
기아대교,2020/09/10 21:00,10.2,23.3,1,0,10.19
기아대교,2020/09/10 22:00,10.19,23.3,0.9,0,10.19
기아대교,2020/09/10 23:00,10.19,23.2,0.8,0,10.23
기아대교,2020/09/11 0:00,10.23,23.2,0.7,0,10.22
기아대교,2020/09/11 1:00,10.22,22.9,0.9,0,10.2
기아대교,2020/09/11 2:00,10.2,22.3,1.1,0,10.16
기아대교,2020/09/11 3:00,10.16,22,0.2,0,10.14
기아대교,2020/09/11 4:00,10.14,21.4,0.6,0,10.14
기아대교,2020/09/11 5:00,10.14,21.1,2.1,0,10.14
기아대교,2020/09/11 6:00,10.14,21.1,2.3,0,10.13
기아대교,2020/09/11 7:00,10.13,21,2,0,10.13
기아대교,2020/09/11 8:00,10.13,22.1,1.9,0,10.14
기아대교,2020/09/11 9:00,10.14,23.7,2.4,0,10.16
기아대교,2020/09/11 10:00,10.16,25,2.5,0,10.18
기아대교,2020/09/11 11:00,10.18,27.7,2.6,0,10.18
기아대교,2020/09/11 12:00,10.18,27.7,3.7,0,10.18
기아대교,2020/09/11 13:00,10.18,27.4,3.3,0,10.18
기아대교,2020/09/11 14:00,10.18,26.5,2.6,0,10.18
기아대교,2020/09/11 15:00,10.18,23.7,1.9,1,10.17
기아대교,2020/09/11 16:00,10.17,22.3,1.4,1.5,10.17
기아대교,2020/09/11 17:00,10.17,22.8,1.7,0,10.17
기아대교,2020/09/11 18:00,10.17,23.1,1.5,0,10.17
기아대교,2020/09/11 19:00,10.17,23.2,2.6,0,10.17
기아대교,2020/09/11 20:00,10.17,23.2,2,0,10.17
기아대교,2020/09/11 21:00,10.17,22.4,2,0,10.16
기아대교,2020/09/11 22:00,10.16,20.8,2.3,1,10.16
기아대교,2020/09/11 23:00,10.16,20.2,3.2,0.5,10.19
기아대교,2020/09/12 0:00,10.19,19.4,2.4,1.5,10.24
기아대교,2020/09/12 1:00,10.24,18.9,1.8,1.5,10.28
기아대교,2020/09/12 2:00,10.28,18.7,1.3,1.5,10.33
기아대교,2020/09/12 3:00,10.33,18.6,1.4,2,10.36
기아대교,2020/09/12 4:00,10.36,18.5,1.8,3,10.36
기아대교,2020/09/12 5:00,10.36,18.8,1.6,1.5,10.34
기아대교,2020/09/12 6:00,10.34,19.1,1.8,0,10.28
기아대교,2020/09/12 7:00,10.28,19.3,1.3,0,10.24
기아대교,2020/09/12 8:00,10.24,19.4,2.5,0,10.21
기아대교,2020/09/12 9:00,10.21,20.2,1.1,0,10.19
기아대교,2020/09/12 10:00,10.19,20.8,1.2,0,10.19
기아대교,2020/09/12 11:00,10.19,21.5,1.2,0.5,10.19
기아대교,2020/09/12 12:00,10.19,22.1,1.5,0,10.19
기아대교,2020/09/12 13:00,10.19,22.2,2,0,10.18
기아대교,2020/09/12 14:00,10.18,22.5,1.8,0,10.21
기아대교,2020/09/12 15:00,10.21,22.2,0.8,0,10.23
기아대교,2020/09/12 16:00,10.23,22.6,1.3,0,10.21
기아대교,2020/09/12 17:00,10.21,22.4,2,0,10.2
기아대교,2020/09/12 18:00,10.2,22.1,2.1,0,10.2
기아대교,2020/09/12 19:00,10.2,21.8,2.1,0,10.18
기아대교,2020/09/12 20:00,10.18,21.6,2.1,0,10.17
기아대교,2020/09/12 21:00,10.17,21.5,2.1,0,10.17
기아대교,2020/09/12 22:00,10.17,21,1.1,0,10.17
기아대교,2020/09/12 23:00,10.17,20.9,2,0,10.17
기아대교,2020/09/13 0:00,10.17,20.7,2.2,0,10.17
기아대교,2020/09/13 1:00,10.17,20.6,2.2,0,10.16
기아대교,2020/09/13 2:00,10.16,20.2,1,0,10.16
기아대교,2020/09/13 3:00,10.16,19.8,1.6,0,10.14
기아대교,2020/09/13 4:00,10.14,19.3,0.8,0,10.12
기아대교,2020/09/13 5:00,10.12,18.8,1,0,10.11
기아대교,2020/09/13 6:00,10.11,18.5,0.7,0,10.11
기아대교,2020/09/13 7:00,10.11,19,1.2,0,10.11
기아대교,2020/09/13 8:00,10.11,19.9,1.9,0,10.11
기아대교,2020/09/13 9:00,10.11,21.3,2.1,0,10.14
기아대교,2020/09/13 10:00,10.14,22.2,2.4,0,10.14
기아대교,2020/09/13 11:00,10.14,23.2,2.1,0,10.16
기아대교,2020/09/13 12:00,10.16,24.2,1.4,0,10.16
기아대교,2020/09/13 13:00,10.16,25.7,1.2,0,10.16
기아대교,2020/09/13 14:00,10.16,25.2,2.5,0,10.18
기아대교,2020/09/13 15:00,10.18,26,2.3,0,10.22
기아대교,2020/09/13 16:00,10.22,26,2.2,0,10.19
기아대교,2020/09/13 17:00,10.19,25.4,2.4,0,10.18
기아대교,2020/09/13 18:00,10.18,25.2,1.8,0,10.17
기아대교,2020/09/13 19:00,10.17,24.3,1.7,0,10.15
기아대교,2020/09/13 20:00,10.15,22.8,1,0,10.15
기아대교,2020/09/13 21:00,10.15,22.3,0.6,0,10.15
기아대교,2020/09/13 22:00,10.15,21.8,1,0,10.15
기아대교,2020/09/13 23:00,10.15,21.3,1,0,10.15
기아대교,2020/09/14 0:00,10.15,20.9,0.8,0,10.15
기아대교,2020/09/14 1:00,10.15,20.4,1,0,10.15
기아대교,2020/09/14 2:00,10.15,20.2,0.2,0,10.14
기아대교,2020/09/14 3:00,10.14,19.7,0.8,0,10.12
기아대교,2020/09/14 4:00,10.12,19.4,0.9,0,10.11
기아대교,2020/09/14 5:00,10.11,18.9,1.2,0,10.09
기아대교,2020/09/14 6:00,10.09,18.8,0.8,0,10.09
기아대교,2020/09/14 7:00,10.09,19.2,0.8,0,10.09
기아대교,2020/09/14 8:00,10.09,21,1,0,10.1
기아대교,2020/09/14 9:00,10.1,22.3,1.1,0,10.13
기아대교,2020/09/14 10:00,10.13,23.2,1.6,0,10.14
기아대교,2020/09/14 11:00,10.14,23.3,2.1,0,10.15
기아대교,2020/09/14 12:00,10.15,24.1,1.9,0,10.15
기아대교,2020/09/14 13:00,10.15,24.4,1.7,0,10.14
기아대교,2020/09/14 14:00,10.14,25.4,2.2,0,10.14
기아대교,2020/09/14 15:00,10.14,24.4,2.7,0,10.14
기아대교,2020/09/14 16:00,10.14,25.1,2.2,0,10.14
기아대교,2020/09/14 17:00,10.14,24.6,1.6,0,10.14
기아대교,2020/09/14 18:00,10.14,23.4,2.3,0,10.14
기아대교,2020/09/14 19:00,10.14,22.7,2,0,10.14
기아대교,2020/09/14 20:00,10.14,22.3,1.5,0,10.14
기아대교,2020/09/14 21:00,10.14,22.3,0.6,0,10.14
기아대교,2020/09/14 22:00,10.14,22.1,0.9,0,10.14
기아대교,2020/09/14 23:00,10.14,21.8,1.2,0,10.14
기아대교,2020/09/15 0:00,10.14,21.4,0.9,0,10.14
기아대교,2020/09/15 1:00,10.14,21.3,0.2,0,10.14
기아대교,2020/09/15 2:00,10.14,20.9,1.2,0,10.13
기아대교,2020/09/15 3:00,10.13,20.8,1,0,10.12
기아대교,2020/09/15 4:00,10.12,20.7,1.2,0,10.09
기아대교,2020/09/15 5:00,10.09,20.4,0.9,0,10.08
기아대교,2020/09/15 6:00,10.08,20.1,0.5,0,10.08
기아대교,2020/09/15 7:00,10.08,20.4,0.4,0,10.07
기아대교,2020/09/15 8:00,10.07,21.8,0.4,0,10.08
기아대교,2020/09/15 9:00,10.08,22.8,1.8,0,10.11
기아대교,2020/09/15 10:00,10.11,24.5,2.1,0,10.13
기아대교,2020/09/15 11:00,10.13,24.5,1,0,10.14
기아대교,2020/09/15 12:00,10.14,26.3,1.6,0,10.14
기아대교,2020/09/15 13:00,10.14,27.1,3.1,0,10.14
기아대교,2020/09/15 14:00,10.14,26.6,4,0,10.13
기아대교,2020/09/15 15:00,10.13,27.3,2.4,0,10.13
기아대교,2020/09/15 16:00,10.13,27.3,2.4,0,10.13
기아대교,2020/09/15 17:00,10.13,26.9,1.3,0,10.13
기아대교,2020/09/15 18:00,10.13,25.8,2.2,0,10.12
기아대교,2020/09/15 19:00,10.12,24.6,1.1,0,10.12
기아대교,2020/09/15 20:00,10.12,24.2,1.1,0,10.12
기아대교,2020/09/15 21:00,10.12,23.9,1,0,10.13
기아대교,2020/09/15 22:00,10.13,23.4,1.2,0,10.13
기아대교,2020/09/15 23:00,10.13,23.3,0.9,0,10.13
기아대교,2020/09/16 0:00,10.13,23,1.5,0,10.12
기아대교,2020/09/16 1:00,10.12,23,2.1,0,10.12
기아대교,2020/09/16 2:00,10.12,23.1,1.9,0,10.11
기아대교,2020/09/16 3:00,10.11,22.8,2.1,0,10.08
기아대교,2020/09/16 4:00,10.08,22.4,1.9,0,10.07
기아대교,2020/09/16 5:00,10.07,22.3,1.2,0,10.07
기아대교,2020/09/16 6:00,10.07,22.4,1.4,0,10.07
기아대교,2020/09/16 7:00,10.07,22.4,1.6,0,10.08
기아대교,2020/09/16 8:00,10.08,22.9,1.2,0,10.07
기아대교,2020/09/16 9:00,10.07,22.8,1.7,0,10.1
기아대교,2020/09/16 10:00,10.1,23.4,1.8,0,10.11
기아대교,2020/09/16 11:00,10.11,24.9,2.8,0,10.11
기아대교,2020/09/16 12:00,10.11,24.3,3.4,0,10.11
기아대교,2020/09/16 13:00,10.11,24.9,2.1,0,10.11
기아대교,2020/09/16 14:00,10.11,24.8,2,0,10.11
기아대교,2020/09/16 15:00,10.11,23.8,2.5,0,10.11
기아대교,2020/09/16 16:00,10.11,23.3,1.8,0,10.12
기아대교,2020/09/16 17:00,10.12,23.1,2.8,0,10.11
기아대교,2020/09/16 18:00,10.11,22.5,2.7,0,10.12
기아대교,2020/09/16 19:00,10.12,22.1,1.5,0,10.12
기아대교,2020/09/16 20:00,10.12,22.2,1.4,0,10.12
기아대교,2020/09/16 21:00,10.12,21.8,1.4,0,10.12
기아대교,2020/09/16 22:00,10.12,21.5,1.8,0,10.13
기아대교,2020/09/16 23:00,10.13,21.1,1,0,10.13
기아대교,2020/09/17 0:00,10.13,21,1.4,0,10.13
기아대교,2020/09/17 1:00,10.13,21,1.7,0,10.13
기아대교,2020/09/17 2:00,10.13,20.8,1.7,0,10.11
기아대교,2020/09/17 3:00,10.11,20.9,1.9,0,10.09
기아대교,2020/09/17 4:00,10.09,20.6,1.5,0,10.08
기아대교,2020/09/17 5:00,10.08,20.7,1.6,0,10.07
기아대교,2020/09/17 6:00,10.07,20.7,1.8,0,10.05
기아대교,2020/09/17 7:00,10.05,21,1.4,0,10.06
기아대교,2020/09/17 8:00,10.06,21.2,0.8,0,10.07
기아대교,2020/09/17 9:00,10.07,21.8,0.8,0,10.1
기아대교,2020/09/17 10:00,10.1,22.7,1.1,0,10.11
기아대교,2020/09/17 11:00,10.11,22.5,1.4,0,10.1
기아대교,2020/09/17 12:00,10.1,23.3,1.1,0,10.11
기아대교,2020/09/17 13:00,10.11,23.5,2.1,0,10.12
기아대교,2020/09/17 14:00,10.12,23.3,1.4,0,10.12
기아대교,2020/09/17 15:00,10.12,23.9,1.9,0,10.12
기아대교,2020/09/17 16:00,10.12,23.9,2.3,0,10.12
기아대교,2020/09/17 17:00,10.12,23.2,2,0,10.11
기아대교,2020/09/17 18:00,10.11,22.6,1.4,0,10.11
기아대교,2020/09/17 19:00,10.11,22,1.1,0,10.12
기아대교,2020/09/17 20:00,10.12,21.4,1,0,10.11
기아대교,2020/09/17 21:00,10.11,21.4,0.8,0,10.11
기아대교,2020/09/17 22:00,10.11,21.2,1,0,10.12
기아대교,2020/09/17 23:00,10.12,21.2,1.1,0,10.12
기아대교,2020/09/18 0:00,10.12,20.6,1.5,0,10.12
기아대교,2020/09/18 1:00,10.12,20.8,1,0,10.11
기아대교,2020/09/18 2:00,10.11,20.9,1.1,0,10.1
기아대교,2020/09/18 3:00,10.1,20.8,1.3,0,10.07
기아대교,2020/09/18 4:00,10.07,20.6,0.7,0,10.06
기아대교,2020/09/18 5:00,10.06,20.5,1,0,10.06
기아대교,2020/09/18 6:00,10.06,20.3,0.6,0,10.05
기아대교,2020/09/18 7:00,10.05,19.8,0.9,0,10.05
기아대교,2020/09/18 8:00,10.05,21.5,0.7,0,10.07
기아대교,2020/09/18 9:00,10.07,21.7,1.9,0,10.09
기아대교,2020/09/18 10:00,10.09,23.8,1.4,0,10.1
기아대교,2020/09/18 11:00,10.1,24.5,3,0,10.1
기아대교,2020/09/18 12:00,10.1,24.6,3.3,0,10.11
기아대교,2020/09/18 13:00,10.11,24.7,3.3,0,10.11
기아대교,2020/09/18 14:00,10.11,25.7,2.8,0,10.11
기아대교,2020/09/18 15:00,10.11,25.1,2.9,0,10.11
기아대교,2020/09/18 16:00,10.11,24.3,3.5,0,10.11
기아대교,2020/09/18 17:00,10.11,24,2.4,0,10.1
기아대교,2020/09/18 18:00,10.1,23.3,2.8,0,10.1
기아대교,2020/09/18 19:00,10.1,22.4,2.2,0,10.11
기아대교,2020/09/18 20:00,10.11,21.9,2.1,0,10.11
기아대교,2020/09/18 21:00,10.11,21.7,1.9,0,10.11
기아대교,2020/09/18 22:00,10.11,21.4,1.5,0,10.11
기아대교,2020/09/18 23:00,10.11,21,1.3,0,10.11
기아대교,2020/09/19 0:00,10.11,20.5,1.4,0,10.11
기아대교,2020/09/19 1:00,10.11,20.6,0.6,0,10.11
기아대교,2020/09/19 2:00,10.11,20.5,0.6,0,10.1
기아대교,2020/09/19 3:00,10.1,20.4,0.9,0,10.09
기아대교,2020/09/19 4:00,10.09,18.1,2,8.5,10.11
기아대교,2020/09/19 5:00,10.11,17.9,2.6,3,10.15
기아대교,2020/09/19 6:00,10.15,17.4,1.4,0,10.24
기아대교,2020/09/19 7:00,10.24,17.6,1.6,0,10.37
기아대교,2020/09/19 8:00,10.37,17.8,2.2,0,10.31
기아대교,2020/09/19 9:00,10.31,19.7,2,0,10.23
기아대교,2020/09/19 10:00,10.23,20.7,1.8,0,10.17
기아대교,2020/09/19 11:00,10.17,23,2.8,0,10.16
기아대교,2020/09/19 12:00,10.16,25.7,1.5,0,10.15
기아대교,2020/09/19 13:00,10.15,25.2,0.9,0,10.14
기아대교,2020/09/19 14:00,10.14,26.7,2.3,0,10.14
기아대교,2020/09/19 15:00,10.14,26,1.9,0,10.13
기아대교,2020/09/19 16:00,10.13,26.8,1.5,0,10.13
기아대교,2020/09/19 17:00,10.13,24.5,2.2,0,10.12
기아대교,2020/09/19 18:00,10.12,23.8,1.7,0,10.12
기아대교,2020/09/19 19:00,10.12,23,1.7,0,10.11
기아대교,2020/09/19 20:00,10.11,22.3,1.4,0,10.11
기아대교,2020/09/19 21:00,10.11,22.5,2.1,0,10.12
기아대교,2020/09/19 22:00,10.12,21.9,1.5,0,10.11
기아대교,2020/09/19 23:00,10.11,21.2,1,0,10.11
기아대교,2020/09/20 0:00,10.11,20.2,0.8,0,10.11
기아대교,2020/09/20 1:00,10.11,19.4,1,0,10.11
기아대교,2020/09/20 2:00,10.11,18.6,1.1,0,10.11
기아대교,2020/09/20 3:00,10.11,18.9,1.1,0,10.09
기아대교,2020/09/20 4:00,10.09,19.2,0.5,0,10.06
기아대교,2020/09/20 5:00,10.06,18.8,1,0,10.05
기아대교,2020/09/20 6:00,10.05,18.6,0.4,0,10.04
기아대교,2020/09/20 7:00,10.04,18.5,1.5,0,10.04
기아대교,2020/09/20 8:00,10.04,19.5,1.8,0,10.04
기아대교,2020/09/20 9:00,10.04,20.4,2.1,0,10.06
기아대교,2020/09/20 10:00,10.06,20.9,2.3,0,10.09
기아대교,2020/09/20 11:00,10.09,22.3,1.6,0,10.09
기아대교,2020/09/20 12:00,10.09,22.6,2.5,0,10.11
기아대교,2020/09/20 13:00,10.11,23.3,3.1,0,10.1
기아대교,2020/09/20 14:00,10.1,23.8,2.5,0,10.11
기아대교,2020/09/20 15:00,10.11,24.1,2.8,0,10.1
기아대교,2020/09/20 16:00,10.1,24.1,3.5,0,10.11
기아대교,2020/09/20 17:00,10.11,24,2.7,0,10.11
기아대교,2020/09/20 18:00,10.11,23,1.2,0,10.11
기아대교,2020/09/20 19:00,10.11,21.7,1.6,0,10.1
기아대교,2020/09/20 20:00,10.1,21,0.8,0,10.1
기아대교,2020/09/20 21:00,10.1,20.2,1.5,0,10.11
기아대교,2020/09/20 22:00,10.11,20,0.7,0,10.12
기아대교,2020/09/20 23:00,10.12,19.8,0.3,0,10.12
기아대교,2020/09/21 0:00,10.12,18.9,1.2,0,10.11
기아대교,2020/09/21 1:00,10.11,18.1,0.3,0,10.11
기아대교,2020/09/21 2:00,10.11,18,0.7,0,10.1
기아대교,2020/09/21 3:00,10.1,18,0.9,0,10.06
기아대교,2020/09/21 4:00,10.06,16.8,0.7,0,10.04
기아대교,2020/09/21 5:00,10.04,16.4,0,0,10.04
기아대교,2020/09/21 6:00,10.04,16.5,1,0,10.04
기아대교,2020/09/21 7:00,10.04,16.8,0.6,0,10.03
기아대교,2020/09/21 8:00,10.03,17.7,1,0,10.04
기아대교,2020/09/21 9:00,10.04,19.4,1.3,0,10.08
기아대교,2020/09/21 10:00,10.08,21.4,1,0,10.09
기아대교,2020/09/21 11:00,10.09,21.8,0.8,0,10.1
기아대교,2020/09/21 12:00,10.1,23.1,1.6,0,10.1
기아대교,2020/09/21 13:00,10.1,24.7,0.9,0,10.1
기아대교,2020/09/21 14:00,10.1,25,1.7,0,10.11
기아대교,2020/09/21 15:00,10.11,26.1,1,0,10.11
기아대교,2020/09/21 16:00,10.11,24.8,1.5,0,10.1
기아대교,2020/09/21 17:00,10.1,24.5,1,0,10.1
기아대교,2020/09/21 18:00,10.1,22.6,1.2,0,10.1
기아대교,2020/09/21 19:00,10.1,21.9,1.3,0,10.1
기아대교,2020/09/21 20:00,10.1,21.1,1.2,0,10.1
기아대교,2020/09/21 21:00,10.1,20.1,1.3,0,10.1
기아대교,2020/09/21 22:00,10.1,19.6,0.8,0,10.1
기아대교,2020/09/21 23:00,10.1,19.9,1.5,0,10.1
기아대교,2020/09/22 0:00,10.1,19.1,2.2,0,10.1
기아대교,2020/09/22 1:00,10.1,18.7,1.3,0,10.1
기아대교,2020/09/22 2:00,10.1,18.4,1.7,0,10.09
기아대교,2020/09/22 3:00,10.09,18.3,2.5,0,10.05
기아대교,2020/09/22 4:00,10.05,17.8,2.6,0,10.04
기아대교,2020/09/22 5:00,10.04,17.3,2.7,0,10.03
기아대교,2020/09/22 6:00,10.03,16.9,1.7,0,10.04
기아대교,2020/09/22 7:00,10.04,17,0.7,0,10.03
기아대교,2020/09/22 8:00,10.03,18,2.2,0,10.04
기아대교,2020/09/22 9:00,10.04,20.3,1.1,0,10.07
기아대교,2020/09/22 10:00,10.07,20.7,3,0,10.08
기아대교,2020/09/22 11:00,10.08,21.9,2.6,0,10.1
기아대교,2020/09/22 12:00,10.1,23.4,2.6,0,10.1
기아대교,2020/09/22 13:00,10.1,24.8,1.7,0,10.1
기아대교,2020/09/22 14:00,10.1,24.5,1.9,0,10.09
기아대교,2020/09/22 15:00,10.09,24.7,2.6,0,10.1
기아대교,2020/09/22 16:00,10.1,24.6,2.7,0,10.11
기아대교,2020/09/22 17:00,10.11,24.3,2.4,0,10.1
기아대교,2020/09/22 18:00,10.1,24,1.8,0,10.08
기아대교,2020/09/22 19:00,10.08,22.9,1.4,0,10.08
기아대교,2020/09/22 20:00,10.08,22.1,1.8,0,10.08
기아대교,2020/09/22 21:00,10.08,21.3,1.8,0,10.09
기아대교,2020/09/22 22:00,10.09,20.4,3,0,10.1
기아대교,2020/09/22 23:00,10.1,19.6,2.3,0,10.1
기아대교,2020/09/23 0:00,10.1,19.2,2.3,0,10.11
기아대교,2020/09/23 1:00,10.11,18.9,1.8,0,10.1
기아대교,2020/09/23 2:00,10.1,18.3,2.3,0,10.09
기아대교,2020/09/23 3:00,10.09,17.8,2.5,0,10.06
기아대교,2020/09/23 4:00,10.06,17.4,3.1,0,10.04
기아대교,2020/09/23 5:00,10.04,17.1,2.2,0,10.03
기아대교,2020/09/23 6:00,10.03,16.9,2.7,0,10.03
기아대교,2020/09/23 7:00,10.03,16.7,3.5,0,10.03
기아대교,2020/09/23 8:00,10.03,17,1.7,0,10.03
기아대교,2020/09/23 9:00,10.03,18.3,2.3,0,10.06
기아대교,2020/09/23 10:00,10.06,19.4,2.2,0,10.08
기아대교,2020/09/23 11:00,10.08,19.8,3.7,0,10.08
기아대교,2020/09/23 12:00,10.08,21,3.2,0,10.09
기아대교,2020/09/23 13:00,10.09,22,3.2,0,10.1
