,출근출발_EE,출근출발_EH,출근출발_EW,출근출발_HE,출근출발_HH,출근출발_HW,출근출발_WE,출근출발_WH,출근출발_WW,출근도착_EE,출근도착_EH,출근도착_EW,출근도착_HE,출근도착_HH,출근도착_HW,출근도착_WE,출근도착_WH,출근도착_WW,퇴근출발_EE,퇴근출발_EH,퇴근출발_EW,퇴근출발_HE,퇴근출발_HH,퇴근출발_HW,퇴근출발_WE,퇴근출발_WH,퇴근출발_WW,퇴근도착_EE,퇴근도착_EH,퇴근도착_EW,퇴근도착_HE,퇴근도착_HH,퇴근도착_HW,퇴근도착_WE,퇴근도착_WH,퇴근도착_WW,읍면동
254,2384,1502,1353,12201,1079,42254,758,1207,1273,2050,1449,977,11933,1170,28879,939,1073,1140,12733,30965,3000,11314,3773,3198,4726,20861,2229,13343,19400,2766,21521,2972,8583,7374,24483,3645,신정1동
255,2030,1641,1487,16254,1122,55507,926,1103,1462,2039,2608,1295,9427,901,25098,895,1116,1290,9509,20493,2041,16541,2310,4289,4528,16065,2256,10211,26360,2669,12504,2483,4194,6341,30645,3407,신정2동
256,6507,6706,4061,51015,2347,178918,3282,2983,3751,4869,5349,3096,29103,2069,77738,2429,3666,2744,17979,34962,4411,41665,3902,13506,12241,39735,5303,19465,79359,6602,17297,5043,4929,9793,107153,5259,신정3동
257,5663,2769,3218,37111,1779,139842,2796,1966,3282,5469,5283,3967,30526,2087,101872,2690,3509,3035,23615,42698,6059,30369,4449,8450,14955,55233,5472,25322,57202,7168,27788,3983,10037,20872,87606,6974,신정4동
258,3608,4136,2541,19973,1598,66186,1893,1626,2318,3367,2089,1536,21843,1372,47063,1677,1188,1952,14431,31874,3394,20332,2662,4424,8591,25279,3114,11649,34880,3600,19756,3406,5233,6035,36175,3076,신정6동
259,3628,2215,1654,27632,1398,96269,1434,1470,2122,2888,3481,1712,16498,1462,42024,1259,1920,1671,13644,28991,2880,25277,2783,6268,6816,21662,2595,14628,47695,3815,24912,2821,8701,6699,56714,3798,신정7동
260,10404,9846,7716,27883,2563,87257,4002,6158,3503,21652,3469,7827,126039,3527,277818,7540,1872,4889,106110,153686,18952,42824,6503,9361,58141,160967,12710,88559,49119,11839,85745,5170,20338,64989,54882,9507,신촌동
261,2849,3404,1112,21789,1326,65753,1302,1025,834,3012,2616,1661,18049,1433,38973,1091,1549,1146,9820,19456,1862,18632,2619,5321,6617,22337,2466,7571,34728,2769,6713,2526,2205,2624,38754,2128,쌍문1동
262,3331,2723,1346,20577,1263,67076,1504,1448,1259,3639,3039,1855,24362,1722,47518,1592,1782,1391,14124,36137,3651,15108,3161,4869,6834,28325,2666,13638,29552,3556,18241,2559,5060,8202,41069,3494,쌍문2동
263,2675,1513,1088,17142,1161,60519,1523,1088,1740,2146,2116,1118,11318,1389,27317,747,1637,919,8893,18328,2048,11944,2828,4161,4071,16884,1904,9853,23674,2596,10131,2278,2791,6173,37546,2323,쌍문3동
264,1986,1594,606,22397,1084,67849,896,1082,846,1784,2483,984,9296,997,40464,453,1558,997,6194,12785,1131,17880,1623,3656,4594,17354,1883,5643,35179,2163,5480,2228,2392,1871,39210,2118,쌍문4동
265,4229,2869,3263,21638,1969,87256,1725,1909,2850,4423,2360,2720,23359,2521,93620,1782,1425,2972,19380,30463,3952,19417,5529,4516,16675,52698,6872,18173,35102,4403,14608,4100,5038,11983,52846,5091,아현동
266,5514,6304,3100,18654,1572,52990,2106,4440,1823,8615,2520,3719,53032,2384,127810,3522,1342,2515,34116,51872,6255,25229,3860,6614,28476,81284,7590,25162,29993,6942,25194,3379,9240,14986,32699,4692,안암동
267,4347,1928,1493,36158,2582,126418,1659,1088,2058,3508,5067,1976,13353,2120,29745,1448,3077,1569,13198,27570,3088,25743,5217,8313,6139,22097,2735,16125,49272,4263,14086,5540,4554,7214,72305,3798,암사1동
268,3113,3017,1437,15954,835,55090,1065,697,1393,2801,2174,1329,13869,1187,27378,1208,1541,1119,10363,23206,2565,11361,3271,3146,4499,17814,1846,11653,23024,2386,13108,2323,3137,7355,35498,2501,암사2동
269,2909,1726,1047,18665,1172,55235,1446,1318,1640,2285,1992,1141,12251,1458,31823,884,1245,1343,10046,20652,2095,16932,3288,4230,4884,17109,2302,9324,27540,2577,8928,2498,3127,3416,30584,2259,암사3동
270,9546,4699,6717,28578,1202,73279,4159,4229,3847,11239,3361,9565,52797,1072,265774,5264,1312,5704,101445,107205,19984,22484,2008,4904,56071,143854,12765,95725,41233,14533,69075,1980,19667,74580,44556,12682,압구정동
271,3005,1392,1439,18347,1451,56294,1138,1007,1328,2484,2500,1264,10586,1330,28469,1105,1340,1172,12679,19624,2609,11502,3886,3366,5688,19382,1899,15741,25283,2709,10111,2756,2711,9567,35344,2968,약수동
272,9700,6370,8478,40348,1800,133734,5393,4342,3954,11825,4366,10602,63043,1050,254175,6043,2239,5469,53279,74380,13308,29438,1590,6505,63603,143846,11440,47130,57984,10741,34149,2088,7063,45009,74055,8869,양재1동
273,10046,6795,8377,21063,849,74763,5286,2367,3434,17399,2623,8993,55624,906,214985,5964,1386,4280,42450,75095,11714,16109,1516,4345,51783,123222,7765,37914,29486,8742,29204,1345,4984,31473,45822,5311,양재2동
274,3445,1811,2189,18711,1176,87630,2104,1709,2172,3269,2194,2865,15936,1063,88047,1696,1583,2482,12817,19511,3494,17409,2032,4317,17130,52783,4893,11554,28666,4052,9387,2287,3364,9152,51736,3486,양평1동
275,5749,3165,4871,20987,1377,96235,2978,1814,3199,5476,2786,3930,27805,913,119684,2966,1792,3046,21506,29940,5035,18925,1512,4823,22965,70807,5853,20554,30357,5504,13928,2539,4435,16241,55071,3935,양평2동
276,15015,9641,11191,25864,2586,87055,8937,10528,4893,26857,2655,33133,139052,2251,1253964,14260,1705,16676,142758,164351,26299,20576,1670,4618,244667,685119,27082,103959,41087,17634,84041,1692,19754,97805,52822,6972,여의동
277,23852,9823,19334,40023,4580,157287,10932,10713,11048,29517,6291,31789,144108,3951,984011,13286,2834,18536,216436,198621,44361,46915,6150,15472,218725,540877,44332,201377,64354,42387,118822,6047,40140,193778,99172,46711,역삼1동
278,8763,3978,5481,38185,3198,136182,4690,4850,5842,10550,4675,9041,43696,2345,252344,4536,2393,6733,57128,60745,12760,46268,5290,15007,62495,146680,21989,44060,64383,13240,29767,6237,11214,27041,70095,12925,역삼2동
279,4582,2907,1873,45041,2496,153238,1920,1750,2225,3566,4782,2155,16656,2034,43359,1418,3470,1864,16950,31768,3900,30978,5110,9419,7961,31668,3768,21058,62591,5397,20754,6566,7402,11297,92509,5416,역촌동
280,3062,1570,1282,18519,1122,61472,1231,650,1190,2744,2625,1363,8511,874,34654,931,1170,1034,42245,21713,3948,17362,1959,4489,8379,21023,3222,45371,28764,4545,22165,2437,4249,20327,36292,3710,연남동
281,6709,4867,3777,41427,2295,136965,3291,2225,2600,6362,5326,4028,33504,1835,103232,3158,3212,2602,39228,62625,8433,42346,3106,11545,19742,60719,5116,36240,67906,7927,27507,3939,5956,20331,81440,5298,연희동
282,3335,2753,2228,18730,1630,73836,1380,1831,2373,2962,2129,2161,17637,1684,83998,1272,1310,2683,16417,24835,3348,17509,3464,4649,13043,42592,5482,16711,30411,3862,14230,4107,4950,11515,42856,4472,염리동
283,5230,2408,2598,28029,1123,126278,2523,1845,3414,4011,3256,2781,19657,1521,77833,1778,2198,2323,18092,29128,3740,27502,3433,6100,14738,47356,4480,18864,49313,5199,14347,2805,3819,12131,75283,4250,염창동
284,11981,5421,10774,31815,2066,165507,5074,3760,4476,10498,4093,8797,55320,2196,270605,5636,2443,6044,75771,157316,19340,27971,5820,7642,51500,177859,13002,83219,47276,9956,76219,4740,12238,82921,99013,11894,영등포동
285,3998,1869,2258,18356,1303,74103,1347,1044,1606,3746,2026,1613,16577,1436,42433,1620,1652,1636,24508,36644,4537,13061,3769,4223,6111,21615,3230,24561,24679,3639,15716,3213,3846,15821,45786,4258,영등포본동
286,6863,4741,4276,45120,2080,145218,4049,2807,3781,5709,6305,3854,30809,2101,100673,2507,3507,3092,20284,38602,5174,37719,3242,9935,16247,48764,5977,23452,73021,7324,22914,4008,6719,13250,86236,5399,오금동
287,2407,1242,1649,13378,676,57820,754,562,1018,1893,1374,830,9862,928,15050,967,1242,726,7002,17398,1915,9158,2591,3808,2544,10876,1390,8924,18444,1851,9059,1602,2301,5895,35677,1902,오류1동
288,5395,2215,4476,41350,1118,177399,3477,1681,3573,3635,3364,2572,18426,1316,45777,1778,3482,1527,12648,23816,3366,22017,2030,7425,8015,28886,2705,13368,51565,5421,10374,2298,3612,9568,103555,4617,오류2동
289,4714,6350,3689,14100,755,37458,1779,2137,2439,3854,2597,1897,21524,683,32701,1873,961,1286,15820,27181,3317,13309,1193,3040,7763,20206,2558,15282,20778,3028,14462,903,2366,8746,19574,2233,오륜동
290,4594,2887,3396,29023,1662,97573,1513,1688,2121,3396,3633,1518,17633,1720,46000,1420,1662,1327,15907,26426,2962,22996,2692,5615,7156,23866,1990,16997,45192,3554,11697,2742,3156,9289,58572,2676,옥수동
291,2276,1292,1192,15487,1634,59816,1021,1084,1474,1576,2282,1093,7778,1296,25594,628,1096,906,5615,9550,1182,12556,2681,3484,4361,13934,2014,5784,24176,2051,4013,3844,1820,2640,33770,2252,왕십리2동
292,6756,4043,5215,34395,2697,150499,2983,3023,3912,5678,3787,4203,32237,2682,125335,3239,2525,3470,34926,53065,8489,30497,7056,9276,20916,75333,7697,38008,55500,9276,30506,5855,9434,30459,93350,9046,왕십리도선동
293,4900,2798,3102,22514,1821,89073,2382,2263,2762,4692,3033,3333,22575,1865,106043,2025,1593,2661,23772,33950,4637,18486,3937,4655,19887,62045,6233,29961,34479,5532,23517,4165,6520,28354,53276,5706,용강동
294,5036,3265,3988,16227,1662,66804,2569,1804,2801,4326,2211,2515,16027,1387,57931,2192,1629,2176,13674,22392,3979,13762,2459,5317,11843,43697,5145,12829,24178,4360,11057,2727,3158,8533,40292,4177,용답동
295,2097,1120,923,16273,1216,56781,614,442,1070,1675,2152,702,5918,829,13573,512,992,742,5910,9956,1258,12692,2568,3576,2825,10463,1413,7239,24144,1657,5594,3390,1809,3538,32140,2323,용문동
296,1979,1066,1263,14134,533,45255,1063,724,985,2124,2330,1613,8175,808,36878,1067,973,1213,11420,9767,1511,11525,1106,2823,6256,16011,2036,12818,21244,2059,7285,1085,1886,6288,29627,1457,용산2가동
297,9808,6492,7323,31570,2568,119830,5650,3960,5974,9875,3804,6957,54154,2675,222977,5343,2774,5754,38463,79191,12060,26713,4554,9244,36319,146960,12313,36016,47436,11712,27378,4556,10656,28018,75038,10875,용신동
298,4117,5227,1783,25048,1329,74495,1375,1228,1005,3907,3054,1486,23715,1032,32919,1730,1618,1144,19027,40021,4313,17308,1928,5017,5713,21085,2116,16879,38099,2985,15957,2910,3237,8464,40373,2455,우이동
299,4418,3697,3229,28092,2146,107348,1886,2208,3971,4374,3907,2231,25622,1465,51958,2219,2184,2717,22027,43422,5249,23434,4364,6809,8669,30752,4279,22878,44563,4705,25018,5265,7025,15990,60115,6494,우장산동
300,4794,2426,2919,21296,1516,83781,3004,1660,3119,3977,2519,3260,16628,1257,87663,1835,1298,2528,19544,24729,4191,18320,2880,3837,17358,57406,6505,21545,30354,5260,13980,3346,4164,14115,48884,5703,원효로1동
301,2992,1121,1510,22141,1313,77202,1821,1334,1693,2461,2888,2378,8854,1104,54074,973,1454,1821,9633,11142,2066,19239,2109,4135,12431,33243,3402,8468,36951,3120,4594,3016,1684,4165,43790,2380,원효로2동
302,4389,3157,2994,26208,1274,83590,2073,2099,2766,4270,3313,2360,24385,1479,54798,2181,2397,1994,18462,33222,4642,19917,3355,6425,9605,31189,3049,19133,39494,4713,18471,2997,6048,12762,52544,5001,월계1동
303,2958,2540,1446,25344,894,78665,1656,1190,1304,2634,2844,2045,15937,940,50492,1075,1858,1436,9512,16254,1995,18718,1619,5169,8647,25219,2726,8366,40228,3333,8636,1701,2472,4127,46320,2533,월계2동
304,4287,1980,1930,35937,1967,118764,1923,1288,2103,3041,4568,2068,14096,1614,30471,1430,2805,1628,11907,23007,2488,27397,3478,6579,5952,18963,2581,13426,56088,4033,11046,3951,3005,6282,68408,3277,월계3동
305,6006,3931,3496,29521,2110,101519,3010,2444,3452,6255,4255,2693,33808,2404,83765,2382,2660,2514,21572,45385,5153,23175,5656,6925,12429,45917,5136,19267,43392,4923,19856,4551,5958,10493,59935,4591,월곡1동
306,4347,3323,1864,29101,1686,100773,2110,1625,1920,3862,3343,2335,21764,1564,63960,1694,1944,1674,15594,30178,3757,20871,3440,5691,11108,40799,3130,17532,42013,4643,16766,3531,5524,10686,59902,4123,월곡2동
307,4073,1486,2996,32662,1087,134021,2197,1875,3326,2639,3314,2161,10551,867,30814,1258,2502,1895,10153,14165,2278,23332,1146,7224,8131,19935,2806,11444,47920,4208,6337,1373,2512,6258,70740,3203,위례동
308,4009,2026,1829,28743,1395,113062,1502,960,1477,3113,3420,1449,13506,1407,39488,1156,2150,1300,13198,24603,3272,19501,3244,5813,6339,24562,2424,15924,39775,3588,14308,3478,3903,9474,64833,3705,은천동
309,8235,2419,4372,3247,803,10852,3923,2840,4504,6506,835,6545,33271,703,244970,4004,806,6075,41595,37405,9848,2872,826,2939,41090,165855,18056,48596,4015,7583,21452,866,7315,43431,5668,14983,을지로동
310,1818,1264,897,17710,1071,58206,972,957,1056,1389,2178,918,5781,788,14494,594,1000,550,5177,8352,962,15083,1428,3271,2254,7041,957,5401,29858,1575,3949,2239,1084,2057,33973,1289,응봉동
311,4214,4429,3390,31131,2063,113307,1937,2532,3721,3874,4003,1825,22648,2304,50061,1640,3105,1945,20119,61246,5286,22702,6831,7476,7210,32799,3974,24655,44248,4767,36040,4870,8759,15943,71281,6178,응암1동
312,2423,947,946,23162,1538,86085,770,978,1165,1645,2089,940,7364,1048,19042,705,1522,1024,6310,9740,1119,18230,1938,4487,2994,11568,1643,7696,38201,1977,4720,2770,1910,2246,46956,1872,응암2동
313,3855,2966,1718,21774,1704,74054,1512,1082,1710,3685,2898,1750,20461,2205,42202,1555,1844,1773,15040,37512,3950,16554,5576,5787,6401,28970,3128,19140,31465,4302,21592,4124,7023,10734,47777,4344,응암3동
314,3807,2214,2020,24305,1782,71367,1460,1177,1795,3861,3133,2301,24929,2263,64440,1581,1924,2216,25177,31069,3663,32574,4561,9784,12948,40251,6252,19723,41255,4723,17580,4254,6231,8377,43318,4427,이문1동
315,3275,2413,1887,25923,1139,88286,1442,1150,1439,2398,2957,1503,10343,1152,28750,823,2217,1164,7420,12597,1632,19113,2307,4954,4244,14432,1678,8533,38357,3039,7080,2239,3102,3995,50791,2280,이문2동
316,4852,2945,3559,28126,854,85315,1788,2086,2150,4200,4037,1962,18882,965,44803,1721,1379,1774,18394,26602,3311,24985,1323,3727,7721,26641,2092,19959,47668,3334,11693,1211,2608,10199,48765,2288,이촌1동
317,1329,869,854,5672,343,18250,577,286,700,951,1115,454,2649,320,4554,471,477,321,4667,5376,800,4033,384,1096,1313,3134,475,5509,8757,966,3093,481,388,2204,10032,696,이촌2동
318,3463,2615,1745,9001,767,24414,1182,1765,962,4108,1570,1512,18929,808,41806,1862,526,1044,24699,24692,3767,8390,1424,1959,9758,28642,2133,35784,14058,3507,23456,1309,5007,18783,16063,2731,이태원1동
319,3218,2390,1927,16655,940,47992,1317,606,1043,3021,1826,1492,10800,524,28196,1589,638,728,22282,16322,2667,14781,962,3073,7784,18629,1541,20746,25751,2652,11938,1357,1900,10336,30923,1579,이태원2동
320,8389,6123,5248,9629,1555,32059,4936,5830,3438,21183,1905,9059,104685,1585,267533,7077,1237,5412,80432,79250,13445,10032,2233,4170,65727,158394,14659,55454,14982,8690,33778,2194,9507,32979,20002,8347,이화동
321,4266,3334,1842,35882,1862,109947,1815,1457,1621,4006,4707,2466,22939,1654,53363,1713,2770,1622,13649,25936,3001,26639,2663,7272,8540,28080,2995,13552,56486,4356,11208,3297,3764,6421,65205,3598,인수동
322,3370,2520,2519,27927,1095,133747,1030,772,1750,2737,3061,1332,11019,1103,34270,951,2246,960,11716,20957,2563,20406,2815,5669,6248,20356,2161,14237,37483,2846,11685,1664,2953,11421,83737,2769,인헌동
323,3742,1708,2045,16741,957,53500,1338,1044,1451,2886,1891,1413,9250,703,19094,1339,1264,1347,8976,13833,2067,12027,1228,3231,3843,12091,1429,10833,23619,2922,8394,1431,2347,5843,29445,3268,일원1동
324,3714,2269,1969,16824,903,56294,3741,1691,3003,2948,1857,1864,13334,1112,46809,1599,1093,1752,10909,18341,2777,14817,1980,3631,10287,26131,3221,9626,25051,3012,7137,1554,1750,3911,30800,1814,일원2동
325,7594,6780,5132,22908,745,80365,2525,4280,3333,13969,2036,2712,51388,603,67231,4710,1720,2331,28988,35013,4889,29537,566,6219,14483,41576,3929,11669,47671,3745,9983,756,2468,7944,39967,2268,일원본동
326,4361,2796,2377,19817,1801,82593,2346,1466,2034,4059,2907,2453,20289,2460,61793,2045,1832,2235,19549,30553,4697,17706,4863,6196,12469,39224,5264,19119,30305,5267,17000,4010,6535,10994,51137,5008,자양1동
327,4142,3235,2213,28001,1878,100848,1916,1592,2377,3116,3937,2174,13778,1580,39976,1343,2083,1984,12712,18121,2604,23191,3228,6798,6922,21430,3044,13825,42028,4646,10283,3730,4607,6381,60491,3891,자양2동
328,4514,3602,3322,23798,2062,91144,1865,1776,2442,4676,3178,2425,24298,1986,70019,1917,1712,2044,36967,56664,6883,20544,4577,5915,12910,41616,4550,42923,36202,4776,33539,4477,6021,22439,58106,5150,자양3동
329,5700,3163,3352,29848,1720,106449,1816,1662,2515,4379,4070,2085,16939,1615,41779,1807,1841,1915,39425,38560,6048,21678,3819,7939,7970,29228,3994,48195,39526,5511,33227,3669,5627,27976,56959,5908,자양4동
330,4978,4837,4240,27702,1712,91564,1889,2094,2880,5184,3442,2186,27841,1880,58795,1929,1351,2153,31034,44465,4851,35432,5300,8191,10457,32622,4211,47479,53893,4941,34728,4861,4642,25864,49715,4036,잠실2동
331,7126,4597,4474,42027,2766,129222,2441,2516,3911,11955,5528,3231,52239,2523,84211,3365,2254,2520,87258,100859,10169,41333,5841,9694,16030,48201,6737,66301,72202,6498,45858,6579,8821,30345,72727,7333,잠실3동
332,4527,4163,2737,27097,1959,84242,1482,1780,2118,3359,3824,1668,18944,973,37260,1281,1157,1715,12931,18133,2249,27605,1877,5110,6971,20605,2536,12371,48940,2784,7924,2820,1672,5705,45223,2525,잠실4동
333,6598,5279,5786,19553,1503,66961,2922,4182,3895,10321,2789,7568,64675,2496,291016,4404,1419,6138,120574,128050,15411,18363,4393,4911,57057,153319,19847,103540,32495,8111,70325,2858,8240,66926,42590,7351,잠실6동
334,1951,1129,1212,11998,510,30392,761,760,1095,1637,1963,967,10361,595,37745,707,585,1157,10498,10322,1305,11579,1028,2359,4684,14775,2338,7456,20880,1128,5255,1071,777,3279,17935,817,잠실7동
335,7636,3882,4566,36060,2342,135381,2255,1824,2390,5714,5090,3471,24505,2288,71650,2424,2912,2728,40733,63307,7426,30791,6541,10127,14747,46051,4354,52739,55758,7188,45808,5301,11520,42192,83704,7336,잠실본동
336,7766,3750,5039,32082,1860,101676,3166,2438,4279,6363,3761,4242,25159,1794,112417,3200,1663,2968,34964,33996,6714,34655,2648,8087,25887,66477,7817,34860,53929,7975,20365,2992,5777,26135,56218,7566,잠원동
337,5627,3453,3885,24128,1858,100242,2741,2460,2440,5497,2901,4454,25658,1750,131197,2708,2013,2880,22919,38761,6939,18290,3508,6136,22039,88314,6547,24931,35880,8204,21298,3733,7640,20483,63643,7140,장안1동
338,5940,3099,3297,34861,1983,122074,2820,2213,2827,4976,4594,3891,23402,2200,89467,2122,2825,2818,22922,48611,6124,24399,5192,7363,13375,55298,5513,26737,46575,7370,29982,4091,11060,16956,78034,6683,장안2동
339,3682,2910,2004,30402,1303,98819,1527,1017,1737,2640,3725,1492,11238,1110,26841,1105,2126,1352,9962,18608,2293,21224,1917,6579,4831,17525,1887,11071,43872,3357,9203,2481,2639,4796,54268,2638,장위1동
340,2678,2005,1312,14846,920,44855,932,777,971,2236,2363,1327,12507,1016,35748,797,1074,1216,7670,15336,1967,10695,1790,3236,4670,21969,2153,8376,19943,2402,8171,1738,2728,4577,25832,2392,장위2동
341,1678,1219,894,9461,774,31911,729,620,1073,1498,1379,785,7435,823,16828,603,699,1105,5775,11409,1337,6877,1687,2024,2686,10169,1470,5422,13977,1533,5234,1416,1612,2736,18328,1784,장위3동
342,5429,3555,4142,30812,1819,113437,2223,2161,3024,4177,3582,2742,19053,1777,59334,2301,2727,2395,14547,23064,3939,24996,3111,7138,12245,35009,4997,15439,46992,5154,12781,4008,5086,9741,67756,5435,장지동
343,4644,2984,4037,6991,859,21161,2261,1430,2391,4738,1014,2941,24748,781,81664,2429,474,1909,27736,28438,5185,8264,1043,2226,19190,52936,5495,23702,11253,4456,15921,1284,4616,15023,12893,4404,장충동
344,7398,3339,3721,30627,2011,105980,3716,2836,4592,6629,4120,3301,29104,2176,66490,2906,2826,3578,33156,69704,8525,22675,4982,7734,12695,49867,5753,40086,41695,6043,33056,4142,7789,24657,65294,7581,전농1동
345,2698,2261,1379,21133,1400,76134,1621,1106,1177,2831,2369,1577,18106,1697,52331,1192,1721,1709,13828,20741,2492,19593,2985,5288,8783,27529,3860,10483,33626,3546,9546,3341,3405,5364,45472,2566,전농2동
346,2686,1004,762,19241,1781,71460,969,815,1458,1898,2323,1095,8409,1503,25695,593,1588,1090,7477,14459,1315,14076,4330,4658,3552,16252,1858,8648,29176,2241,7495,4510,2917,2862,40282,2632,정릉1동
347,4374,2116,1782,31238,1912,104472,1457,1062,1849,2996,3891,1522,12330,1584,23059,1146,2649,1362,11416,21387,2250,21893,3970,6946,4405,17108,2104,14314,45683,3158,10781,4241,3205,6012,61709,3355,정릉2동
348,2591,2401,2026,12745,605,30818,1046,1024,759,3312,1790,2119,20209,961,57850,1378,1156,1592,13964,20756,2876,12590,1602,3903,12908,29947,3117,8821,18526,2487,8562,1215,2442,6068,19282,1502,정릉3동
349,3258,2895,1527,26106,862,91072,1012,796,1146,2741,2626,1422,14959,869,27985,1192,1633,1022,11921,18514,2266,19790,1526,5174,7081,17582,2056,10475,41020,3071,8331,1553,2224,4567,49944,2498,정릉4동
350,9135,7638,8747,35046,2711,108866,3558,2212,4460,8309,4446,4481,46368,2420,101707,5288,2984,4503,30284,65786,9063,32195,4288,12181,19034,77041,8070,26698,52377,7459,19946,4571,6203,14339,64172,7006,제기동
351,6419,3675,5788,25536,1802,109010,3770,2487,3562,5830,3406,6785,28273,1676,159958,2643,2283,3462,29287,50426,8024,17884,3935,5980,37285,98138,8358,27297,33492,9248,24406,3685,7251,24977,65892,6938,조원동
352,21427,7989,17419,12178,1955,35383,9041,7026,8705,24455,1964,20696,123782,1831,787624,12598,1322,15242,199274,242244,38902,10414,1534,3957,146095,510804,40881,186783,17696,23701,104560,1870,27788,174509,22789,37864,종로1·2·3·4가동
353,5069,2390,4211,7487,1047,22313,2991,2231,3342,5879,1220,6157,27549,1306,193839,3463,1083,4837,45974,56859,14000,6486,1744,3178,38152,141289,12730,33527,10315,7054,18268,1479,6456,25686,14527,11504,종로5·6가동
354,5054,2640,2092,41550,1775,140358,1991,1717,2306,4280,5152,2812,23564,2004,71660,1849,3008,2422,18253,29472,4005,34186,3980,9248,11810,41146,4586,19008,60442,5055,15173,4151,5533,9920,83677,4829,종암동
355,2713,2016,950,25760,1496,84363,1060,1303,1489,2729,3164,1050,15031,1521,44051,1035,1785,1552,13533,35690,2748,22813,4263,5254,5509,25722,3114,13204,37945,3460,22441,4138,13378,5466,45211,5320,중계1동
356,4367,3352,1688,31686,1427,108032,1826,2326,1839,4291,4187,2039,30154,1860,65085,1925,2513,2208,21277,47543,4136,25113,4334,7730,8392,30413,3522,19859,45900,3720,23163,3545,3758,9474,66541,3420,중계2·3동
357,2247,2047,836,20412,1105,62218,1286,1433,1602,2292,3124,1338,13104,1383,44519,946,1923,1802,8604,19555,2028,14507,3120,4368,4821,21665,2700,10276,27996,2656,12134,3116,3883,5255,37371,2890,중계4동
358,2983,2126,1295,25524,1042,97515,1682,1781,2650,2453,3178,1556,13827,789,48371,1231,1725,1570,13631,35044,3499,19560,2571,5830,6621,26633,3124,15598,36418,4952,32895,2890,22622,8345,48313,7425,중계본동
359,2951,1516,1784,18561,1213,70741,1207,854,1273,2457,2539,1716,10281,816,38719,1113,1279,1097,9998,17468,2706,15104,2649,4651,6305,25201,2697,11537,28471,3497,9615,2963,3413,8357,43253,2776,중곡1동
360,3849,2312,2058,26701,1307,102256,1592,1171,1576,3477,4179,1955,17818,1936,46676,1414,2414,1559,15027,27554,3641,19893,4759,5280,8047,30389,3821,17257,36678,4347,15888,3635,5647,12386,62762,4144,중곡2동
361,2737,2623,1438,18199,1166,66451,1105,689,854,1950,2135,1148,11732,1221,23749,1033,1709,1200,8171,17207,2054,13353,2674,3926,4335,17665,1796,8543,25568,2660,8388,2740,2865,4623,40645,2486,중곡3동
362,4307,3541,2223,36267,1835,115841,1642,1339,2194,4339,5175,2251,19660,1716,56622,1655,3148,1890,14363,27289,3136,23487,4069,6858,8113,26891,3569,15517,49869,4122,12839,4192,3655,8248,69072,3925,중곡4동
363,2644,1026,1871,10129,1093,40794,1351,1576,2004,2757,1607,2451,12028,818,89112,1357,656,2270,11978,14121,2682,8214,1421,2047,18111,53173,5341,13011,15811,3417,7855,1735,2764,10750,25587,5242,중림동
364,2555,1440,1203,16864,1206,74657,772,537,1024,2154,2082,998,9965,1166,23024,743,1263,676,11548,25651,2564,13100,4158,4097,4012,18106,2263,14152,21977,2556,12864,3783,3528,8887,44231,3503,중앙동
365,2331,1379,1054,18041,1004,62815,968,887,1185,1980,2189,1109,10952,1215,39796,706,1977,1157,7018,13874,1546,14308,2514,4498,5122,21688,2365,7262,26659,2588,6698,2409,2814,3944,39295,2356,중화1동
366,4117,2482,1998,32420,1678,99363,2101,1383,1664,2783,3786,2091,12628,1430,33958,1180,2334,1369,11306,22274,2930,19125,3271,6081,6205,25730,2687,14758,40290,4385,13375,3513,4902,8687,60990,3899,중화2동
367,2412,1171,1714,15960,917,51597,1061,687,1472,1705,2025,1081,6648,720,15081,669,1095,864,6266,9922,1254,11646,1506,3301,3259,10551,1386,7060,22230,2256,5117,1774,1759,4014,30414,2197,증산동
368,6154,5694,5366,39668,891,186489,2725,3202,3554,6666,2771,2228,52584,920,70840,3060,2452,1656,26975,63732,6852,25682,952,6786,12214,42338,2618,24481,56464,4504,24095,1029,4243,23482,102441,4456,진관동
369,3460,2959,1919,23410,1468,77847,1390,1294,1557,3284,2420,1303,19888,1657,42042,1369,1700,1493,12896,27980,2811,18614,3693,5518,5859,21995,2436,15593,36016,3269,15324,3597,3764,9895,48156,3512,창1동
370,5053,3070,3181,39682,2282,133255,2691,2050,2551,3627,5545,2325,18308,1961,48127,1592,3244,1954,14794,33290,3716,28055,3627,8466,7523,30850,3303,16991,56404,5235,17228,4131,4597,9253,78330,4436,창2동
371,1291,591,513,12214,560,39603,700,442,475,1043,1544,824,4835,535,13847,489,758,509,3793,8405,1061,8556,1068,2946,2276,9277,849,4503,16614,1492,4138,1139,1217,2245,22594,1097,창3동
372,6042,7492,4779,27373,1653,101867,2271,2070,2683,5670,3047,2024,38744,1793,68441,2791,2044,2719,21136,56208,6179,21534,3238,6605,10381,41215,4482,23028,41790,4637,26245,3328,5340,16374,58044,4401,창4동
373,3165,1594,1224,24388,1688,90147,1198,1140,1657,2778,3100,1591,14607,1699,37295,1427,1765,1461,13796,27739,3129,19828,3916,5662,6207,23772,2414,15461,38195,3232,15504,3679,4543,9618,51877,3868,창5동
