,출근출발_EE,출근출발_EH,출근출발_EW,출근출발_HE,출근출발_HH,출근출발_HW,출근출발_WE,출근출발_WH,출근출발_WW,출근도착_EE,출근도착_EH,출근도착_EW,출근도착_HE,출근도착_HH,출근도착_HW,출근도착_WE,출근도착_WH,출근도착_WW,퇴근출발_EE,퇴근출발_EH,퇴근출발_EW,퇴근출발_HE,퇴근출발_HH,퇴근출발_HW,퇴근출발_WE,퇴근출발_WH,퇴근출발_WW,퇴근도착_EE,퇴근도착_EH,퇴근도착_EW,퇴근도착_HE,퇴근도착_HH,퇴근도착_HW,퇴근도착_WE,퇴근도착_WH,퇴근도착_WW,읍면동
304,3882,1462,1716,31024,1526,100329,1539,1116,1387,2560,3307,1633,11720,1289,25041,1059,2551,1181,10366,19331,1866,23240,2386,5337,4194,16888,1757,11436,51049,3093,8499,2698,2364,4709,63406,2466,월계3동
305,5781,3179,3016,24466,1568,82251,2254,2055,2617,5689,3166,2273,29853,1570,61558,1873,2164,1761,17965,41103,3764,18665,3388,5335,8363,38696,3487,16911,37875,3621,17817,3025,4670,7827,51526,3354,월곡1동
306,4050,2733,1594,25031,1146,80632,1757,1395,1379,3429,2346,1814,19679,1147,57346,1353,1603,1225,13861,28368,2922,17770,2298,4110,8054,36570,2401,15625,37281,3403,14233,2111,4543,8376,52304,2982,월곡2동
307,3935,1231,2343,29242,691,105903,1877,1710,2539,2456,3109,2058,9901,619,25883,1151,2138,1742,9154,14070,2140,18963,965,6519,6406,18569,2783,10048,43600,3570,5284,967,2118,4768,60823,2444,위례동
308,3464,1408,1458,24404,1019,92288,1064,873,1183,2485,2345,1038,10418,1081,28370,874,1638,913,10923,21070,2445,15779,2374,4682,4259,20118,1622,13295,34835,2745,11323,2380,2836,6876,56123,2694,은천동
309,6759,2217,3601,2613,770,8269,3142,2817,3536,5573,595,5608,30639,712,228432,3381,519,4832,33663,36640,8344,2262,596,2735,31968,160860,15136,35815,3533,6295,16935,740,5350,29770,4786,11833,을지로동
310,1605,560,608,14876,787,46617,898,641,717,1172,1372,669,4812,561,8889,403,918,404,4404,7592,782,12317,836,2738,1349,5902,546,4736,26315,1120,2999,1363,915,1574,30722,828,응봉동
311,3762,3939,2721,27977,1838,93413,1586,2227,3157,3481,3606,1537,20024,1862,41318,1314,2803,1647,18608,58499,4378,19150,4994,6230,5796,29358,3105,21988,40637,3788,33500,3374,6838,12508,63059,4688,응암1동
312,1949,669,571,19475,1006,67845,620,800,798,1223,1562,624,5502,741,13550,545,1393,800,5495,8741,869,16514,1254,3430,2031,9657,1104,6678,33708,1522,3714,1757,1411,1693,40334,1345,응암2동
313,3425,2270,1398,19530,1282,63505,1181,924,1288,2926,2247,1476,16663,1601,34395,1216,1492,1270,13799,36125,3215,14133,4033,4362,4939,24990,2569,17853,29686,3604,18736,3169,5502,8328,42374,3210,응암3동
314,3029,1561,1457,19327,1205,58929,971,845,1256,2869,2377,1682,15495,1318,40505,1045,1639,1462,17896,23634,2331,25578,2691,6263,7708,28689,3458,15556,36701,3409,13064,2957,4007,5495,36942,2912,이문1동
315,2788,1764,1491,21364,835,69903,1065,811,882,2138,2051,1277,9253,878,19406,642,1700,806,6492,11536,1456,15229,1461,3991,2777,10909,1106,7444,34413,2321,5380,1515,2734,3165,44104,1821,이문2동
316,3885,1869,2724,25165,670,74252,1247,1686,1668,3580,3578,1544,16396,760,37072,1284,1167,1326,14981,25888,2880,21860,1138,3410,5728,25034,1654,15459,43675,2574,9861,1044,2195,7451,46974,1826,이촌1동
317,956,574,615,5210,128,15275,382,269,419,722,961,330,1959,191,4410,291,400,324,3437,4512,589,3491,284,1072,1021,2989,405,3028,8406,638,1792,352,273,1128,8739,484,이촌2동
318,2514,2184,1265,7611,641,21671,936,1780,657,3566,1095,1206,17951,577,38139,1666,390,795,20575,22838,2897,7378,1135,1537,7615,28062,1782,29879,13434,2722,21076,1053,3786,12439,14055,1879,이태원1동
319,2466,1687,1571,13558,600,40404,1227,550,776,2375,1439,1250,8589,426,23973,1200,487,542,17575,14880,2135,12234,703,2389,5289,16351,1163,16597,22330,2056,10090,979,1378,6743,27984,1086,이태원2동
320,7469,5329,4576,7877,1258,26705,4277,5733,3127,18421,1573,7830,91894,1312,230857,6005,1259,4485,61704,71717,11519,8604,1583,3467,49645,149872,12340,38974,13493,6880,26645,1531,7444,22145,17432,6500,이화동
321,3592,2499,1605,30959,1584,95040,1554,1487,1367,3416,3521,2067,17810,1360,39893,1217,2417,1087,11191,23341,2411,22510,1915,5699,6426,25446,2281,11510,51834,3919,9187,2304,2982,5194,58709,3028,인수동
322,2905,1715,2097,24339,722,111986,798,631,1254,2360,2214,956,9736,748,27720,698,2085,774,10309,20216,2213,17017,2052,4509,4459,17913,1567,12463,33578,2390,10053,1011,2316,9230,74504,2338,인헌동
323,3118,1325,1632,15377,696,44979,1076,946,1194,2457,1568,1336,8468,476,16288,981,1088,1119,8144,13283,1870,10686,877,2761,2866,11292,1140,9875,22707,2348,7819,994,1886,4575,27678,2398,일원1동
324,3039,1817,1814,14638,593,45371,2637,1181,2204,2541,1592,1429,11637,809,35274,1218,925,1074,9438,16568,2447,12756,1345,2938,7337,22168,1988,8758,22377,2812,5814,1045,1474,2976,28209,1933,일원2동
325,6860,5903,4123,20081,573,66828,1925,3883,2799,12975,1967,2238,49184,593,52114,4150,1374,2240,23617,31974,4062,25285,478,5407,10393,36843,3226,9872,43912,3001,7912,622,2041,5863,36822,2042,일원본동
326,3863,3021,2011,16925,1174,71541,1586,1285,1508,3558,2239,1918,19362,1896,54439,1815,1418,1671,17265,28802,3841,15433,3534,4668,9570,36625,4109,16625,27306,4150,15321,3007,4866,8671,45836,3600,자양1동
327,3510,2364,1612,24029,1347,88652,1375,1364,1909,2484,3312,1872,11537,1162,28420,1060,1711,1159,10784,16073,2016,20264,2430,5698,4659,18325,2109,11688,38292,3956,8366,2943,3569,4955,56166,3233,자양2동
328,4198,2601,2883,20955,1704,80430,1560,1482,1866,4276,2565,2232,20860,1488,62481,1505,1522,1703,30132,51102,5293,17924,3384,4747,10520,40456,3361,34458,33600,3680,28090,3491,4664,16118,52752,3978,자양3동
329,4664,2238,2517,24507,1341,91099,1354,1325,2017,3397,2970,1595,13882,1311,35583,1396,1374,1527,30916,32890,4348,16997,3117,5999,5695,26814,3140,34785,33261,3954,24520,2762,4106,18040,50200,4440,자양4동
330,4261,4381,3516,24194,1147,75377,1533,1757,2250,3981,2782,1752,23422,1423,45806,1376,1120,1646,23989,40257,3653,30852,3709,6998,7757,29376,3354,23322,50094,3910,18887,3143,3281,10436,45469,3025,잠실2동
331,5572,2804,3565,36296,2108,100221,2009,2128,2578,7034,4270,2762,31063,1948,68078,1928,1588,1993,64124,82047,7072,34792,3835,7486,11643,40740,5169,50339,64414,4869,35715,4491,6452,20403,61805,5105,잠실3동
332,3102,3784,2143,22683,1471,66719,1089,1226,1310,2700,2885,1223,15637,691,27857,873,830,1071,9258,15744,1581,23155,1259,3996,4844,16972,1481,9520,43873,1890,6438,1919,1104,3801,40008,1593,잠실4동
333,5482,4525,4709,17382,1278,56994,2277,3901,3178,8431,2156,6478,54475,1762,248056,3349,1075,4901,89817,112168,12134,16054,3177,3831,38945,135067,15072,75587,29806,6278,55745,2215,6246,45557,38856,5480,잠실6동
334,1560,1112,1093,10041,360,25026,593,582,831,1340,1698,676,9166,401,22579,483,630,785,6053,9341,1137,9408,791,1860,2899,11590,1506,5088,18627,798,3929,937,573,2321,16705,554,잠실7동
335,6457,3446,3941,32351,1860,111968,1824,1607,1783,5059,4302,2804,23357,1860,63547,2137,2397,2287,32290,57723,5960,26896,4478,7682,11071,41429,3414,45822,52982,5752,41036,3691,8728,32063,75101,5570,잠실본동
336,6745,3114,4079,29072,1486,88744,2711,2244,3608,5948,3171,3522,24717,1245,97660,2813,1371,2492,30844,33548,5690,30337,1882,7004,19543,60594,5448,29847,51732,6585,17656,2392,4776,19609,53524,5896,잠원동
337,4674,2861,3283,20920,1450,85285,2147,2347,1600,4891,2170,3475,21919,1484,119453,2191,1713,1982,20424,35288,5909,15700,2662,4594,17187,81485,5027,21829,33117,7019,17922,2613,6716,16508,56645,5495,장안1동
338,5120,2412,2498,30502,1411,100737,2245,1717,1733,4336,3497,3307,21495,1530,74842,1678,2229,1832,21185,44370,5025,20237,3228,5431,11000,47435,4071,24012,43041,5990,26069,2665,8146,12876,68839,4630,장안2동
339,3313,1857,1709,27444,883,80888,1165,711,1165,2324,2874,1145,8892,928,22310,838,1716,1110,8496,16654,1862,17834,1209,5768,3615,15457,1637,9754,40766,2551,7259,1500,1895,3860,49511,1997,장위1동
340,2151,1499,1125,12129,613,37325,638,649,651,1856,1720,1020,10243,593,28452,607,856,924,6471,13125,1557,8748,1256,2316,3139,18745,1546,7196,17626,2108,6595,1095,2489,3434,23086,1962,장위2동
341,1542,844,924,8325,595,26666,681,528,674,1324,1085,703,6420,577,14037,578,599,531,5296,10600,1075,6057,1140,1628,2036,9365,1056,5015,12115,1149,4477,997,1475,2213,16368,1277,장위3동
342,5333,3276,4242,29002,1351,104157,1997,1942,2511,4009,3429,2329,18546,1240,47650,2096,2592,1840,12902,20959,3400,22050,2162,6444,8667,31249,3356,13852,44854,4368,10847,3160,4705,8385,64881,4702,장지동
343,3145,2025,3221,5588,689,16627,1604,1361,1864,3327,777,2319,18383,599,71926,1799,347,1408,18723,22658,4036,6157,773,1335,14194,47986,3706,16548,9210,3645,11152,893,4611,9872,10738,3290,장충동
344,6649,3150,3230,27484,1398,94969,3587,2598,3733,5487,3383,3022,24196,1682,60144,2328,2834,2623,28027,63870,7074,19719,3685,6208,9853,48202,4449,33577,39569,4877,28241,2706,6187,18817,62556,5816,전농1동
345,2412,1728,1161,18276,1052,65165,1178,840,736,2506,1695,1205,12820,1041,35365,861,1577,1036,10439,17285,1795,16390,1755,3853,5609,20827,2259,8815,30596,2710,7724,2054,2133,3527,40926,1701,전농2동
346,2529,842,800,16242,1239,56874,669,566,833,1632,1697,845,7180,1124,17441,486,1261,568,7068,13237,959,12262,2463,3450,2430,12264,1194,8013,26483,1880,6859,2712,1925,2156,35021,1940,정릉1동
347,3847,1645,1380,25773,1443,83579,1105,945,1013,2749,2713,1116,10354,1197,19373,790,2282,961,10167,19123,1842,18141,2876,5158,3264,14744,1490,13040,40828,2446,8869,2683,2405,4414,54462,2399,정릉2동
348,2052,1627,1594,10579,361,26352,703,606,613,2553,1355,1467,14495,501,32920,976,1100,907,9854,16289,1976,9592,971,2447,6134,19365,1489,6813,16410,1438,5934,867,1391,3611,17645,1071,정릉3동
349,2887,1755,1129,22666,619,72422,852,779,799,2260,2108,1145,10923,624,21591,882,1319,739,9925,15962,1734,16301,1013,4172,4721,14546,1324,8929,36509,2595,6474,1011,1768,3330,44486,1741,정릉4동
350,7334,5845,6790,28490,1879,90113,2842,1855,3092,6438,3380,3499,36011,1603,83809,4472,2524,3481,23766,58138,7004,25545,3011,9442,13677,67686,6138,21402,44119,5898,16568,3294,4387,10790,55527,4982,제기동
351,5457,3426,5165,22234,1431,91433,3126,2283,2699,5037,2780,5782,26097,1448,145498,2271,2080,2992,25795,48862,6807,15260,3142,4903,28380,90955,6758,24221,30863,7539,21400,3023,6136,20046,57855,5633,조원동
352,15650,7062,13993,10343,1656,27495,7498,6493,6761,20167,1447,17329,112724,1522,683367,10613,1110,12009,149259,219435,31554,8399,1275,3219,106903,460550,33146,135345,16112,18458,83430,1580,21320,117687,18535,27901,종로1·2·3·4가동
353,3827,1835,3377,6204,838,17656,2427,1923,2873,4771,961,5408,23058,1060,174315,2755,776,3877,34071,48659,11183,5222,1220,2441,28557,130955,10302,23495,8447,5909,13146,1156,4782,17883,11898,9085,종로5·6가동
354,4181,1998,1668,33059,1258,112877,1492,1539,1437,3420,4057,1997,16889,1440,52998,1262,2381,1499,14471,25345,2839,26114,2461,6941,7887,34016,2679,16046,51922,3524,13256,2702,4084,7237,71596,3405,종암동
355,2369,1574,902,22214,1012,70605,763,1017,1127,2444,2387,775,14487,1143,26064,899,1587,848,11471,31187,2218,20062,2641,4144,4064,18920,2110,12077,35671,2812,20441,2967,10434,3602,41783,3496,중계1동
356,3477,2642,1192,25835,1011,88001,1297,1734,1077,3514,2996,1612,24257,1207,46948,1210,2166,1365,18126,41187,3111,20359,2840,5407,5738,25104,2219,16291,40312,2658,17833,2378,2760,6412,57568,2303,중계2·3동
357,1879,1249,652,17156,981,52868,918,770,1375,1872,2314,920,10371,1076,26828,772,1591,1067,7010,16782,1479,12227,2269,3380,3105,16770,1655,8468,25776,2180,9493,2399,2943,3773,33260,2251,중계4동
358,2567,1629,956,22368,811,74566,1415,1392,1591,2353,2596,1465,12969,573,39002,1020,1407,1067,12279,31343,2918,17419,1767,4750,5139,24279,2315,14108,34047,4268,31062,1716,19621,5795,43065,4393,중계본동
359,2525,1329,1699,15717,1001,59603,1084,741,938,2146,1850,1432,8556,658,34993,944,1128,795,8555,16263,2288,12496,2106,3962,5113,24112,2027,10150,25586,2654,8588,1930,2749,6822,38466,1942,중곡1동
360,3467,2305,1847,22931,963,87486,1209,992,1289,3208,3242,1553,17441,1451,38220,1195,2188,1186,13536,26425,3193,16257,3178,4136,6228,27767,3041,15521,33887,3618,14361,2538,4807,9928,57111,3324,중곡2동
361,2436,1968,1079,16068,875,55461,786,587,625,1473,1636,1000,9256,965,20695,744,1512,893,6788,14611,1643,11425,1851,3061,3153,15116,1476,7205,23369,2066,6626,1799,2263,3567,35624,2014,중곡3동
362,3458,2897,2064,31945,1355,100278,1184,916,1939,3629,3876,1907,18947,1403,37410,1387,2716,1381,12356,26695,2532,19353,2961,5485,5249,21011,2242,13155,45850,3172,11014,3039,2880,6576,62177,2840,중곡4동
363,2104,794,1536,8961,760,35312,1063,1489,1435,2389,1267,2059,11095,687,78722,1180,538,1885,9638,12770,2208,7004,1139,1773,13686,49764,4308,9811,13946,2823,6556,1287,2411,7393,23510,3944,중림동
364,2420,1278,1040,14608,896,64318,560,474,762,1987,1343,804,8803,876,20843,633,1058,578,10399,23091,2163,11452,3055,3244,3247,16137,1691,12559,20345,2201,11745,2867,2692,7299,39348,2525,중앙동
365,2088,1147,993,16209,820,56065,693,616,891,1612,1614,796,9417,812,27204,487,1922,744,6087,12701,1145,12198,1643,3587,3348,16471,1506,6798,25342,1917,5983,1865,2132,3155,36045,1976,중화1동
366,3617,2073,1655,28740,1207,82424,1515,1164,1469,2366,2919,1702,11238,1213,29952,941,2167,1079,10285,21782,2539,15825,2429,5086,4775,22630,2167,13130,36174,3324,11276,2623,4008,6889,54038,3080,중화2동
367,1851,835,1196,12420,645,36842,894,487,1158,1453,1397,888,5574,490,12540,489,820,743,4934,8841,1042,8842,1006,2023,2357,10077,979,5322,18235,1623,3584,1166,1207,2814,22709,1602,증산동
368,5187,4516,4366,36749,824,159000,2328,3125,3106,5560,2346,1888,43611,820,57954,2387,2428,1313,23017,56281,5284,23314,801,6163,9015,37616,2117,21190,54417,4217,19697,839,3604,17163,93789,3621,진관동
369,3039,2482,1827,20345,1142,67172,1086,1143,1243,3034,1788,1056,19830,1429,34010,1098,1393,1166,11499,25578,2283,16039,2844,4579,4521,20450,1881,13405,33728,2598,12588,2987,2996,7748,43234,2707,창1동
370,4543,2682,2786,33606,1695,111615,2355,1792,1988,3083,4003,1887,15672,1520,37495,1304,2935,1779,13276,32928,3004,23921,2394,6559,5332,26335,2732,15983,52007,4618,15917,3025,3702,7133,69260,3867,창2동
371,1174,482,452,10588,375,31606,465,331,299,901,1258,595,3972,395,11992,411,671,378,3415,7652,886,7088,671,2583,1696,8572,777,4042,15226,1125,3554,665,1024,1850,19459,729,창3동
372,4594,4350,3584,24643,1243,88453,1740,1570,2009,4608,2334,1485,30973,1403,52561,2155,1871,1784,18173,51343,4983,19406,2540,5569,7887,36403,3414,20150,39256,3805,20953,2573,4430,12655,55062,3467,창4동
373,2826,1262,999,20752,1401,74304,821,963,1149,2243,2251,1225,12200,1315,31662,1130,1393,1097,12575,27637,2439,16626,3020,4505,4844,22411,1848,13930,34075,2532,14770,2665,3411,7699,46638,2756,창5동
374,2327,1575,2114,4679,957,16671,533,774,1144,2285,1176,1230,11711,1161,41598,1267,1072,1482,10256,18319,2623,2862,1499,1939,4274,24153,2376,11173,6043,1854,7496,850,2474,6548,9681,2943,창신1동
375,980,465,458,9560,939,33959,386,235,419,737,1027,597,2208,557,13962,353,840,585,4048,4773,687,6515,817,3179,1337,6176,905,4240,14561,916,1933,1763,982,1033,18518,879,창신2동
376,801,272,354,4133,411,15505,796,301,362,493,312,533,2081,334,6576,196,458,259,1828,2646,481,2796,681,934,1243,3593,561,1744,6204,738,1236,754,703,808,10525,706,창신3동
377,2616,911,1028,16554,985,55859,736,740,750,1999,1926,992,9521,661,19396,681,1154,630,7464,11724,1317,11752,1692,2750,3341,11739,1080,8552,26128,1935,4602,2786,1777,4370,33536,2740,천연동
378,4371,2233,2996,35510,2183,103616,2029,1828,3211,3234,5527,2213,16052,2046,39072,1394,4121,2318,13417,27054,2815,24256,3774,8302,6535,26152,3564,14727,50826,4679,13030,4735,5597,5742,64369,4471,천호1동
379,6121,3784,3085,31075,1882,103679,2168,1553,1816,4328,3687,1940,22442,1701,52323,1924,3261,1755,24030,47464,5560,22814,3776,6823,8040,39479,4464,25581,47303,5054,22575,3760,5841,16305,66802,4080,천호2동
380,4381,2741,2120,28245,2175,94319,1581,1842,2080,3339,3239,1618,14862,1829,32395,1243,2736,1426,18574,27936,3373,21524,3878,6110,5505,25765,3425,25822,44675,4345,20855,5116,5570,13056,61917,4396,천호3동
381,1767,848,717,13151,1022,45513,695,711,879,1691,1664,913,8260,841,26086,500,1048,677,8087,13652,1424,9662,1738,2992,3903,15981,1473,8451,19986,2283,6731,2027,2650,5198,29320,1935,청구동
382,10306,4543,6379,23663,1684,66325,3816,5533,2926,12196,3014,7176,54014,1611,218920,4929,1158,4297,74651,72572,14823,26665,2033,4906,44755,126607,10051,66119,46208,12748,39238,2133,12181,42283,43076,6415,청담동
383,3097,1882,1841,14984,1132,46739,1375,1099,1318,3115,1470,1883,17114,1104,46972,1468,1373,1607,14640,30550,3548,10711,1855,3384,8025,33168,3496,12785,23594,3531,8781,2074,3985,7413,30950,3264,청량리동
384,5774,3828,4094,31766,1538,151156,1694,1944,1786,4831,3062,1953,29419,2014,73249,1864,2445,1282,33234,58381,5816,28239,5144,6269,10503,48171,3978,36501,46129,6434,30832,3499,9198,23907,97932,6138,청룡동
385,737,518,371,10592,495,32469,363,346,632,754,1049,267,3466,473,6407,212,643,302,2458,4937,414,6225,817,1393,935,3984,507,2567,14788,705,2400,973,697,899,20577,803,청림동
386,2826,2230,2130,14746,450,39129,1910,1556,1156,3638,1418,2463,17198,304,61114,2065,930,1647,23729,23323,3277,11740,399,2484,11438,34624,2879,13708,23984,2075,7644,698,1569,7131,24839,1152,청운효자동
387,4093,2418,2002,19818,1040,75695,1254,965,1280,4205,2629,2325,19481,1171,66874,1615,1510,1739,19430,25467,3458,18292,2135,3827,11066,36618,3455,18913,32312,3179,12616,2057,3020,10195,46013,2907,청파동
388,9845,3812,10066,28411,2749,97097,4476,3418,4341,10116,3628,8887,67505,1788,256777,4536,2374,5015,49997,59110,9483,25010,3158,6914,53503,147976,10851,39042,45204,8700,18775,3975,5953,28266,62446,10037,충현동
389,2206,1753,2027,13603,436,34826,877,1004,1028,1927,1311,1119,11114,289,22650,828,586,662,7806,15566,1588,10305,489,1770,3721,13742,1043,6516,24539,1653,4560,570,1542,3609,22465,1258,평창동
390,2602,872,997,19457,1221,58322,920,667,1022,1375,2497,989,4439,707,15231,500,1836,1004,6328,11210,1183,12895,1446,4246,2854,10631,1711,7596,27674,2337,4603,2390,1492,3181,34497,1751,풍납1동
391,7410,7229,3535,21619,1352,73254,2398,5134,1843,17438,2694,3921,72475,1557,126601,4434,1611,2399,32244,50507,5503,20443,1815,5026,25316,89574,5080,13965,37301,3360,13668,2119,2852,7727,44471,2464,풍납2동
392,3324,1846,2491,6093,819,15493,2298,1993,1342,4305,955,3845,21879,735,141339,2077,593,3019,30080,28282,5035,6737,741,1566,26014,90156,8332,25459,10903,5495,12653,1022,4747,15005,11521,6831,필동
393,4879,4700,2206,26271,1036,87910,1839,2390,1331,5709,2544,2098,40413,1229,69630,2301,1804,1819,22113,56708,5548,26077,2207,7049,8938,41382,3055,19748,45500,3037,22303,1985,4213,10078,56739,1921,하계1동
394,1439,530,483,14533,898,49968,417,561,512,984,1316,344,4461,768,9677,364,1215,377,4274,6988,581,13236,1146,3753,1539,6459,512,4624,24842,1222,3099,1724,740,1320,29866,685,하계2동
395,8609,4010,5670,26434,1680,88948,4570,3927,3372,10626,3652,7560,51912,1649,260980,4231,1245,4082,63205,101260,11981,20909,2734,4042,43926,165592,8362,70597,41110,9783,53055,2521,8173,50883,55334,6301,한강로동
396,7871,4396,6200,25371,1065,66359,2920,3044,2041,7546,2911,3795,40346,1182,125787,3247,1218,1725,48608,52189,7149,21294,1384,4297,22728,77428,3659,48830,43098,6667,34200,1601,5455,32044,41963,2854,한남동
397,3255,1893,2441,14277,710,43345,1117,1014,1179,2701,1628,1730,12938,663,51210,1162,932,1016,30161,26486,4281,12462,1270,3161,10774,33756,2871,30792,21654,4126,20005,1245,4002,21041,27987,3274,합정동
398,4016,3391,2658,15371,1502,49972,1478,1551,1843,3526,1739,1966,22687,1816,53160,1654,1154,2106,29652,53430,5802,12305,4505,4132,9388,35151,4681,35029,23526,4486,34268,3222,7894,24060,34930,6014,행당1동
399,2697,1124,832,24566,1592,90989,912,1218,1240,2260,2673,1017,9627,1626,23001,661,1906,676,10002,17840,1554,18873,3271,4534,3648,15195,1628,10252,40901,2225,7324,3111,2691,3244,56550,2268,행당2동
400,3017,1806,1707,23918,1285,98032,950,1125,1321,2651,2839,1595,14683,1325,35333,1007,1832,1148,12879,23030,2694,19097,2695,4261,5501,23379,2410,13426,38215,2956,10910,3407,2689,8223,61288,2651,행운동
401,3171,2336,1636,19378,863,63348,1245,1681,1247,4042,2667,2375,22465,826,63422,1452,1677,1299,35992,36983,4870,21834,1419,6307,11082,41298,3403,36837,34949,4423,25385,1386,5207,17129,42037,6091,혜화동
402,1855,882,798,19416,859,57222,771,583,868,1143,2039,724,4968,607,10028,630,1256,691,4124,8319,806,12912,1058,2955,1819,7437,890,5014,30050,1364,3519,1764,1112,1653,35315,1484,홍은1동
403,3921,3265,1926,26635,1135,86625,2111,1653,1835,4014,2922,1746,24369,1432,45806,1698,2326,1918,16301,34997,2985,21093,2163,6305,6699,26579,2863,13002,46748,3443,14833,2756,3779,5666,54640,3154,홍은2동
404,3139,2203,1584,27266,892,99408,1025,1029,1073,2875,3156,1412,15061,922,28553,1102,2202,1029,11351,27541,2303,19604,2536,5319,4456,20699,1663,12419,44468,2500,10860,1990,3381,6885,64278,2685,홍제1동
405,1184,543,410,10033,477,36139,291,446,626,854,942,551,3545,477,6341,256,728,383,3136,6752,630,7057,790,1891,1080,5913,648,3366,15742,641,2634,1119,401,1291,22500,707,홍제2동
406,2332,1889,1377,15426,611,49181,802,682,927,2559,1843,952,13312,950,24534,993,1494,690,10132,29125,2183,9857,2618,2736,3445,18426,1648,12070,21492,2038,14659,1536,3141,6522,32141,2206,홍제3동
407,5721,2877,3160,41202,1897,164888,2036,1635,1842,4023,5323,2547,17943,1795,45719,1566,3645,1747,18076,35388,3764,26623,4365,7800,8213,33814,3279,21358,58206,4814,17476,4728,5065,12637,103330,4283,화곡1동
408,1872,629,846,13994,751,47828,492,283,489,1006,1475,726,3775,414,10840,347,1162,545,3805,6569,921,8591,1160,2534,1736,8339,884,4598,18422,1133,3020,1923,1023,1714,28377,1033,화곡2동
409,2737,1545,1054,16677,762,53804,766,857,977,2692,1855,1282,12719,1063,25474,1009,1335,1110,11879,29876,2502,10809,3280,3127,3546,17064,1483,14389,24090,2662,16116,2291,4068,8288,36004,2610,화곡3동
410,1912,1084,1008,18239,934,58286,776,615,771,1612,1815,943,7658,737,18102,613,1286,789,6176,12880,1194,12472,1371,3476,2850,11761,1511,7395,26245,2057,6113,1675,1848,3155,35613,1406,화곡4동
411,4085,4206,2759,20475,886,72090,1378,1536,1655,3569,2178,1586,23153,975,47054,1524,1519,1124,13087,26058,3068,16142,1414,3828,7300,31655,2281,16120,33800,3720,16622,1719,5026,10686,47194,3683,화곡6동
412,4718,3200,3767,31511,1268,117552,1950,1501,1705,3952,3861,2118,18999,2024,38525,1334,2950,1245,17233,34651,3695,21555,4584,5775,7469,25845,2266,20481,46780,4484,18058,2285,4324,12325,77755,3603,화곡8동
413,3437,1955,2008,28685,1135,119821,1185,874,1669,2583,3299,1399,13581,1142,24812,901,2777,1104,10143,17856,2033,21637,2096,6039,3823,18038,1721,12570,44632,2859,9041,2557,2713,6540,73117,2798,화곡본동
414,5709,4706,4104,23428,1680,110741,1243,2710,1937,7374,3263,2674,43728,1857,75604,2747,1833,1967,49197,54542,7405,28300,3707,10804,13451,48857,5616,72110,41312,5794,55797,3919,10275,42265,72890,7996,화양동
415,2207,1274,1582,12140,1302,41031,1415,1240,1221,2226,1372,1747,10443,1611,42762,1085,1273,1261,14350,30556,3609,9623,2810,3736,5959,32963,3431,14503,18229,2672,13530,2421,2716,8341,27540,2919,황학동
416,2730,2683,1155,12928,922,38925,743,1723,675,5189,1497,1553,35469,883,57595,1966,972,1348,16827,26646,2946,15330,1833,3724,7707,32717,2927,17799,24875,2338,17980,2255,4454,7650,26290,2253,회기동
417,7420,3780,4820,5091,1175,16089,3942,4270,3989,10941,945,10442,51668,1017,363853,4863,458,6695,67901,92679,13925,4240,1582,1867,68171,262070,22031,50495,7341,6777,24438,1070,5149,28407,9438,8944,회현동
418,1414,1509,655,8216,621,27831,354,542,548,1519,1042,572,7890,644,14444,554,575,589,5591,10014,919,6932,1228,1853,2794,11752,1123,4755,12764,1009,4130,1248,883,2012,17094,1015,효창동
419,1644,706,828,13132,676,45672,754,535,512,1728,1966,1136,6366,558,20149,662,1040,553,8457,9603,1425,10631,816,2522,4220,12938,1139,8703,20748,1360,5265,1288,1203,4493,29584,1881,후암동
420,3790,1825,2203,19895,1363,65614,1196,1314,1718,2393,2360,1270,11899,1450,26167,1246,1411,1070,14911,25167,2524,20540,3792,5347,4682,19148,2311,16847,32214,3022,15457,2896,3887,7935,44379,3799,휘경1동
421,3320,3151,1583,18751,1112,58478,983,1147,1075,3931,2075,1403,21556,1220,34433,1543,1465,1018,11738,21062,2417,18452,1770,4924,4974,20191,1879,9688,31337,2052,9207,2044,2155,5214,37289,2113,휘경2동
422,4373,3277,3151,24730,833,83242,1546,2480,2090,5664,2930,2803,36686,1043,59303,2259,1626,1569,19980,33156,4052,22562,1145,6351,11986,44296,3471,16547,44747,3890,13738,1067,3512,9865,53598,2460,흑석동
