,출근출발_EE,출근출발_EH,출근출발_EW,출근출발_HE,출근출발_HH,출근출발_HW,출근출발_WE,출근출발_WH,출근출발_WW,출근도착_EE,출근도착_EH,출근도착_EW,출근도착_HE,출근도착_HH,출근도착_HW,출근도착_WE,출근도착_WH,출근도착_WW,퇴근출발_EE,퇴근출발_EH,퇴근출발_EW,퇴근출발_HE,퇴근출발_HH,퇴근출발_HW,퇴근출발_WE,퇴근출발_WH,퇴근출발_WW,퇴근도착_EE,퇴근도착_EH,퇴근도착_EW,퇴근도착_HE,퇴근도착_HH,퇴근도착_HW,퇴근도착_WE,퇴근도착_WH,퇴근도착_WW,읍면동
117,4552,6395,2923,33595,2087,110279,1978,1878,2648,3426,3743,1842,21344,1932,46663,1476,2569,2008,12274,26428,2757,25889,3595,7347,6947,25906,3033,14053,48494,4460,15361,4895,5569,8289,64443,4274,묵1동
118,4565,4513,2362,27955,1898,97442,1717,1164,2066,3809,3054,2119,17924,1917,39566,1744,2841,1522,14828,29116,3917,20020,4019,6433,7453,26589,2693,17640,38573,4870,18355,3572,5916,10228,59206,4421,묵2동
119,8847,6538,7290,26834,1740,114950,3746,2919,5485,8185,3340,6328,45262,2138,201439,4281,2088,4579,36929,48642,7922,25236,3454,6144,38183,121032,9036,37117,45003,8652,29326,3558,7546,36583,68809,9372,문래동
120,3885,2286,2519,22287,1971,73601,1864,1448,3233,3733,3231,2940,17479,1774,73778,1816,1959,3434,17371,24017,4087,21732,2675,5747,12777,38278,4562,16810,35766,4534,13407,3370,3885,11085,43917,6073,문정1동
121,12449,7010,9625,24574,3581,107446,9896,5248,10495,11488,4148,12119,56435,3241,348605,5894,2501,8736,52518,100620,13943,19033,5414,5528,68597,196496,15618,44302,29615,14572,48261,4525,19952,35169,65030,13720,문정2동
122,3767,3344,2080,30907,1424,112015,1519,1445,1453,2861,4013,1682,13348,1321,40520,1316,2935,1837,9836,17834,2284,20369,2165,6274,5857,21548,2354,11209,39944,3645,10443,2721,3849,6579,64490,3257,미성동
123,4303,2967,2037,22327,1728,72325,1877,2518,1784,4848,3839,2585,30616,1925,92866,2420,2229,2414,21355,47795,6035,15477,4793,5499,14953,51545,4916,21682,28249,5493,23952,3268,7727,15538,47290,5957,미아동
124,7375,2246,4249,33991,3186,109724,2630,2373,3616,6957,4453,4525,24605,2325,94827,3043,1901,3914,35962,34832,7067,35323,4822,10735,23979,57898,9016,34054,50599,7665,20104,5669,5479,22919,62395,7847,반포1동
125,6803,6528,5083,18723,1705,47190,3741,2105,4957,7191,2490,3651,39107,1850,72128,3397,1327,4301,25716,32423,5025,20660,2685,4657,13056,40959,5961,31938,32135,5708,22923,2666,5493,13812,25412,4342,반포2동
126,6760,4825,4808,19269,1783,59457,2672,2035,4466,7340,2514,2413,30879,1817,43383,3818,1047,2766,33361,58847,7107,18805,3189,4563,9427,30724,3477,40167,28893,4451,31197,3143,5775,20222,33044,5444,반포3동
127,14413,9885,11492,36452,3573,95563,4501,5943,5962,20270,4782,6325,103537,3507,176049,7571,2117,5119,95530,173321,19064,27430,7098,6440,36150,115106,9299,102638,45911,8926,85467,5970,17884,67114,55197,9295,반포4동
128,1266,837,1025,1434,198,3252,625,413,638,956,186,608,4391,178,8994,629,90,570,4440,5743,997,978,198,293,1984,7070,822,5887,1569,520,4441,206,593,2901,1315,396,반포본동
129,9416,7006,8472,33914,1958,119440,3339,3503,3459,9935,3932,4602,58827,2226,126729,5036,2628,4173,32796,49897,7644,32660,3873,8736,22970,64420,7398,24355,56512,6307,21693,3745,7144,15932,68693,4916,발산1동
130,4608,1951,2492,26130,1347,79078,1700,1085,2174,4286,4744,3071,21256,1104,77050,2169,1807,3006,20782,30148,5460,21750,2045,4889,16986,46244,4586,19598,38613,5001,17113,2229,5416,16529,46857,6420,방배1동
131,4395,3217,4565,15529,1124,47089,1678,1470,1837,3806,2358,2139,20430,1021,54783,1798,1417,2175,23387,33334,4417,12651,2301,3535,11011,31939,3785,31838,23063,4477,26266,2198,5307,37489,29623,4628,방배2동
132,3610,2457,2299,15645,699,43632,2106,1809,2191,3830,1837,2659,21009,764,61850,2122,901,2577,11979,17326,2757,14396,1002,2995,11191,31544,4225,9944,26699,2941,7463,1356,1813,5982,24795,2382,방배3동
133,6051,4186,3557,34805,2126,102010,2787,2449,2730,5857,4599,4115,29143,2573,107568,2896,2606,2873,27184,44539,5876,29195,4852,6855,20409,63146,6194,26907,48355,6981,25719,4643,7547,16749,59022,5557,방배4동
134,4097,1840,2300,30638,1589,77652,2181,1769,2238,3589,4153,2231,15684,1198,54683,1814,1668,1978,15042,22177,3317,26395,2558,5786,11047,34143,3082,17160,46152,5061,14184,3023,5018,9610,43882,3461,방배본동
135,4109,2380,2064,21405,1252,61978,2010,1666,2054,4198,4276,2511,19583,1425,57820,1886,1423,1884,23393,57413,5601,17632,3002,3863,10348,36764,3223,26065,31320,4937,54692,2522,17097,19737,36854,6133,방이1동
136,11887,6689,6366,31213,2070,127713,3428,2935,3690,7749,5358,4257,29986,2104,114085,3329,3138,3493,44534,51421,8709,26682,3428,7812,21862,68162,6529,72663,43254,9511,53588,3854,15184,54157,79236,16794,방이2동
137,4818,3645,2664,29155,1502,77581,2054,1662,2155,4467,4221,2180,24771,1739,61862,2410,2006,1615,19670,50718,5667,17960,5035,5324,11192,41827,3944,23688,33085,5792,29710,2834,7777,14597,45182,5048,방학1동
138,2263,1479,782,16137,784,37036,892,585,764,1991,2346,1179,8391,721,14595,756,1233,866,6308,13685,1585,10609,1477,2682,3159,10236,1271,7228,20993,2289,7493,1741,2075,3332,21687,1802,방학2동
139,3342,3184,1719,35096,1253,88580,1632,1101,1252,3001,4753,1615,17356,1167,29246,1304,2273,1260,10145,18131,2056,25365,1640,5482,4700,15290,2291,11684,50636,3325,9719,2188,1918,4940,51582,1912,방학3동
140,4950,2532,2512,38649,2418,111952,2994,2217,4073,4747,6141,3308,18814,2309,50426,2015,2913,2771,18698,34672,4832,28934,4817,7695,10384,33077,4149,19006,51128,6120,18271,3878,6289,10036,66277,5749,방화1동
141,7353,2599,5139,23511,1388,66433,3065,1531,2653,7297,3557,3278,20824,1268,46716,3497,2372,2660,30666,48308,6372,15701,1894,4650,11289,30533,3607,29215,31464,5090,22789,2350,3477,20332,39592,3971,방화2동
142,3395,4712,1779,19251,843,66938,1258,1556,1273,2567,2156,1069,15625,963,31123,1346,1468,1068,9009,17224,2215,16127,1322,3619,4901,17887,1519,8828,28843,2098,7681,1565,2443,4521,39223,1693,방화3동
143,4464,2993,2229,24262,1905,74515,2091,1810,1878,3916,3419,2604,20944,1602,65271,2130,2083,2129,19281,33563,4768,16334,3439,5736,11608,44109,5636,20976,30007,5663,21156,3978,7347,14011,43547,5718,번1동
144,3117,4224,1895,25837,1195,73462,1830,1177,1542,2446,2991,2078,14898,1159,28519,1310,1894,1344,6826,13501,1683,16746,1364,4198,5064,15633,1888,6962,35049,3079,8071,2013,2676,3933,41388,2500,번2동
145,2941,4227,1446,20798,563,57281,1270,800,797,2583,2830,1102,12765,748,24120,911,1477,925,6982,14646,1796,13415,995,3374,3723,15255,1451,7427,26917,2157,8096,882,1559,3955,33209,1739,번3동
146,2349,1297,1375,14310,836,40685,858,608,763,2094,2134,1050,8137,824,19087,739,1254,756,8440,9295,1374,11462,1297,3482,3818,10648,1755,9480,19261,1895,5820,1290,1556,4231,22977,1199,보광동
147,2366,1338,1212,22965,1721,83427,1098,897,1575,2353,3504,1329,10432,1702,25069,979,2075,996,8495,15879,2053,17987,3084,5276,4612,14761,2156,9566,31590,2726,7600,3906,2338,5379,49277,4171,보라매동
148,3353,1974,1912,24270,1538,89162,1684,1258,2155,2965,3588,2177,13792,1279,47145,1262,1968,1814,12111,17314,3032,19163,2836,6807,8239,29710,3616,13316,33799,4119,10494,3277,3986,8188,51157,4239,보문동
149,2800,1473,2266,18475,396,46936,1078,826,804,3098,3096,2064,15677,673,42125,1347,835,1084,14694,18928,2501,15799,718,2440,9486,23328,2311,11218,31275,2132,6638,648,1756,5718,25368,1209,부암동
150,2897,1424,1562,22248,1381,64546,1231,1596,1265,1759,3032,1194,8670,1195,23154,602,1299,1130,7963,11958,1387,18449,2664,4279,4004,12140,1905,8776,34283,2556,5932,3756,2108,3057,35478,1963,북가좌1동
151,6977,6095,4924,51143,2956,162420,2960,2481,3490,5923,6640,3796,30366,3113,65241,2506,4298,2887,23640,46701,5270,37255,6161,10873,14035,39704,4463,26072,72707,7802,26021,6478,7894,13112,95645,6051,북가좌2동
152,3336,1872,2293,15451,1585,54284,3322,1836,1988,4561,2165,8433,20151,1860,143085,1765,1166,3443,17287,17315,3248,11351,3010,3479,45427,74518,5629,10945,21981,5915,6074,2824,2309,6168,29509,2271,북아현동
153,4432,2706,2030,44891,1998,137330,1485,1349,1840,3616,5640,1789,18864,1855,32281,1511,3012,1546,14388,29280,3042,28416,3868,7257,6187,22421,2866,17253,58894,3548,14518,4932,4273,9734,80344,4357,불광1동
154,3470,2255,1342,31674,1490,96574,1402,1062,1253,3524,4262,1542,18660,1424,43445,1334,2247,1628,11385,22721,2666,22779,2750,5676,6408,24110,2220,13555,43396,3729,11383,3312,3542,7807,56849,3096,불광2동
155,5056,5966,4161,16294,1452,47669,1941,3187,2343,7466,2515,3389,52189,2119,108956,3653,1164,2865,43637,51732,7612,21530,3871,6134,27143,64094,7556,36098,26605,6744,30710,3148,7619,25827,30566,5475,사근동
156,4801,2827,3786,25940,2154,103333,1734,1583,2039,3859,3507,2226,20896,2116,52644,1645,2150,2172,26367,37880,4655,18766,4792,5232,9378,33823,4250,35218,33662,4720,27570,5169,6977,36237,62129,4819,사당1동
157,6713,5844,4074,36431,1876,128127,2359,2142,3029,6697,4767,3121,36248,2733,65388,2787,3048,2289,28216,55976,6476,25705,5560,7295,10745,36747,4370,34577,52826,5368,30297,4358,6909,28835,77491,6383,사당2동
158,3364,1545,1106,30617,2164,92506,1029,1106,1412,2221,3589,1164,8980,1242,15887,941,2528,1123,7483,9531,1377,20258,2116,4871,3827,9745,1570,8273,42009,2168,5025,3872,1426,2731,51376,1883,사당3동
159,2788,1549,1323,19975,1392,71179,1064,749,1430,2136,2519,1278,9843,1365,18861,808,1935,916,7845,16057,1645,14034,3680,4177,4087,13081,1909,9661,25823,2600,8780,2807,2537,5306,42203,2694,사당4동
160,2368,2417,1076,16249,1134,53052,978,1043,1247,1881,2099,1011,10338,1371,20551,711,1077,1041,5768,9888,1071,11584,1979,3087,3284,9414,1549,5961,24279,1921,4794,1896,1323,2781,31581,1641,사당5동
161,9067,4666,8697,13326,1208,40435,3762,3583,4491,12487,2285,9466,58849,1488,265135,6993,1035,5691,78117,71682,12445,11415,1566,2550,59074,148896,12476,74907,18815,9305,39032,1408,8502,58894,24114,10824,사직동
162,2849,1097,968,29186,1336,101288,970,896,1155,1898,3127,1065,9390,1433,27312,762,1895,988,10309,19199,1896,22610,3686,6147,4752,16857,1834,10995,44071,2951,9495,3156,4254,3479,58319,2823,삼각산동
163,4854,3942,2748,27567,1643,104108,2336,2262,2331,5175,3954,3093,29594,2245,95501,2635,2692,2594,28736,53559,6343,25617,6373,8658,16423,52306,6936,30615,42224,6919,31738,5061,9105,20096,63675,6574,삼선동
164,10658,5418,9783,15227,1416,46016,5224,4354,5811,18891,2727,14381,88977,1528,435783,8768,1268,8902,131498,128115,26180,15039,2152,3617,102939,239402,18875,91353,24174,13904,61054,1912,12745,80426,26422,18112,삼성1동
165,10683,4513,6503,36031,2790,111216,4972,3731,5869,10497,5039,9273,47916,2284,264215,4783,1991,6500,58265,57797,13199,38209,4060,10574,67486,150107,19205,46461,55865,15003,23921,3785,10742,31546,61828,13352,삼성2동
166,2765,1974,1203,25619,930,74735,1321,1011,1052,2180,3603,1485,9965,1066,32706,857,2101,1045,6980,13867,1889,16642,2258,4504,4559,17012,2275,8253,35186,2752,7718,2102,2006,3418,45463,2054,삼성동
167,3596,1954,1396,30920,1525,104817,1771,1526,1602,3096,4374,1676,15668,1730,39620,1208,2678,1473,10312,20313,2667,22320,3493,7504,6179,22678,3326,11823,43161,4788,10572,3692,3520,4945,59128,3647,삼양동
168,5020,1936,2202,33161,1793,130077,1935,1109,1766,3881,5183,2447,13803,1371,44668,1813,2843,1696,16305,22170,3623,31618,3217,9157,10113,26270,3193,17724,49663,4672,12957,4821,4467,8160,76192,3671,삼전동
169,1627,1541,1082,3944,216,7116,728,589,595,3292,479,1964,9970,140,38873,1587,245,984,28433,17140,2685,4002,308,709,9602,22246,1972,18498,6116,1206,5411,145,628,6046,4615,674,삼청동
170,1881,1069,857,11987,1265,36868,593,663,1054,1806,1806,662,11364,967,22866,1031,894,924,13138,21135,2546,9045,2200,2673,3306,12776,2417,10466,17061,2052,11158,2518,3878,5509,21205,2640,상계10동
171,5499,5970,2326,41354,1340,126378,2246,1708,1653,4448,5210,2294,25515,1241,42373,2031,2892,1664,15978,36594,4044,26961,2589,7683,7305,24399,2291,19413,55767,4088,20435,2427,4338,11775,72082,3561,상계1동
172,5937,5390,3239,35911,3022,116461,2144,3605,2813,6161,5486,2734,35317,2729,78994,2500,3997,2319,40527,85595,8864,26541,6245,8985,10367,48819,5910,51222,47506,7273,63076,5924,16641,40425,69225,10012,상계2동
173,4071,4755,2820,29860,993,83749,2131,2114,2599,2794,3460,1757,16489,795,26128,1642,2807,1392,9139,18518,2628,19559,1297,6625,5338,19735,2236,9742,40224,3441,8850,1490,3041,5526,46561,2845,상계3·4동
174,2628,1927,923,25509,1280,69390,1298,1185,1276,2706,4637,1444,13307,1663,22529,1045,2206,1327,9857,21774,2362,16751,4066,5977,4744,16914,1921,11645,30292,3123,12605,3240,3728,5717,40988,2922,상계5동
175,9224,10698,5141,41592,2621,138533,4817,5436,3969,11293,5536,4098,80414,2868,156425,5753,3735,4122,49631,117174,11315,36187,5104,9663,21291,86109,9528,47382,62753,8830,61339,5349,14672,35434,83986,9161,상계6·7동
176,3016,3457,1504,27544,1369,106763,1064,1152,1321,3114,3784,1331,18850,1379,28678,1168,3225,1187,11077,26326,2338,22896,3516,6128,5098,16098,2138,12061,41852,2578,14321,2623,3467,5508,61923,2585,상계8동
177,2673,1757,1505,29944,1323,89952,1251,1248,1313,2276,4680,1625,11660,1469,43666,616,2713,1185,8676,16245,1486,24013,2844,6124,4313,15101,2082,8625,42654,2537,8304,3271,3768,3424,52380,2501,상계9동
178,5783,3581,4206,52533,2635,173630,3151,2476,5129,4962,6658,3373,25579,1805,55351,2006,3697,2769,23285,35390,5264,40384,3311,12084,14442,36669,4199,23075,72266,7422,19962,3854,6766,14533,101610,6831,상도1동
179,4681,3179,2578,26417,1815,90394,2056,1628,4191,4349,3858,2092,23900,2310,43435,2416,2083,2214,17103,40668,4602,19242,5452,4864,7584,28810,3910,18447,35108,5212,21187,4086,6848,12166,54751,6136,상도2동
180,2633,1803,1175,23424,1469,84090,1371,923,1562,2193,3690,1029,9060,1173,21130,1016,1786,1062,7563,16785,2051,15581,3904,4290,3476,11285,1595,8943,29354,2806,8464,3865,2151,4346,51331,2349,상도3동
181,3806,2426,1925,39168,1808,137930,1943,1446,2847,3205,5128,2016,13224,1767,27542,1035,3356,1787,9395,15622,2363,26718,3358,7198,5448,17792,2415,11256,53867,4149,9137,4626,3164,5239,78591,3403,상도4동
182,2547,941,1026,21728,1428,69431,1268,887,1332,1975,4096,1078,9787,950,25622,782,1334,885,7038,11108,1394,16850,2326,3480,3833,14113,1828,7676,30334,2290,5115,3381,1698,3433,41074,1953,상봉1동
183,5604,3699,4132,24289,1644,102103,2254,2156,2643,5422,3185,2472,28870,2487,64520,2460,2472,1906,32973,76036,9270,18111,6645,6343,10597,47178,4587,39895,31865,4915,49193,4922,8837,33136,66597,6534,상봉2동
184,8637,7029,7019,28378,1425,101325,3935,4201,3098,9516,2731,8811,53358,1234,287896,4948,1661,4873,44276,59549,10429,23283,1423,5069,61233,165311,7639,33670,45339,9238,28113,1660,8687,26429,54246,4776,상암동
185,7761,8358,4928,42484,2624,146930,2474,4088,4070,7981,4056,2781,53861,2843,92594,4451,3166,4066,28899,60094,7105,35907,5511,10147,13752,45849,6603,29094,70625,6189,28881,5698,6813,16251,85151,7833,상일동
186,5451,3666,3602,30263,1877,96891,2325,1965,2858,5334,4021,2912,29677,1696,77584,2228,2067,2529,49827,33643,6279,34323,2903,8434,20668,48010,8774,45996,49673,8072,23571,4111,8154,22095,56047,6369,서강동
187,15088,12377,10278,37673,3024,123875,4484,5779,4728,13556,6191,10202,70293,3277,330480,5604,2713,5750,201121,179643,27883,38179,7291,10170,69440,197115,16274,236591,54544,24402,177716,5581,38537,170929,81631,22671,서교동
188,2805,1046,1258,24337,1321,80525,870,518,1047,1883,3010,1100,4631,921,11311,779,1723,810,5770,7589,1394,19242,2027,4910,2733,8497,1491,6890,33058,2116,4583,3677,2001,2395,44444,1789,서림동
189,6349,6522,4313,20316,949,50271,2100,2130,2141,6508,2725,2467,24674,668,42346,2946,1237,1324,32738,28101,3726,16621,891,3215,11225,26802,2334,19329,30158,3705,13295,1188,1634,9087,29591,2055,서빙고동
190,5269,4503,3527,23455,1959,111843,1784,1549,2554,4309,3188,1798,18289,1872,35436,1543,2120,1446,23863,41879,5344,18682,5248,6226,6883,26128,3323,32243,33430,4240,29603,4815,7973,27243,70456,5446,서원동
191,8039,4029,5934,32364,2742,94527,4339,3266,5163,8346,4416,6947,41908,2072,193154,4471,2012,5037,45523,50095,10007,29159,4742,7421,44013,112007,12302,40933,47903,10171,26233,4131,6321,35153,53459,12251,서초1동
192,11625,5117,9648,27543,2343,94101,6035,5189,7765,11599,3456,11562,60578,3431,339762,6224,2120,8726,69167,66862,14962,30467,4480,7149,83536,183884,26710,58223,46647,14523,34177,3980,9677,56729,56633,15100,서초2동
193,18465,10401,14037,46645,2820,151521,11178,9487,9804,21299,6120,19486,105715,2501,578729,10738,3303,11968,102516,129317,24385,41008,3304,10114,127012,325637,27300,94123,68410,25201,71437,3624,20630,77804,87773,16436,서초3동
194,9125,4339,5680,34992,2955,95970,3861,4555,5115,9529,4453,7596,43898,2242,207073,4570,1894,7040,85384,65048,13222,33722,4232,8150,45041,110982,17899,82851,53278,10878,43489,5536,9298,65414,56456,14599,서초4동
195,4442,2221,1851,33967,1788,101611,1697,1221,1784,3860,4031,2140,16127,1539,41322,1509,2702,1657,14804,25552,3625,22245,3745,6910,7177,25608,2801,18775,43794,4299,16177,3621,3496,12254,59023,3768,석관동
196,6777,4152,3265,34993,2058,130669,2590,2082,2756,5882,4911,3593,26521,2723,74056,2577,3247,2974,28661,41636,5823,29152,4894,9132,14464,44447,5307,34751,45948,7127,26960,4443,8599,19300,78236,6248,석촌동
197,6366,5887,2961,27081,1969,86091,2895,2213,2281,6420,4299,3489,28484,2889,95719,2999,2435,3227,22115,36220,4890,22954,5409,6203,17250,55830,5188,21548,39624,6223,20483,4445,5592,12768,51962,4215,성내1동
198,5660,3508,2703,33001,3010,104329,2311,1757,2504,4687,5841,2682,24175,2428,50974,2134,3304,2490,26406,41541,5277,22690,6507,9146,9290,34796,4919,29273,42444,5208,26228,6625,6807,23267,62502,6562,성내2동
199,8451,7770,5246,38128,2528,125228,2817,2545,3288,8342,6413,4000,38060,2819,96554,3474,3412,3371,31665,56561,7704,28026,5895,9345,16525,57982,6553,35935,49967,6990,37961,4681,10165,25206,76674,7803,성내3동
200,5525,3574,3605,35560,1569,99371,2318,1810,2377,5736,5160,2373,27293,1560,67019,2419,2044,2060,26981,43224,5561,26863,3366,6979,11295,37248,4060,26383,51736,4726,20712,3497,4036,14448,56529,3938,성북동
201,4733,2896,1862,27631,1529,93485,2435,1344,1660,4158,3773,2462,19168,1473,74785,1520,1765,1994,19763,26026,4104,28211,3189,7403,15024,41518,4657,18868,42060,6341,15098,3725,5093,10022,56621,3622,성산1동
202,7371,7355,5740,39109,1549,148778,2651,2875,2765,6579,5455,2809,34241,1571,60009,3399,2941,1991,27884,56244,7480,32905,2919,8719,12382,35211,2930,37839,55380,5187,35215,2685,5375,23238,86838,4180,성산2동
203,4711,3702,4274,17183,1180,57063,2942,1866,2550,4790,2745,3441,24057,1198,93747,2291,1223,2314,33533,28405,5289,15070,1646,3638,21599,53333,5877,29022,25861,5388,16992,2209,3860,17869,34600,4332,성수1가1동
204,5097,4547,4040,17739,1117,58431,2162,1425,2606,5342,2438,4470,27986,1010,134398,2762,1561,3129,46150,38811,7451,13205,1818,3663,31182,79045,7140,36050,23095,6181,20918,1742,4851,24966,35710,7030,성수1가2동
205,4510,1689,2104,19184,1086,62228,3658,1475,2401,4278,3091,5207,18494,1053,127226,2262,1838,3512,30190,32673,6298,13686,2360,4820,25866,77884,9132,28500,22593,6574,18422,1930,4119,15355,38142,4854,성수2가1동
206,8658,4253,5840,19445,1888,65426,6599,5122,5072,9400,3183,12016,53997,2331,428367,4890,1744,8263,73409,61269,13263,17599,2863,5156,84068,257483,19005,59451,30307,16468,34716,2699,12071,42152,40291,12081,성수2가3동
207,3548,1509,1084,31773,1650,101291,1304,808,1336,2086,3758,1189,8952,1326,20979,693,2051,1337,8247,12431,1640,20843,2691,5264,3784,12990,2059,9168,42807,3029,5984,3644,2087,2876,56518,2438,성현동
208,5892,1967,4374,43097,510,147526,3478,1506,1825,5146,4769,3174,18037,472,40465,3511,2663,2138,16876,22029,4395,34836,403,7381,11147,29095,3125,15925,70676,4800,7788,475,1800,8891,80512,2461,세곡동
209,11351,4589,8174,3611,1196,14245,5905,3943,5909,17067,602,15431,81005,1114,516553,9206,499,12167,104200,88901,19752,4604,1126,1902,112217,281297,36721,71299,5636,12245,31734,1057,6731,53321,8102,19388,소공동
210,2720,534,1288,12763,1010,42678,884,473,1057,2129,1891,1150,4411,652,20784,755,885,713,5093,5725,1195,10706,1257,4454,4534,12791,1719,4971,18461,1779,2731,1901,1153,2410,23384,1382,송정동
211,6150,4046,3677,38055,2250,128127,3092,2005,2807,5441,5340,2842,30668,2464,85320,2198,3145,2712,28269,60168,7420,25483,4909,8440,11531,49185,5306,34184,50729,7127,34479,5011,7805,26565,75973,6898,송중동
212,5130,3806,2576,36248,2586,122550,2056,1896,2392,5197,4796,3280,29911,2769,98960,1901,3045,2387,21991,45164,5880,26344,7011,8486,12210,50700,5877,24718,50221,6353,25000,6061,7450,15751,71885,6517,송천동
213,5764,3196,2942,28964,1977,119589,2279,1859,2684,5801,4413,3155,27702,2028,75795,2428,2739,2810,42438,44734,6668,27509,4307,8240,13910,44762,5858,45045,43348,6356,30391,4362,7572,27965,72906,6717,송파1동
214,2899,1712,1239,19761,1434,64714,1164,1563,1685,2724,2815,1606,13582,1554,47084,1086,1149,1957,10810,15070,2306,20178,2342,4069,7390,21683,2852,9741,31831,3092,7660,2593,3922,4151,36820,2594,송파2동
215,2445,1611,1605,19994,469,68164,1034,723,706,2062,1842,1480,13058,522,41561,1032,1509,999,5582,9601,1809,12251,690,3429,6027,18329,2042,6139,25795,3192,5410,794,5447,4356,39700,3019,수궁동
216,3042,1153,3109,13534,779,45992,1624,1390,1883,2279,1639,1513,9543,686,22370,1171,1087,1401,8279,12320,2791,10233,967,2831,5504,18742,2794,8237,19178,2199,5525,1220,1894,6569,25217,2284,수색동
217,7539,4541,4819,15642,647,46810,4047,2351,1772,10386,2820,4299,48110,824,121200,4291,1584,2472,22162,44201,5528,10287,752,2693,20173,57803,3554,45466,22669,3812,21506,618,2999,24440,28684,1967,수서동
218,3086,2891,1388,19132,1154,54575,1111,1418,1183,2794,2527,1143,13715,1188,37686,1246,1526,1289,8152,16083,2361,13821,2123,4307,5282,20671,2623,8681,25638,2734,7940,2055,2468,3947,31587,2570,수유1동
219,4595,3218,1958,33491,1870,93142,1898,1337,1533,3802,6089,2104,17578,2109,33505,1241,2774,1337,14160,29966,3195,21312,4727,6577,6405,25240,2478,16891,43123,4088,16810,3609,4522,7953,54043,3741,수유2동
220,5160,5168,3760,28321,1942,89110,2253,2216,2211,5493,4039,2912,29262,2268,77098,2684,2438,2121,27785,60123,7130,17820,5419,6754,12483,50204,5258,38498,35951,6866,44464,4363,12241,32191,57476,8088,수유3동
221,1687,1521,1251,9312,966,31979,547,567,1049,1460,1224,817,8878,1444,21195,683,1019,764,6657,13153,1800,6989,2461,2882,2658,10811,1506,7104,14015,1540,5264,1976,1659,4380,18894,2260,숭인1동
222,3607,1884,2418,13994,1851,52566,1864,2039,1714,3310,1870,2235,15981,1465,72090,1540,1232,2470,19540,30333,4993,12445,2850,4633,11873,46873,5303,14424,20198,3867,8733,3028,4671,6934,30572,4276,숭인2동
223,5295,3912,3549,21609,1284,81316,3122,1860,3795,5326,2982,3084,29385,1959,68189,2707,2069,3143,18665,49464,5936,13982,3975,4976,11161,41012,4148,22412,28457,6825,28185,2481,8109,18297,51867,6321,시흥1동
224,2089,1452,1183,17057,440,57858,861,685,1132,1668,1662,966,8839,414,20423,1202,1405,960,5288,10826,1636,12501,670,4086,3240,10669,1400,5054,26682,1883,5048,857,3030,1904,32306,1579,시흥2동
225,2184,829,1139,10240,436,26392,1425,356,734,1479,1259,1636,6164,436,34233,843,585,1265,4045,5753,1262,5952,375,1608,6092,20227,1678,3526,12945,1747,1813,544,711,2398,15085,1159,시흥3동
226,1819,847,631,23184,754,67460,1021,363,714,1695,3022,1069,6582,594,12767,764,2033,888,4705,7993,1379,14680,1354,4230,2843,8895,1591,5503,29120,2404,3796,1996,1383,2318,38651,1593,시흥4동
227,2242,1462,1303,14722,800,42786,800,681,925,1731,1592,909,7154,836,13032,792,1140,610,5227,11495,1540,8441,1692,2880,2069,9628,1232,5625,16288,1908,5562,1770,2214,3031,24997,1833,시흥5동
228,4378,2456,3550,25841,1514,104904,1914,1396,2350,3573,3684,1971,16596,1496,33944,1943,2269,1534,11442,18104,2857,19587,2718,5804,7352,22767,2401,12636,34794,3580,9418,2889,3271,9034,61726,3466,신길1동
229,2464,1398,1098,15601,1183,49211,1081,902,1337,2092,2126,1060,9230,1616,16811,935,1432,953,7083,12139,1722,11328,3420,3433,3561,11670,1654,7712,20704,2540,6653,3417,2805,3422,29452,2236,신길3동
230,1951,1161,1201,14890,1186,43377,964,666,1447,1475,1888,714,5675,986,12512,735,1220,766,5929,9873,1355,9648,2358,3135,2898,9016,1405,6105,19161,2128,5272,2182,1945,3071,25077,2199,신길4동
231,1964,2285,1835,9871,1059,29960,914,592,818,1490,1122,999,9602,1229,21873,738,995,969,5110,7950,1145,7001,1538,2089,2413,9288,1237,5412,13282,1452,5421,1844,1139,3467,17440,1400,신길5동
232,5499,3538,4079,31569,2017,112071,2469,2080,3309,3998,5260,1818,17801,1831,42737,1738,3170,1966,14764,26905,3607,22473,4355,6506,7663,26137,3198,17260,42323,5191,15973,3966,5400,10872,66503,5494,신길6동
233,2584,1842,2489,15894,1331,57177,1554,1107,3093,2601,2356,1145,13537,1264,24654,1136,1263,1373,8618,17313,1874,13461,2537,3278,4652,14379,2210,8988,24918,3197,9440,3169,2807,5506,34561,3488,신길7동
234,6680,3216,3390,41022,2022,134759,3828,2836,2448,5877,5645,3633,34477,2060,84253,2903,3246,2679,20528,40974,5416,28568,3982,7906,14958,55564,5321,21511,55368,6846,21364,3594,4959,13105,76243,4661,신내1동
235,2645,3173,1285,23056,1438,73419,1230,1191,1021,2878,3149,1476,15973,1550,40132,1311,1914,1258,10098,22629,2148,17656,2431,3676,6876,21274,2802,9472,32813,2979,12616,2805,5095,5207,42741,3108,신내2동
236,2064,1256,1212,13863,1614,45646,1307,1098,1520,1857,1767,1400,8120,1424,39913,940,1255,1583,9180,14082,2363,10241,3078,3570,4902,18616,2855,10932,19717,2975,8380,3493,4246,7413,28090,4184,신당5동
