,출근출발_EE,출근출발_EH,출근출발_EW,출근출발_HE,출근출발_HH,출근출발_HW,출근출발_WE,출근출발_WH,출근출발_WW,출근도착_EE,출근도착_EH,출근도착_EW,출근도착_HE,출근도착_HH,출근도착_HW,출근도착_WE,출근도착_WH,출근도착_WW,퇴근출발_EE,퇴근출발_EH,퇴근출발_EW,퇴근출발_HE,퇴근출발_HH,퇴근출발_HW,퇴근출발_WE,퇴근출발_WH,퇴근출발_WW,퇴근도착_EE,퇴근도착_EH,퇴근도착_EW,퇴근도착_HE,퇴근도착_HH,퇴근도착_HW,퇴근도착_WE,퇴근도착_WH,퇴근도착_WW,읍면동
23,2277,2203,1300,19867,758,64173,995,1064,1267,2003,2533,1033,10764,914,20384,848,1380,910,6514,12428,1444,14314,1640,4204,3303,13651,1491,7176,27918,2010,6901,1658,1908,3233,37901,1836,고척2동
24,8687,3112,4926,49423,3231,183970,3196,2770,3816,6884,6092,5869,31869,2884,152254,3321,2894,4170,37488,50420,7379,38192,5752,9570,33871,92913,8023,39563,71001,8000,27148,6429,6950,30169,105218,7831,공덕동
25,8061,6438,4477,45038,2488,157543,3771,2788,3360,7339,6019,3438,41716,2503,75130,3459,4368,3209,31359,57050,7436,34952,4873,11307,13492,49300,5267,36435,63742,7574,37695,4709,9211,25682,93919,6932,공릉1동
26,6133,4277,2982,43879,1664,154089,2670,2785,2843,6684,5330,3253,40151,2017,103479,2812,3061,2590,28711,40812,5568,38179,3762,11865,18722,56283,6250,24783,61615,5823,22038,3480,6308,13284,86547,4304,공릉2동
27,9360,3916,4932,29324,1380,88466,4490,2973,3900,17461,3857,6358,49838,1625,101344,4950,2714,4342,27940,41009,6521,25109,2595,6334,26694,60924,5751,42137,47682,7770,22403,2608,5534,19213,52040,4707,공항동
28,6512,4618,3924,38291,1592,137343,2655,3009,3472,5903,5362,2962,29040,1762,80988,2426,2074,2442,27704,39678,5488,38831,3482,8672,15384,46681,4136,27394,65402,6655,20894,4180,6210,14836,79400,4908,광장동
29,11220,3158,7219,10005,1594,29371,3654,3384,4165,8821,1898,6709,37931,1614,225664,5436,1212,5662,77080,71611,14640,8679,2035,3427,45479,145629,14179,66860,13033,10775,34605,1961,13183,39117,20711,14577,광희동
30,4263,2225,2336,12693,1146,50685,1899,1493,1547,4420,2244,2031,21375,1672,43685,1990,1350,1957,13503,21687,2930,10917,3411,3028,9318,23761,3668,12959,20750,2392,9232,2575,2827,7504,27696,3330,교남동
31,2369,1045,1346,18276,745,72250,989,810,1584,1714,2177,1127,6415,685,22480,810,1165,1083,5718,7492,1415,14336,1036,2769,3987,12253,1377,6035,26341,2001,3438,894,1364,3583,44468,1905,구로1동
32,7195,4774,3828,29751,2356,96350,3853,3646,3310,8627,4364,5077,44129,2096,133532,4846,2689,4761,22287,36640,7024,21610,3971,6657,28238,88036,8505,16987,41463,8140,14742,5145,4881,11504,56840,5582,구로2동
33,7085,3794,5589,26491,2189,99470,3576,2795,2835,8038,3721,11145,44381,2897,434304,3848,2133,7126,41246,64591,12335,18466,6975,6377,76722,251669,13919,41158,36194,12390,38709,5501,12058,44070,67732,10603,구로3동
34,3788,2885,2407,23850,2086,82268,1756,1323,2136,3830,3405,1928,18227,2136,33223,1921,2538,1510,13815,30741,5044,14465,5340,5005,7228,23486,3237,15871,30334,5510,15426,4113,5168,8910,48596,5175,구로4동
35,8010,5670,5587,32565,2298,139806,3757,3224,4264,7243,4223,5065,39936,3048,129220,3633,2704,3210,40856,71755,10054,23533,6356,6688,25159,78968,6885,45175,45004,8767,41245,5710,9072,41920,88708,9065,구로5동
36,3834,2468,1275,37349,1892,110090,2082,1676,1724,3205,3527,2054,20042,1933,58407,1321,2675,1826,11608,19685,2630,28428,3079,8140,8006,27321,3818,10713,53692,3863,9285,3639,3334,4650,63830,2939,구산동
37,5528,2360,2543,28012,2400,103554,3298,1666,2727,3626,4372,2230,13352,1858,49299,1723,2407,1991,16183,24729,4227,19645,4697,6318,9042,29216,3845,21914,36277,5167,20447,4490,7595,16489,62868,6743,구의1동
38,5217,6699,3193,31499,1760,109748,2262,2073,2296,4893,5388,2658,27727,1681,63630,2208,2328,2448,17614,28969,3855,25681,3474,7107,10987,35788,3946,17315,46224,4615,15250,4339,4291,9465,62998,3736,구의2동
39,6827,2930,3538,33842,2379,125233,3709,1801,3622,6714,5855,3732,29262,2488,88097,2374,2975,2556,31069,55517,6789,24806,6149,6327,18230,59151,5432,34658,44133,6567,32347,5365,7491,21223,75343,5916,구의3동
40,3644,1586,2228,20101,1224,67936,1558,1244,1458,4196,4274,2652,22416,2183,72758,1860,1571,2033,23939,28978,4395,20667,4257,7883,16983,45731,5661,19710,28827,4831,16377,3188,4985,15146,41915,4216,군자동
41,2988,2685,950,22093,1806,73629,1139,1284,1394,2030,3260,1212,11332,1749,23869,706,1300,1070,9550,20126,1873,17146,4461,4304,4268,16098,1568,9917,31697,2774,10465,3634,3608,4021,43282,2649,금호1가동
42,3636,3319,1514,27161,2271,98018,1269,1219,1909,2710,3355,1447,15277,2055,30260,990,2043,1720,9441,16346,1724,19929,3821,5404,4446,16521,2242,10522,38848,2692,8830,5071,2675,4144,54855,2559,금호2·3가동
43,2681,1843,1326,20051,1568,59808,990,893,1360,2110,3452,1206,10025,1729,22116,801,1337,1050,10031,16488,1702,14850,3486,3655,4184,14461,1618,10745,26307,2495,9310,2990,2860,5057,35943,2045,금호4가동
44,12075,8931,7162,61565,3940,203950,5488,5817,5322,13560,10591,6624,75102,5131,157594,6656,6645,5396,54717,115056,14396,46465,9921,15123,32869,102084,9374,54742,81142,12101,53742,7807,17716,35772,125619,10631,길동
45,5355,3893,2112,41289,2374,157247,1866,2058,2813,3747,3649,1730,19089,2823,45012,1129,2320,1491,17898,31822,3295,35422,6866,9713,8312,28988,3524,20196,68031,4526,19795,6745,8630,7460,86557,5177,길음1동
46,4934,2142,1985,28147,2558,103207,1966,1664,2607,3232,2514,1634,18891,1931,41157,1508,2228,1633,24088,60941,5186,18319,5704,6485,6512,29944,3402,24568,37415,3742,28706,7144,6010,11932,54511,3865,길음2동
47,6316,7078,4497,27203,3197,102056,2418,1719,3167,4897,2940,2109,27510,1828,62247,2223,1470,2065,31285,43162,7844,24888,4885,6089,12222,36163,4194,46567,36476,5945,37655,5189,7372,39790,69381,6723,낙성대동
48,2204,1647,1229,21710,604,78536,976,433,784,2095,2654,1452,9879,928,23415,726,1673,834,5208,10575,1518,13662,1341,4149,3045,11605,899,6407,27946,1712,5262,977,1504,3056,46624,1658,난곡동
49,1003,654,340,14500,301,51567,373,367,223,799,1690,478,4011,273,9523,295,1082,377,2674,4293,516,10739,246,2851,1756,5549,421,2678,22665,1016,2197,285,816,1072,28329,574,난향동
50,1940,1966,1795,8596,930,28772,749,1021,1418,2656,1550,1141,14208,1221,22088,1030,1028,1279,8668,20045,2078,7449,2889,2697,3409,13041,1593,8710,13896,1789,9747,1765,3055,4657,16909,2213,남가좌1동
51,3679,2433,1613,26673,1878,85266,1494,1038,1985,3284,3889,2077,17481,2029,37453,1161,2268,1656,15373,26233,3618,23529,4565,11109,7508,22094,3992,16555,37814,4050,14815,3720,4869,7377,47516,3917,남가좌2동
52,6760,2952,4380,10167,1094,33499,3098,1578,2335,7996,1649,4342,32057,1162,109592,3201,966,2891,38295,36266,6125,8179,2160,2516,25334,64562,6155,36798,14167,4529,20473,1696,4788,28023,21774,5277,남영동
53,5987,2932,4720,27464,1210,105238,2342,1431,1707,3446,3567,1743,19558,1111,40621,1742,1646,1219,22232,31415,4318,19907,2433,5051,8297,24798,2728,28885,37175,3760,19369,2450,3978,27235,62573,3340,남현동
54,4685,1481,3174,19245,194,47768,2423,1404,1354,4349,2615,3449,20926,183,67368,2318,950,1344,12891,18759,3065,14584,222,2634,22257,44346,3269,9346,30459,3657,4834,362,1322,5812,27892,1823,내곡동
55,6245,3844,4443,37376,1896,122990,3048,2281,3347,4648,4949,3238,24447,1794,76449,2304,2765,2795,21401,30125,5156,27847,2996,8061,13546,38374,4339,24248,51250,6189,18803,3193,6518,20645,71423,6217,노량진1동
56,5571,5588,5041,24190,1646,75272,3220,2217,3339,4189,4073,2852,19158,1416,66203,2234,2162,2530,15509,23486,3570,16898,2494,5765,12855,32937,4547,18031,30627,5598,13341,2702,4093,17855,41457,4469,노량진2동
57,5873,4445,3480,41641,2479,147313,2739,2384,2409,4833,4683,2839,28751,2110,76342,2497,3319,2802,22950,44169,5482,29995,4628,8396,13218,50690,4671,25340,58197,6315,24151,4725,7423,15658,85284,5179,녹번동
58,13420,6456,11124,25857,2147,91704,4955,4469,5687,12678,4093,11118,44137,2108,293487,5596,1801,6591,79397,61164,18819,27272,2987,11158,76121,172430,20304,73511,38289,17208,43512,3246,12539,71840,55118,15080,논현1동
59,12114,4384,7857,26872,2063,80435,6088,5152,5184,15375,4852,14960,58020,1961,410607,7036,1789,8504,80434,67416,19660,29097,2719,8697,106505,228866,20258,66664,43849,20968,36045,2879,14298,54612,50184,14463,논현2동
60,5476,10877,2756,16429,1483,63806,1249,1705,1575,4576,2031,1559,27744,1330,51089,2206,1379,1712,26529,44976,5570,13878,3175,4635,9766,33234,3837,22208,23805,3244,25192,3215,5052,15710,39084,4383,능동
61,3363,2037,1784,18656,1645,64303,1362,782,1453,4029,2691,2288,21528,1764,67577,2023,1802,2097,14904,19899,3109,14336,3179,4267,13066,37513,4576,14064,26081,3998,10314,3818,2984,9483,39677,3608,다산동
62,6503,3240,3842,37037,2466,136082,2805,2553,3711,5789,5066,3214,25462,2593,69738,2491,2515,2813,21645,37317,5613,28881,5240,7158,12600,47033,4715,22250,52516,6141,19178,5007,7215,13477,82190,6452,답십리1동
63,4369,2221,2101,25675,2061,90969,1967,1163,2610,3420,3373,2196,13682,2002,48161,1566,2297,1720,13555,25216,3586,17734,4102,5338,8211,33101,3921,14677,36128,4345,15504,4617,4490,8076,54031,4462,답십리2동
64,6531,3535,4948,25645,1817,108243,3513,1933,3112,5925,3211,5461,31892,1605,156634,3352,1922,4147,25365,36554,6408,22064,3679,5837,31502,102307,8823,24630,36294,7945,18650,3967,6931,24766,62173,7522,당산1동
65,6551,3977,5901,31453,2206,148149,3514,2291,4938,6472,4154,4260,31951,2182,120120,3322,2051,3636,30328,43691,6445,27018,4645,5601,24519,70218,6560,34322,43371,6276,26262,4275,6585,43923,89148,8271,당산2동
66,3456,2739,1763,19653,1441,56887,1635,1578,1500,3960,3282,1588,19405,1862,30309,1560,1559,1590,9488,17793,2761,12527,3196,4605,5862,19110,2254,9878,25358,3997,9842,3030,3345,5379,34412,3442,대림1동
67,5144,2618,2220,27002,1844,84663,1862,1439,1616,4157,4081,2108,15343,1419,31989,1803,1890,1240,16123,22343,4595,17341,3156,5665,8180,25958,3772,19051,35757,7298,11736,3968,4270,9805,47804,5736,대림2동
68,6451,3506,3104,34031,2264,105717,2964,2378,2475,5659,4667,3053,22102,2391,57097,2621,2610,2128,21464,34660,6575,21322,4106,7003,11757,38925,4842,26140,41686,8112,20938,4081,6355,15798,61374,5759,대림3동
69,6447,6128,5091,38953,2245,156001,2977,2692,3681,6476,4461,3431,35454,2494,102493,3297,3623,3481,24584,46157,6407,32961,5535,8724,14856,50330,5367,24351,56633,6872,25287,4879,9176,18708,93345,7215,대방동
70,7937,6332,6757,45438,2805,160071,4115,4348,5970,7185,6819,4198,45555,3207,83845,2908,4360,3451,33872,82445,8607,32622,7011,10920,14973,54339,6727,34177,63215,10034,38332,6286,10793,22510,95546,8884,대조동
71,5467,3485,2659,30863,2219,91480,2336,3649,3442,6840,4130,3340,41529,2833,120855,3059,1776,3478,40948,89871,10111,35454,5994,8990,16717,53774,8872,38048,46668,8323,67970,5913,22740,21708,45322,10616,대치1동
72,12109,4874,7361,37021,2198,113158,6876,5205,7313,13293,5226,12087,63553,1825,358312,7218,2231,9620,77801,94704,17479,36594,4245,9417,81797,179348,22436,60877,54993,15024,63337,4789,20914,38908,59036,16649,대치2동
73,9070,5172,5828,25640,2692,90458,4130,4440,6344,10650,3833,8973,52437,3255,286601,4583,2198,7244,73101,109708,18350,26842,8930,10954,58443,147346,21394,77393,36192,19007,93971,7902,41510,60810,53953,31239,대치4동
74,4612,4754,2941,20656,1255,66595,1756,2124,1401,9301,2614,5191,49562,2934,157636,2916,1982,3938,42469,55146,6486,21203,3984,5922,48539,99552,6451,17601,30921,6934,18749,2116,7435,8754,39135,3162,대학동
75,5613,3552,3919,23328,2287,87922,1818,1980,3215,5605,2883,3132,33712,2840,102925,2225,1892,2966,41599,53942,6376,30194,5605,7956,22062,58284,7339,34919,37639,7188,34312,5741,10531,21614,51359,6813,대흥동
76,8734,6426,7874,41585,2357,120947,5095,5019,6632,12185,7374,8114,61162,2345,184283,5931,3528,5960,42360,57872,9407,44864,3432,10979,45186,102934,13007,32917,70018,10341,25284,3060,7510,27436,65871,9313,도곡1동
77,7141,5295,4187,38419,3065,98266,2997,2812,3339,6416,3976,4442,35016,2745,122554,3235,1643,3887,31149,47799,6348,38271,4893,10121,23800,61782,6880,30296,55026,6451,25898,5122,5648,16856,49896,5051,도곡2동
78,4016,2100,2193,28690,1910,95399,1923,1287,2168,2865,3885,1344,10208,1320,24164,1248,1978,1355,9537,12709,2428,19746,3629,5455,5231,15619,2505,12200,37957,3998,8548,4527,3438,6270,53909,3703,도림동
79,4749,4771,2382,25276,1084,67394,2465,1305,1896,3747,3482,2155,25147,1103,36386,1922,2164,1394,15476,39232,4299,15651,1810,4736,6766,26412,2286,13849,33280,4422,12616,2235,2922,8070,39919,3164,도봉1동
80,3712,3746,2267,23985,1246,66917,1523,1285,1548,2779,3195,1584,14100,1288,32147,1298,1879,1284,9919,19399,2037,14393,2131,3458,6585,20804,2321,9105,29869,2803,8809,2701,1773,5235,36640,2305,도봉2동
81,4609,2622,2890,19205,1262,67867,1329,1197,1954,4140,2796,2561,17577,1702,65621,2011,1420,1946,22915,29830,4269,14942,4641,4645,13358,39649,3922,32755,27241,4097,23032,3278,4954,33585,43911,6948,도화동
82,6468,3081,5073,31845,2189,143573,3807,2572,4846,5659,4225,4801,24123,2334,112246,3164,2543,4154,19436,29995,6150,24116,3690,7395,19944,67250,7448,20509,42919,7844,14969,4431,5364,13338,85277,7158,독산1동
83,2418,2171,1637,16212,1053,52059,837,763,1124,1596,1932,657,6797,681,11369,727,1001,694,5462,8957,1459,10690,1624,2940,2446,7979,1244,6031,20516,1990,5454,2324,1402,3853,30440,2342,독산2동
84,3660,1502,1905,23792,1315,85165,1954,1002,2106,2728,3403,1793,10195,1124,37029,1226,1784,1868,8516,13023,2882,16242,2112,6372,6291,22290,3258,9565,32128,4287,7210,2797,2794,5582,49896,3365,독산3동
85,2792,2329,1601,16251,872,54380,1184,797,1586,2545,1895,1453,14941,1041,23020,1266,1166,1369,9393,18626,3216,9850,2694,3470,3903,15118,1890,11217,21098,3160,11240,2129,3356,7243,34714,4054,독산4동
86,2292,1062,897,19710,1260,63441,812,705,876,1810,2622,793,8861,1322,21888,571,1254,1046,7593,14592,1359,14223,2602,3285,2580,12469,1200,8523,28512,2035,10569,3268,5321,3974,36845,2421,돈암1동
87,2091,566,427,16999,1630,49615,741,465,1104,1459,2178,783,5449,1336,20878,352,860,571,5646,9029,731,12642,3177,3090,2620,10915,1477,5568,23646,1394,4163,3907,2050,1245,25771,1709,돈암2동
88,5249,2721,3133,29646,2342,111562,1814,1832,2354,5043,4190,2792,26560,2594,91622,1862,2122,2689,33402,53538,6991,26735,6236,8647,12770,45933,5298,41245,44697,6557,44280,6485,12839,32884,68611,8857,동선동
89,2110,1094,1111,13765,1422,43062,1053,913,1399,1657,1954,1190,7182,1343,35052,745,1232,1289,8023,12156,2205,9637,2972,4093,6118,22095,3178,8725,18112,3255,6448,3186,3599,4706,24485,2599,동화동
90,434,653,374,2070,141,5049,330,890,748,415,326,463,2268,114,19798,242,131,629,1012,1616,242,2078,174,480,1297,3517,1023,953,3241,566,753,248,389,652,2907,613,둔촌1동
91,6053,4961,3015,30291,1855,96774,2726,2559,2890,5717,3992,2746,26886,1643,67126,2380,2566,2245,19445,33381,4806,25489,3326,7115,12165,39501,4197,21552,44392,5262,17660,4147,5055,11836,57452,4268,둔촌2동
92,4225,2059,2837,27973,2039,122601,2143,1793,3204,3950,3631,2918,17172,1740,76068,1738,2104,2190,19079,30899,4385,24959,3657,5794,16080,48349,4120,19978,41477,5584,17599,4144,5150,14270,69257,5653,등촌1동
93,2385,1559,1132,21641,1152,78822,951,1090,1053,2327,3222,1430,13569,1241,42903,1191,1332,1209,7553,11637,1304,21666,2133,5127,5388,18248,2276,7206,35508,2221,5519,2518,2119,3056,45841,1717,등촌2동
94,14648,5601,5799,36893,2434,128347,5233,3844,4720,12566,5499,6781,69217,2434,173405,5139,2760,5381,54620,92610,11821,30662,5827,8096,29045,95259,9683,58324,51783,8620,51670,5310,10144,37162,79928,10931,등촌3동
95,5960,3695,3586,29147,2249,96849,4235,2299,3070,5134,4126,3981,22599,1953,85300,2487,2480,2796,20502,28036,4736,24294,2935,8643,14560,51066,5881,23298,38923,5880,16222,4148,3768,15875,54056,4628,마장동
96,2135,1181,1068,19171,934,55656,1046,832,1625,1323,2473,1057,5813,660,10788,679,1536,931,5215,8599,1140,12364,1593,4530,3133,8640,1323,5235,24788,2338,3656,2420,1225,2097,29645,1694,마천1동
97,2550,1752,1118,21491,1321,57553,1677,1126,1242,2380,3240,1792,8288,1398,19779,917,2037,1337,7614,17336,2081,12850,3480,4273,3413,14088,1488,10118,25733,2765,9875,3147,2939,4478,32950,2504,마천2동
98,1783,1063,680,18124,1228,49738,1174,620,907,1544,2456,1502,7800,1032,34409,703,1253,1151,5634,9207,1480,12297,1939,3877,4154,18148,2248,6014,22748,2311,4932,2515,2126,2814,32293,1868,망우3동
99,6550,4651,4339,40261,1958,132122,3600,3402,3764,5723,5491,3688,32289,2399,87064,3003,3347,3147,26510,61049,7241,27419,5037,9090,12293,52096,5595,31028,50784,6688,36206,3748,8235,19188,83425,7298,망우본동
100,3457,2669,1426,24538,1446,83686,1609,1050,1405,3458,4066,2034,15272,1307,31515,1363,1755,1037,27857,34236,4725,20881,4306,6608,8422,23732,2788,30218,32982,4611,23473,5038,5547,16710,52227,4035,망원1동
101,3543,3121,1965,23581,1208,77484,1758,980,1490,2812,4187,1572,10455,960,18826,1205,1684,1071,15418,19297,2861,18240,3346,6082,4484,13511,1950,20626,31269,3291,15186,3396,2923,8703,45882,2426,망원2동
102,3688,2088,1578,28874,1409,92688,1837,1278,1413,2990,3674,2213,13730,1238,43676,1298,2263,1875,10480,16928,2898,22827,2638,6489,7811,29001,3229,11162,39731,3974,8520,3293,3332,6026,55631,3344,면목2동
103,4405,5654,2939,25819,2021,86655,1675,1594,2205,4378,3636,2103,25611,1942,51891,2005,2323,1797,15052,30329,3808,18723,4760,6027,8700,31884,3723,17865,36648,4335,20405,4030,6013,11977,55729,5047,면목3·8동
104,3609,3487,1674,21744,1111,73163,1374,1031,1391,2818,2511,1451,16534,1216,31350,1207,1890,985,9000,18509,2221,15725,2169,4145,5399,18419,1882,9515,29059,3058,9833,2936,2575,4764,44219,2549,면목4동
105,2332,1722,1433,17694,1293,51906,881,602,1240,1785,2357,954,8104,988,16262,750,1505,651,6002,12763,1467,12508,1903,3732,2884,11125,1313,6959,23284,2218,6196,2545,1478,3070,29188,2135,면목5동
106,3806,3806,2253,28885,1633,92962,1435,1257,1640,2952,3444,1535,14817,2007,34059,1369,2021,1080,11334,22493,3110,18246,4070,5353,5206,22444,2457,13019,38182,3543,13090,3429,3359,7725,56999,3304,면목7동
107,4232,2122,2684,38523,1912,136899,2066,1250,1950,4038,5680,2630,18578,1580,49584,1815,2849,1604,16339,32921,4679,26946,4029,7171,8066,34786,3139,19868,48033,5000,18171,4502,5641,14010,85278,5645,면목본동
108,17621,4667,11387,6062,1708,16612,7184,5773,8853,18896,1050,20308,87375,1294,685938,9791,351,14549,139051,110985,24437,7346,1278,1810,146011,380906,49083,131807,9521,17360,53478,1508,13989,88821,10432,27953,명동
109,5957,7933,4089,32964,3277,101916,2840,6842,6537,4706,5084,2849,23797,3461,53005,1739,2888,2772,18706,39810,4119,25502,6675,8448,8457,30684,4454,22773,45738,6570,25365,5767,11553,12089,61295,7940,명일1동
110,2922,2204,1103,15688,1675,46310,1234,1632,2134,3502,2087,1164,19971,2015,42184,1424,1815,2313,16257,44636,4498,12122,4291,3750,5820,27526,3691,17028,21735,3522,32160,4089,14324,9503,28059,5977,명일2동
111,7455,6565,5840,29440,2204,105022,3366,4819,4949,8982,3963,4752,53388,2753,146272,4338,2371,4003,53194,134091,13169,27918,5985,8126,23097,83007,7112,55359,41969,8613,86563,5177,17497,44609,58780,9089,목1동
112,4680,3457,2284,37729,2226,150862,1648,1369,2807,3616,4016,1696,17434,2121,38253,1312,3116,1730,13923,19645,2344,34332,3913,8616,7297,23038,2622,15216,59276,4006,12309,5082,3660,8096,85204,4223,목2동
113,2118,1478,708,12725,1256,48235,613,732,1174,1764,1706,874,7951,1039,14597,545,1080,715,6230,14196,1333,10798,2923,3017,2911,9698,1118,7537,17883,1775,7714,2243,1767,3403,27344,1783,목3동
114,3072,1905,1437,28487,1652,94053,1301,1061,1735,3335,4509,1623,14648,1787,37017,1075,2441,1602,13001,24447,2805,26634,4237,7869,6058,20363,2716,14510,42459,3888,19033,3287,6091,7598,56868,3497,목4동
115,6025,6465,4558,33404,1511,110970,3070,3394,4010,6128,3260,2235,38547,1214,66583,2891,1463,2340,26487,53957,6112,32417,2798,5660,13702,43945,4282,25899,51178,5823,42446,3028,16613,17312,57941,7461,목5동
116,1936,1713,790,9441,520,25997,442,549,420,3018,1302,418,13754,768,12546,975,570,478,9367,11802,1139,6616,1235,1581,2330,9268,642,4639,13203,758,4493,887,1448,2117,15097,789,무악동
