,출근출발_EE,출근출발_EH,출근출발_EW,출근출발_HE,출근출발_HH,출근출발_HW,출근출발_WE,출근출발_WH,출근출발_WW,출근도착_EE,출근도착_EH,출근도착_EW,출근도착_HE,출근도착_HH,출근도착_HW,출근도착_WE,출근도착_WH,출근도착_WW,퇴근출발_EE,퇴근출발_EH,퇴근출발_EW,퇴근출발_HE,퇴근출발_HH,퇴근출발_HW,퇴근출발_WE,퇴근출발_WH,퇴근출발_WW,퇴근도착_EE,퇴근도착_EH,퇴근도착_EW,퇴근도착_HE,퇴근도착_HH,퇴근도착_HW,퇴근도착_WE,퇴근도착_WH,퇴근도착_WW,읍면동
12,4703,2448,2097,34487,1917,131714,2207,1373,3048,3631,3762,2008,15291,1764,37131,1769,2902,2139,12675,27109,3210,22566,5046,7039,5658,22356,2651,16337,47329,4096,13979,4823,3743,10086,75500,4385,개봉1동
13,2924,1164,1198,23052,1801,87567,1100,848,1817,1860,2717,816,6441,1277,13734,827,1925,1020,6754,12309,1449,12861,3778,4474,2779,9746,1481,8360,28243,2266,6359,4313,2420,4368,49098,2831,개봉2동
14,2202,1694,1546,17338,896,70120,1334,885,1691,1766,1862,1106,9011,1164,23195,821,1578,1118,5471,11797,1406,11318,2241,3680,3369,14511,1695,6568,23961,2675,7206,2224,3064,4707,40611,3273,개봉3동
15,3100,1145,2550,14482,690,38914,2978,1071,3733,2333,2737,2896,8063,707,32665,1487,936,3104,6606,9926,2292,15323,707,2697,6725,21173,3448,6542,26832,2902,3517,677,1560,3075,19520,1653,개포1동
16,5241,2896,3973,23920,1266,82799,3954,2407,6062,3806,3376,3306,18446,1328,72204,2140,1626,3667,13792,22999,3441,24864,1696,6446,13412,34568,4901,13359,46971,6581,10122,2253,4404,7194,40087,4270,개포2동
17,3905,2102,3376,19970,951,70618,2565,1407,3409,3944,2899,3254,14129,781,54492,2428,1486,3654,12211,17786,3398,17570,1477,4791,12476,32995,4044,12583,31447,5269,9570,1599,3078,7773,38132,3123,개포4동
18,2208,1332,731,15324,1388,55023,901,893,1408,2269,2350,1564,10542,1493,26972,932,1531,1226,8247,17311,1886,12337,3579,3937,4139,16746,2439,9240,21733,2655,9327,3208,4384,4751,31329,3226,거여1동
19,3252,1869,1711,25091,1784,92560,1283,1404,2188,2563,3409,1673,13020,1521,39789,1125,2304,2119,11116,20546,2707,18668,3713,5825,6108,21424,2798,12490,38010,3210,11763,3633,3332,6651,51952,3557,거여2동
20,3675,1888,1765,28095,2105,108792,2018,2063,2918,3720,3229,2278,14138,1746,51124,1458,2569,2976,11765,14910,2321,30249,2868,9830,7601,22679,4345,12395,55241,3928,7235,3744,3838,4411,53946,3617,고덕1동
21,4113,2111,1918,17384,1179,67290,1856,1262,1997,3532,2144,2396,13054,1370,48046,1693,1721,2798,10184,15598,2687,17859,2362,4893,6783,23377,3937,10319,33355,2556,8478,2840,2195,4163,38794,2110,고덕2동
22,4108,3903,2985,22479,1062,82050,1872,1966,2459,4487,2489,1854,25809,1435,63488,2066,1618,2169,15625,33528,4254,15714,2577,4614,9471,38977,3409,20218,30406,3861,22394,2512,4729,15132,48049,3477,고척1동
23,1976,1974,1213,18106,832,65213,1029,947,1123,1966,2461,1095,10085,947,23599,810,1454,932,5925,12312,1458,14272,1608,4042,3610,13935,1460,6369,26914,2083,6701,1647,1859,3260,37154,1700,고척2동
24,7750,3095,4988,44056,3068,189400,3181,2869,3525,6411,5497,5352,29280,2835,158199,3138,2946,3859,34691,47836,7316,37001,6278,9626,34891,91968,8586,37423,69592,7906,26406,7189,7341,31475,102867,8225,공덕동
25,7599,5776,4108,45037,2459,168490,3468,2899,3266,7256,5105,3066,39277,2379,77219,3103,4275,2654,31710,59532,7860,35186,4980,12004,13515,50145,5204,37195,65719,7655,37676,5342,9439,27087,97813,7909,공릉1동
26,5579,3920,3013,40451,1542,159037,2410,2689,3195,7103,4809,3071,41748,2110,118537,3186,3120,2536,31874,48096,6857,38097,4096,12404,20967,62147,6825,25352,63149,6060,22881,3459,6732,14867,86034,4838,공릉2동
27,9097,3511,5147,27229,1324,92203,4262,3113,3982,19140,3435,5876,48629,1752,107936,4837,2723,4892,27258,38526,6625,24586,2635,6650,26810,62189,6174,40654,47779,7340,21436,2570,5165,20146,52359,4657,공항동
28,5902,3900,3970,36577,1791,148137,2646,2834,3292,5868,4723,3123,27907,2040,91574,2487,2360,2663,26818,40614,4916,37459,4554,9569,16246,48669,4902,26337,64747,6871,20552,5046,7116,15161,83338,5397,광장동
29,8141,2958,6905,8836,1388,27705,3449,3025,4126,7586,1533,6884,35479,1603,224492,5065,1160,5345,68254,69068,14150,8316,1990,3431,45314,144316,13014,59610,12218,10117,31613,1853,12604,38687,19548,14848,광희동
30,3816,2106,2225,12035,1097,53167,1760,1621,1449,3828,2173,2008,20301,1700,47831,1730,1173,2005,13281,21526,3033,10710,3389,2818,9360,23835,3664,12714,21420,2639,9158,2363,3292,8157,28291,3446,교남동
31,2398,980,1317,17075,837,73998,1024,699,1345,1827,1919,1011,6571,644,24584,836,1320,1198,5695,8042,1458,13820,1222,2907,4520,13234,1358,5476,25196,1747,3454,864,1215,4036,44688,1667,구로1동
32,6610,4253,3821,27782,2324,103853,3633,3666,3120,7957,3961,4703,41263,2071,136931,4694,2754,4718,20739,35112,6684,20559,4166,6808,28755,90495,8752,16350,42242,8011,13058,6003,4564,11220,59230,5565,구로2동
33,6949,3740,5036,24802,1779,100142,3400,2821,2806,6977,3539,9952,43156,2671,433592,3582,2004,6196,39258,61291,11026,17911,6694,6015,77704,246471,14065,38915,35907,13135,36438,4958,12393,44784,67740,11122,구로3동
34,3393,2464,1994,22806,1730,81313,1603,1360,1868,3233,2741,2008,15835,1750,34635,1547,2399,1440,12418,29328,4661,13142,5335,4727,7347,24294,3094,14694,29996,5498,13825,4348,4839,8671,49217,5569,구로4동
35,7313,5104,5214,29641,2175,139761,3346,3042,4145,6389,3901,4681,37790,3074,133508,3321,2641,3554,39327,68260,9680,21109,6706,6782,25621,78779,7583,43702,43037,8730,38286,5997,8593,42513,87887,9722,구로5동
36,3351,2229,1420,34852,1744,118351,1891,1594,1875,2675,3151,2207,16146,1865,75717,1254,2481,2256,10110,18185,2447,27166,3258,8213,9064,31582,4645,9510,53591,3350,8610,4239,3434,4771,66848,2957,구산동
37,5038,2420,2664,26730,2368,107779,3152,1529,2580,3444,4263,2274,12859,1971,55057,1584,2161,1903,16344,25975,4404,20118,4956,6272,9872,30988,3887,21840,37291,5223,19993,5160,7538,16503,64187,6662,구의1동
38,4843,5691,3398,28698,1947,115529,2652,2076,3127,4567,4551,2765,23370,1733,76766,1956,2421,2735,18003,30456,4310,23899,3554,7891,12369,39513,4869,17831,44445,4869,14849,5179,5075,9534,62194,4262,구의2동
39,6040,2587,3364,31689,2628,134157,3628,1969,3568,5688,5236,3430,26289,2491,95360,2249,2857,2664,28671,51097,6771,24175,7487,6889,19143,60132,5840,32402,44265,6523,29659,6194,8809,21066,77468,6414,구의3동
40,3142,1651,1947,17447,1144,70488,1442,1278,1512,3828,3762,2675,20662,1888,72538,1700,1507,1816,24242,28286,4323,21381,4109,7337,16910,44192,5450,19699,28895,5053,16807,3122,5539,14801,42342,4504,군자동
41,2808,2450,1021,20722,1850,81816,964,1233,1527,1725,3083,1075,9848,1870,26529,647,1386,1072,9154,20048,1779,16649,4882,4340,4194,16698,1533,9151,32498,2827,10529,4671,3506,3873,45084,3039,금호1가동
42,3243,2750,1402,24826,2354,103415,1150,1257,2375,2637,2850,1511,12651,2039,38139,992,1965,1561,9332,18009,2019,17923,4447,5507,5230,19012,2507,10811,36325,2903,8953,5712,2603,4245,56394,3400,금호2·3가동
43,2570,1594,1237,18125,1402,61469,1013,1056,1579,2008,2818,1316,9375,1661,24867,838,1469,1231,9737,17598,1810,13929,4002,3378,4611,15009,1988,11093,26788,2554,8854,3120,3158,5303,35303,2531,금호4가동
44,11523,9272,6611,59286,3561,214177,4918,5487,5320,12839,9593,6439,72962,4759,154079,6536,6493,5204,51854,111998,14140,45903,10149,14856,32280,99687,9570,53727,81545,12001,50418,8571,17395,35464,127976,10422,길동
45,4913,2923,1964,37103,2586,177324,1792,1983,2952,3350,3182,1701,15950,2595,53275,1161,2519,1844,16816,29974,2925,35170,7839,9551,8412,31447,4104,19592,66501,4457,18810,8510,8905,8159,92388,5642,길음1동
46,4068,1883,1716,25249,2824,113470,1769,1611,2681,2991,2249,1540,16254,1745,40230,1279,2098,1556,22004,56689,4967,16826,6169,6432,6252,27848,3378,22734,35970,3633,26695,7538,6255,12078,57164,4162,길음2동
47,5093,5232,4044,28017,3427,103161,2164,1769,3178,4226,2970,2200,25664,2021,69314,2282,1502,2019,31362,43607,7780,27065,5130,6746,12881,38263,4332,48266,39698,6249,37565,5833,7752,41976,67837,7339,낙성대동
48,2184,1415,950,21557,616,80110,890,431,795,1717,2402,1415,8703,919,27749,756,1551,969,5193,10578,1353,14045,1488,4344,3236,12397,1345,6033,29516,1711,5168,931,1439,3163,47665,1747,난곡동
49,967,556,495,14420,288,54952,436,322,243,704,1553,476,3915,265,10920,406,978,503,2452,4135,552,9617,283,2865,1664,6097,486,2528,22267,990,1793,284,759,1114,28796,628,난향동
50,2103,2158,1633,9378,1137,37717,776,1221,1593,2174,1524,945,13344,1409,21975,1147,1251,1374,8412,20547,2201,8548,3987,3031,3742,15199,1719,8834,16184,2055,9294,2315,3412,4937,20512,2220,남가좌1동
51,3573,2070,1792,25364,1638,85716,1530,1101,1818,2934,3466,1835,15365,2511,39626,1246,2273,1943,15924,26749,3977,22310,4746,10340,7338,22426,3545,16141,37724,3980,14350,3905,4596,7807,47065,4495,남가좌2동
52,7207,3550,5054,9962,952,34616,2955,1707,2379,7098,1485,3680,32726,1330,109552,3235,876,2825,37095,36889,6619,8535,2172,2759,25311,63101,5965,36406,14742,4707,20171,1517,4490,30260,22039,5011,남영동
53,5520,2757,4438,25754,941,108315,2227,1495,1673,3068,3135,1785,17874,1441,42149,1681,1939,1508,21485,31831,4277,18775,2477,5036,7981,24824,3090,28082,36442,3777,19205,2462,4012,29018,61393,4194,남현동
54,4321,1371,3352,17621,226,47119,2304,1247,1133,3697,2377,3001,15193,171,67832,1974,938,1549,12778,17622,2958,13523,264,2749,24269,42490,3218,9304,29087,3479,4932,397,1238,6464,26491,1730,내곡동
55,5938,2882,4259,33369,1732,128086,3037,2207,3612,4002,4356,3256,21888,1655,80418,2470,2353,2694,21081,30521,5605,28238,3227,8100,14245,39308,4355,24041,52303,6536,19051,3293,6890,21055,71808,5891,노량진1동
56,5075,5439,5086,24245,1611,77798,3134,2004,3574,3814,4004,2608,19068,1215,68331,1911,2051,2403,15987,24847,3917,17762,2534,6319,12991,32962,4448,18752,31451,5680,14008,2962,4246,20924,43288,4812,노량진2동
57,5598,4195,3642,39907,2223,156005,2908,2339,2812,4742,4274,2882,28093,2012,81202,2439,3164,2782,21979,44961,5558,29071,4588,8343,14386,53243,4923,24293,59095,6359,23142,5388,7517,15737,85015,5333,녹번동
58,12101,6377,10717,24399,2129,95389,4577,4033,5451,11963,3959,10456,42102,2263,288029,5338,1904,6063,76937,59699,19002,28193,3103,11714,77225,166800,20294,72295,39438,17254,42711,3231,12894,71069,55479,15340,논현1동
59,10733,4167,7218,25150,2065,85176,5986,5284,5129,14135,4583,13901,55555,1974,415607,7013,1780,8515,79873,65432,20331,29514,3085,8212,108772,224308,21256,65813,44609,22002,35569,2965,15061,56552,49663,14347,논현2동
60,4685,9123,2388,16231,1439,70048,1237,1605,1691,4927,2029,1758,37457,1588,55856,2695,1489,1881,35563,58698,6961,14526,3884,5273,11022,35979,4834,24834,23643,3792,27396,3207,5035,16975,41612,5021,능동
61,3334,1867,1822,18036,1571,69742,1446,982,1576,3981,2764,2609,21699,1975,73806,1903,1826,2309,15505,21753,3559,14210,3769,4525,13212,39470,4300,15194,27650,4162,11080,4188,3556,10690,40932,3348,다산동
62,5612,2923,3472,32786,2219,137796,2407,2185,2942,5135,4594,2814,21336,2968,70865,2464,2588,2853,19204,32687,5039,26958,5304,7216,12297,45748,4559,19216,50380,6117,17322,4881,6705,12463,80811,5818,답십리1동
63,4115,2115,2219,24408,2134,100809,1981,1173,2354,3475,3014,2195,13207,1879,53495,1620,2325,1851,12997,24764,3950,17424,4353,5393,8497,35203,4175,14491,34691,4365,16379,5181,4510,8482,57477,4609,답십리2동
64,6142,3058,4596,23093,1929,109303,3430,1730,3017,5407,3107,5140,29205,1522,146229,3463,2098,3806,25238,37085,6653,20356,3945,5772,31317,95851,9151,24216,35218,8560,18252,3829,6849,26439,61805,8205,당산1동
65,6189,3348,5534,29193,2236,150040,3862,2068,4795,6039,3890,4130,31139,2190,125606,3235,2283,3806,32111,44880,6805,27056,5334,5783,24499,71347,6856,34994,43604,6822,26717,4853,6781,45139,88064,8776,당산2동
66,3103,2593,1858,19357,1412,59121,1460,1359,1583,3670,3557,1571,17509,2060,30945,1483,1777,1518,8807,16937,2552,11980,2912,4146,5636,18633,2448,8733,26350,3569,8585,3180,3434,4992,34139,3082,대림1동
67,4334,2279,2007,25238,1960,80701,1723,1390,1547,3451,3393,1862,13501,1216,30158,1454,1836,1107,14020,19792,3955,16727,3000,5493,7117,23866,3487,16928,35752,6184,11735,3749,4197,9408,46404,5517,대림2동
68,5696,3312,2963,32147,2093,108106,2916,2456,2584,5077,4296,2914,20647,2177,59274,2321,2462,2037,19729,33289,5836,20893,4195,6789,11530,40137,4577,24025,41686,7624,18404,4058,6053,15080,63380,5951,대림3동
69,6311,6000,4805,37923,2358,159271,2505,2392,3813,5828,4651,3209,32397,2722,115116,3086,3364,4100,22769,44672,6248,31927,5687,8603,15592,54566,6331,24154,57053,6560,25234,5213,9478,18482,92631,7503,대방동
70,7411,6032,6449,43313,2978,174885,4282,3734,6259,6431,6615,3901,41447,2920,93625,2905,4013,3899,31751,80959,8661,31861,8094,11042,15375,54663,6639,33906,64618,9909,38008,6731,11592,24384,99634,9667,대조동
71,4605,3286,2797,27613,2077,99730,2226,3548,3853,5644,3603,3114,32334,2750,122943,2471,1457,4328,38423,93012,9932,34849,7916,9004,16625,52549,8220,35437,46046,7928,70230,7123,22383,24158,46596,11100,대치1동
72,11124,4965,7324,33144,1934,122624,6182,5044,7541,11726,4359,11568,55990,1928,359328,6989,2001,9314,71709,95176,17259,33673,5028,9429,81456,173090,22100,57701,54462,14916,64966,5770,21868,43216,59105,17853,대치2동
73,8162,4382,6043,23452,2814,100495,3899,3847,6234,8907,3679,8361,41042,2802,275649,4040,1995,6709,68086,106037,17671,26702,10381,11372,57638,139794,20521,72998,36322,18289,92189,8677,40325,63313,56099,32144,대치4동
74,4193,4087,2755,19396,963,68483,1641,2112,1400,7779,2594,5049,54710,3271,165309,2960,2092,3779,45495,58707,6796,20838,4347,5998,51531,100601,6733,17562,29627,7101,20089,2102,8475,8847,38206,3349,대학동
75,5053,3340,3566,20966,2087,86120,1811,1733,2997,5068,2767,2664,31282,2705,103548,2116,1914,3082,40478,54975,6536,30108,5973,7037,19448,54236,6969,31792,37342,6818,34389,5972,10599,19528,50037,6931,대흥동
76,7889,5883,7764,38062,2224,128163,4968,4845,6656,11367,6184,7457,57264,2385,188446,5718,3483,6200,41343,57091,9323,44272,3945,11163,44921,100650,12889,31886,69975,10204,24605,3497,7338,28758,66333,9350,도곡1동
77,6712,4182,4210,35252,2933,107569,2847,2801,3539,5337,3454,4324,29370,2488,134863,3028,1616,4000,31452,47479,6238,38143,5437,9756,24486,62258,7229,29267,55616,6188,25825,6417,5797,17584,49602,5078,도곡2동
78,3679,2329,2031,26032,1791,98074,1792,1306,2462,2770,3564,1264,9950,1184,25666,1209,2015,1434,9061,13315,2250,18339,3618,5480,5131,16077,2641,11315,35887,4001,8635,4406,3462,6166,53331,3786,도림동
79,4319,4572,2455,23587,951,70552,1881,1072,1841,3672,2752,1890,23859,936,39785,1879,2246,1586,15626,42527,4260,15080,2182,4939,6733,27101,2376,13754,31916,3758,12420,2709,2690,8633,40404,3201,도봉1동
80,3345,2798,2109,21600,1208,70909,1558,1443,1635,2481,2710,1539,13901,1202,35707,1229,1624,1385,10228,21184,2340,13995,3090,3428,6986,22319,2416,9440,29736,2802,8720,3086,2169,5413,38359,2393,도봉2동
81,3919,2388,2328,17627,1348,73425,1270,1409,2159,3617,2331,2487,17227,1625,70525,1633,1400,2621,22674,29895,4252,14614,5072,5429,15060,42846,4091,31077,27453,4291,23062,3531,5329,33633,45121,7616,도화동
82,5837,2650,4685,29588,2224,139339,3749,2582,4642,4780,3795,4670,21776,2223,115390,2888,2688,3556,18205,27709,5903,22923,3660,6732,20234,67647,7466,19027,41831,7656,13375,4100,5390,12950,80592,6698,독산1동
83,1968,2125,1653,14796,981,53832,907,718,908,1503,1882,742,6371,790,12085,684,967,642,5238,9134,1337,10049,1553,2910,2270,8131,1211,5658,19550,2188,5015,2058,1374,3472,30472,2305,독산2동
84,3136,1407,1594,22702,1438,85201,1635,1154,1966,2494,2797,1701,9507,1142,39982,1041,1785,1612,7916,12978,2616,15300,2041,5812,6387,22951,3390,8592,31606,3994,6402,2887,3025,5157,49213,3528,독산3동
85,2233,1711,1387,15234,883,54590,1112,831,1175,2272,1773,1291,11926,1041,22852,1222,1241,1067,8895,17528,2888,9888,2563,3676,3972,14432,1742,10373,20765,3149,10753,1849,3190,7340,34979,3779,독산4동
86,1952,1066,767,18326,1339,65514,737,752,1027,1589,2235,744,7772,1299,26902,578,1420,933,7491,14729,1523,13970,3002,2968,3190,13256,1459,8272,28310,2140,11709,3473,5577,4654,37403,3027,돈암1동
87,1679,514,424,15467,1877,57193,631,507,1310,1113,1923,699,4688,1349,25459,300,1034,987,5118,7981,818,12065,3562,3232,2720,12668,1457,5354,22702,1503,3695,4419,2292,1313,28184,2080,돈암2동
88,4975,3005,3014,27958,2194,119407,1795,2100,2494,4200,3491,2552,24794,2709,109318,1892,2149,2651,32701,54147,7640,26695,7550,8759,13811,53596,5984,41757,44965,6508,43850,6714,13435,33884,71185,8636,동선동
89,2056,1098,1184,11952,1278,44291,991,711,1206,1453,1527,1289,6276,1117,37074,816,1101,1106,7653,11716,2098,8745,2850,3921,6243,22008,2895,7797,16449,3113,6366,3050,3532,4905,23509,2876,동화동
90,489,705,388,1752,139,5442,345,764,664,540,277,549,2024,232,26521,256,138,823,1151,1843,277,2102,175,655,1865,5688,1401,1250,3113,611,1018,212,423,644,3086,648,둔촌1동
91,5528,4266,2967,28071,1810,96151,2547,2752,3183,5400,3569,2680,25405,1665,73651,2360,2715,2392,19578,34154,5200,24342,3804,7268,12351,39746,4598,20534,43222,5185,18135,4248,5088,11902,54814,4467,둔촌2동
92,4164,2091,2600,26663,1905,130199,2067,1514,3191,3657,3229,2908,16426,1588,77531,1677,2113,2525,18804,30684,4392,24470,3615,5770,16067,49094,4606,19498,41875,5347,17479,3997,5101,14197,70922,5929,등촌1동
93,2267,1544,1060,20614,1151,80575,918,1143,958,2186,2954,1330,12524,1469,50580,965,1441,1830,7081,12344,1626,21249,2292,5144,5850,19850,2670,6611,35933,2153,5381,2418,2175,3229,45834,1611,등촌2동
94,15672,4799,5876,35118,2275,132470,4494,3427,4744,11848,4866,6574,64232,2261,195848,4963,3031,5765,52649,91447,11508,29994,6035,8363,31316,101670,10941,56593,51323,9203,50649,5227,9819,38810,79727,11474,등촌3동
95,5619,2851,3325,28753,2397,100857,4016,2160,3263,4678,4326,3670,19086,1670,93775,2565,2697,2937,19894,27372,4714,23251,2867,8263,15108,51618,6074,23083,40393,5906,15612,4018,3836,17169,54735,4512,마장동
96,1884,1082,1137,18005,1056,58312,945,708,1783,1064,2006,829,5406,578,10432,577,1732,777,4908,8516,1180,11737,1568,4057,2964,8672,1136,4895,23930,2327,3734,2679,1233,2245,29742,1944,마천1동
97,2481,1370,928,20347,1183,60590,1437,1166,1323,2060,3094,1623,8488,1454,21295,809,1892,1576,7599,16766,2093,12963,3732,4604,3438,15198,1814,9954,26777,2977,9608,3054,2581,4594,33996,2702,마천2동
98,1868,851,760,18672,1158,52762,1152,592,936,1588,2279,1388,7396,1022,36460,763,1286,1406,5599,9196,1472,12237,1707,4095,4220,18631,2404,6034,24159,2149,4683,2383,2076,3061,32744,1919,망우3동
99,6188,4574,4627,39268,2110,139287,3447,3251,4267,5633,4734,3566,33184,2277,98455,3059,3742,3166,27367,63015,7782,26151,4970,10003,14057,55712,6256,29812,51213,6936,33629,3723,8315,19368,84706,7664,망우본동
100,3165,2365,1525,24000,1321,87569,1543,909,1384,3236,3789,1826,15232,1464,32897,1349,1560,1150,26410,33761,4601,20962,4931,7054,8332,24734,2985,30515,33393,4555,23175,5322,5472,16846,52237,4138,망원1동
101,3271,2281,1680,22191,1199,80586,1871,914,1656,2429,3841,1647,9932,918,20105,1203,1615,1309,17727,20696,2945,17379,3944,6116,4516,14019,2039,20896,30016,3249,15411,3483,3039,9705,45827,2694,망원2동
102,3223,1969,1471,26343,1301,99776,1857,1282,1139,2757,3269,2215,12552,1302,45507,1215,2207,1999,9848,16182,2640,21446,3038,6035,8156,28869,2810,10977,38939,4062,8260,3559,3450,6378,56100,3042,면목2동
103,4102,4920,2622,24951,2066,90607,1869,1579,2314,4218,3240,2268,27432,2169,56680,1835,2248,1834,16283,32652,4309,18635,4665,6286,8763,33347,3980,18089,35098,4458,20461,4467,6378,12892,56390,4990,면목3·8동
104,3251,2726,1570,20815,1221,78973,1255,1056,1472,2479,2190,1116,13427,1107,36040,1090,1722,1074,8791,18915,2258,15004,2296,4762,5502,20729,1748,9228,29313,2791,9952,3109,2566,4755,45195,2501,면목4동
105,2058,1049,1313,16623,1664,61307,1020,776,1425,1630,2279,870,7056,777,16621,768,1312,622,5690,11304,1475,12805,1977,3733,3095,10709,1339,6503,23091,2361,5516,3106,1626,3000,32272,2177,면목5동
106,3600,3155,2041,27224,1619,96454,1204,1166,1692,2601,3202,1529,14807,2108,35130,1274,2082,1056,10922,21032,2700,18026,4245,5724,5341,21528,2297,12261,36780,3252,12105,3433,3423,7697,57934,3414,면목7동
107,4227,1972,2673,36219,1589,137876,2272,1367,1888,3743,4581,2519,18768,1644,51692,1875,2773,1595,15911,33215,4973,25418,4296,7634,8248,35386,3100,19628,47568,5470,17533,3962,5588,14374,83509,5786,면목본동
108,14518,4131,11056,6232,1696,18253,6950,5550,8178,17235,968,18657,84763,1286,660144,9563,317,13821,127703,109592,25110,7457,1178,2080,143641,361877,47199,118453,10102,17285,52272,1398,12879,91992,10855,28341,명동
109,5358,6563,3857,31837,3595,115224,3155,7243,7165,4313,4802,3011,23796,3700,64113,1672,3014,3571,18961,43298,4745,26135,7561,9057,9781,34768,5165,23477,47243,7210,27930,6871,12657,14002,66321,9101,명일1동
110,2613,1956,1166,15180,1755,50538,1103,1514,2268,2737,2229,1259,15968,2161,46572,1190,1464,2809,14038,36853,3816,12417,4832,3965,5614,25180,4006,15122,22054,3602,28485,4327,15344,9928,29505,7515,명일2동
111,6540,5788,5133,27962,2179,121489,3525,5624,5761,7879,3716,5350,45500,2588,177417,3966,1968,4263,53051,143968,14173,27561,6751,9281,28767,97986,7913,54652,45137,9575,90397,5853,18888,48939,66167,9799,목1동
112,4051,2958,2240,36058,2060,159484,1579,1522,2921,3072,3900,1697,15805,1965,45976,1315,3122,1738,13451,20180,2721,33167,4317,9261,7609,25198,3047,14545,58684,4029,12367,5513,3814,8459,85958,4357,목2동
113,2041,1445,751,12616,1510,53365,674,539,1102,1538,1468,807,6824,1235,14390,619,1099,727,6234,14355,1506,11650,2863,3023,3032,8971,1129,7398,19763,1687,7433,2427,1953,3410,28114,1792,목3동
114,2701,1615,1395,26103,1450,100078,1203,1061,1779,3007,3479,1627,13708,1849,42186,1091,2250,1802,11670,24380,2717,25197,4379,8112,6338,20639,2958,13857,41938,3884,18366,3616,6435,7795,57407,3865,목4동
115,5313,5456,4346,30320,1468,126948,2731,3443,4346,5301,3147,2178,33406,1097,66673,2723,1607,2505,24737,53244,5844,30492,2848,5384,12973,44426,4118,23780,50853,5963,40249,3210,17210,18358,61465,8747,목5동
116,1568,1744,994,8766,703,28160,459,694,542,2110,1445,428,13067,691,12199,1117,538,404,7366,12251,1220,6647,1097,1689,2544,9040,727,4467,12710,770,4352,964,1470,2106,15576,1052,무악동
