학교종류명,설립구분,표준학교코드,학교명,영문학교명,관할조직명,도로명우편번호,도로명주소,도로명상세주소,남녀공학구분명,고등학교구분명,산업체특별학급존재여부,고등학교일반실업구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,위도,경도
초등학교,공립,7051163,서울창원초등학교,Seoul Changwon Elementary School,서울특별시북부교육지원청,1427,서울특별시 도봉구 해등로 103,(창동/서울창원초등학교),남여공학,,N,일반계,,전기,주간,19900716,37.6526440884387,127.039979883482
초등학교,공립,7051162,서울창림초등학교,Seoul Chang-rim Elementary School,서울특별시북부교육지원청,1486,서울특별시 도봉구 덕릉로63길 46,(창동),남여공학,,N,일반계,,전기,주간,19970604,37.6432370796248,127.041604074164
초등학교,공립,7051161,서울창동초등학교,Seoul Changdong Elementary School,서울특별시북부교육지원청,1400,서울특별시 도봉구 해등로16길 81,(창동),남여공학,,N,일반계,,전기,주간,19300401,37.6553630407375,127.044832890478
초등학교,공립,7051160,서울창도초등학교,Seoul Changdo Elementary School,서울특별시북부교육지원청,1338,서울특별시 도봉구 방학로 32-28,(방학동/ 서울창도초등학교),남여공학,,N,일반계,,전기,주간,19821007,37.6641348713315,127.048784033819
초등학교,공립,7051159,서울창경초등학교,Seoul Changgyeong Elementary School,서울특별시북부교육지원청,1432,서울특별시 도봉구 도봉로129길 54,(쌍문동/창경초등학교),남여공학,,N,일반계,,전기,주간,19890901,37.6566021823161,127.034602499962
초등학교,공립,7051158,서울중현초등학교,Seoul Joonghyun Elementary School,서울특별시북부교육지원청,1862,서울특별시 노원구 섬밭로 181,/ 서울중현초등학교 (하계동/중현초등학교),남여공학,,N,일반계,,전기,주간,19891018,37.6325146223348,127.065952072254
초등학교,공립,7051157,서울중평초등학교,Seoul Jungpyong Elementary School,서울특별시북부교육지원청,1776,서울특별시 노원구 섬밭로 241,/ 서울중평초등학교 (하계동),남여공학,,N,일반계,,전기,주간,19880425,37.6372738839574,127.063680021974
초등학교,공립,7051156,서울중원초등학교,Seoul Jungwon Elementary School,서울특별시북부교육지원청,1777,서울특별시 노원구 섬밭로 316,(중계동),남여공학,,N,일반계,,전기,주간,19900407,37.6439623165258,127.063056761314
초등학교,공립,7051155,서울중계초등학교,Seoul Junggye Elementary School,서울특별시북부교육지원청,1699,서울특별시 노원구 한글비석로19길 39,/ 서울중계초등학교 (중계동),남여공학,,N,일반계,,전기,주간,19751002,37.6578424274845,127.073311702404
초등학교,공립,7051154,서울자운초등학교,Seoul Jawoon Elementary School,서울특별시북부교육지원청,1411,서울특별시 도봉구 마들로13길 166,/ 서울자운초등학교 (창동),남여공학,,N,일반계,,전기,주간,19970105,37.6580556761129,127.047017564524
초등학교,공립,7051153,서울을지초등학교,Seoul Eulji Elementary School,서울특별시북부교육지원청,1741,서울특별시 노원구 중계로 239,(중계동),남여공학,,N,일반계,,전기,주간,19940105,37.6505874233691,127.073350350295
초등학교,공립,7051152,서울월천초등학교,Seoul Wolcheon Elementary School,서울특별시북부교육지원청,1420,서울특별시 도봉구 노해로70길 96,(창동/서울월천초등학교),남여공학,,N,일반계,,전기,주간,19880928,37.6479137277855,127.051425751311
초등학교,공립,7051151,서울월계초등학교,Seoul Wolgye Elementary School,서울특별시북부교육지원청,1882,서울특별시 노원구 월계로45가길 10,(월계동/월계초등학교),남여공학,,N,일반계,,전기,주간,19920715,37.6278915081483,127.050782892001
초등학교,공립,7051150,서울원광초등학교,Seoul Wonkwang Elementary School,서울특별시북부교육지원청,1713,서울특별시 노원구 덕릉로76길 18,(중계동/원광초등학교),남여공학,,N,일반계,,전기,주간,19911030,37.6542786960942,127.075293620402
초등학교,공립,7051149,서울용원초등학교,Seoul Yong-won Elementary School,서울특별시북부교육지원청,1851,서울특별시 노원구 섬밭로 144,/ 용원초등학교 (공릉동/ 서울용원초등학교),남여공학,,N,일반계,,전기,주간,19950625,37.6299228501905,127.068940083804
초등학교,공립,7051148,서울용동초등학교,Seoul Yongdong Elementary School,서울특별시북부교육지원청,1789,서울특별시 노원구 한글비석로1길 81-11,(중계동/용동초등학교),남여공학,,N,일반계,,전기,주간,19910325,37.6410838118628,127.069081827773
초등학교,공립,7051147,서울온곡초등학교,Seoul Ongok Elementary School,서울특별시북부교육지원청,1671,서울특별시 노원구 한글비석로52길 59,(상계동/온곡초등학교),남여공학,,N,일반계,,전기,주간,19880209,37.6673365219692,127.065653044779
초등학교,공립,7051146,서울오봉초등학교,Seoul Obong Elementary School,서울특별시북부교육지원청,1310,서울특별시 도봉구 시루봉로 285,/ 서울오봉초등학교 (도봉동),남여공학,,N,일반계,,전기,주간,20000301,37.6717184874026,127.040258979982
초등학교,공립,7051145,서울연촌초등학교,Seoul Yeonchon Elementary School,서울특별시북부교육지원청,1810,서울특별시 노원구 공릉로58길 36,/ 서울연촌초등학교 (하계동),남여공학,,N,일반계,,전기,주간,19451110,37.6344146461602,127.072511263261
초등학교,공립,7051144,서울연지초등학교,Seoul Yeonji Elementary School,서울특별시북부교육지원청,1864,서울특별시 노원구 월계로55길 48,(월계동),남여공학,,N,일반계,,전기,주간,19980301,37.6331925129953,127.059534274994
초등학교,공립,7051143,서울쌍문초등학교,Seoul Ssangmun Elementary School,서울특별시북부교육지원청,1378,서울특별시 도봉구 우이천로 360,/ 서울쌍문초등학교 (쌍문동/쌍문초등학교),남여공학,,N,일반계,,전기,주간,19740430,37.6483638272869,127.024291051625
초등학교,공립,7051142,서울신화초등학교,Seoul Sinhwa Elementary School,서울특별시북부교육지원청,1482,서울특별시 도봉구 우이천로 120,/ 신화초등학교 (창동),남여공학,,N,일반계,,전기,주간,19840730,37.6331950434853,127.04088417427
초등학교,공립,7051141,서울신학초등학교,Seoul Sinhak Elementary School,서울특별시북부교육지원청,1362,서울특별시 도봉구 방학로 247-21,(방학동),남여공학,,N,일반계,,전기,주간,19880109,37.6612204531084,127.025721318601
초등학교,공립,7051140,서울신창초등학교,Seoul Sinchang Elementary School,서울특별시북부교육지원청,1480,서울특별시 도봉구 덕릉로60길 93,/ 신창초등학교 (창동),남여공학,,N,일반계,,전기,주간,19710105,37.6365395299158,127.042084340998
초등학교,공립,7051139,서울신상계초등학교,Seoul Sinsang-gye Elementary School,서울특별시북부교육지원청,1639,서울특별시 노원구 상계로 267,/ 신상계초등학교 (상계동),남여공학,,N,일반계,,전기,주간,19700522,37.6675178246382,127.075826331685
초등학교,공립,7051138,서울신방학초등학교,Seoul Sinbanghak Elementary School,서울특별시북부교육지원청,1316,서울특별시 도봉구 시루봉로 173,/ 서울신방학초등학교 (방학동),남여공학,,N,일반계,,전기,주간,19860424,37.6666842526367,127.028918089521
초등학교,공립,7051137,서울신계초등학교,Seoul Singye Elementary School,서울특별시북부교육지원청,1877,서울특별시 노원구 초안산로 29,(월계동/신계초등학교),남여공학,,N,일반계,,전기,주간,19810701,37.6299449441553,127.0528390746
초등학교,공립,7051136,서울숭미초등학교,Seoul Sungmi Elementary School,서울특별시북부교육지원청,1380,서울특별시 도봉구 노해로 179,(쌍문동/숭미초등학교),남여공학,,N,일반계,,전기,주간,19810610,37.6510234416817,127.027944278021
초등학교,공립,7051135,서울수암초등학교,Seoul Suam Elementary School,서울특별시북부교육지원청,1725,서울특별시 노원구 중계로12길 9,(중계동/수암초등학교),남여공학,,N,일반계,,전기,주간,20000301,37.6476928266124,127.081464578054
초등학교,공립,7051134,서울수락초등학교,Seoul Surak Elementary School,서울특별시북부교육지원청,1602,서울특별시 노원구 동일로 1745,(상계동/서울수락초등학교),남여공학,,N,일반계,,전기,주간,19830406,37.6845031932252,127.055185155087
초등학교,공립,7051133,서울선곡초등학교,Seoul Seon-gok Elementary School,서울특별시북부교육지원청,1899,서울특별시 노원구 광운로2길 1,/ 서울선곡초등학교 (월계동),남여공학,,N,일반계,,전기,주간,19740901,37.618602019203,127.057730270535
초등학교,공립,7051132,서울상천초등학교,Seoul Sangchun Elementary School,서울특별시북부교육지원청,1765,서울특별시 노원구 덕릉로 443,/ 서울상천초등학교 (상계동),남여공학,,N,일반계,,전기,주간,19890930,37.646285128358,127.057808345215
초등학교,공립,7051131,서울상월초등학교,Seoul Sangwol Elementary School,서울특별시북부교육지원청,1687,서울특별시 노원구 동일로221길 27,(상계동),남여공학,,N,일반계,,전기,주간,19900120,37.658673415596,127.057345477153
초등학교,공립,7051130,서울상원초등학교,Seoul Sangwon Elementary School,서울특별시북부교육지원청,1672,서울특별시 노원구 한글비석로54길 119,(상계동),남여공학,,N,일반계,,전기,주간,19890513,37.6676633659642,127.059603962418
초등학교,공립,7051129,서울상수초등학교,Seoul Sangsoo Elementary School,서울특별시북부교육지원청,1755,서울특별시 노원구 동일로216길 66,/ 서울상수초등학교 (상계동),남여공학,,N,일반계,,전기,주간,19880209,37.6511050217585,127.064758609254
초등학교,공립,7051128,서울상곡초등학교,Seoul Sanggok Elementary School,서울특별시북부교육지원청,1677,서울특별시 노원구 노원로38길 34,/ 서울상곡초등학교 (상계동),남여공학,,N,일반계,,전기,주간,19880928,37.6629040124758,127.06207474116
초등학교,공립,7051127,서울상계초등학교,Seoul Sang-gye Elementary School,서울특별시북부교육지원청,1685,서울특별시 노원구 상계로9길 39,/ 서울상계초등학교 (상계동),남여공학,,N,일반계,,전기,주간,19460911,37.659625455325,127.066494991777
초등학교,공립,7051126,서울상경초등학교,Seoul Sanggyeong Elementary School,서울특별시북부교육지원청,1618,서울특별시 노원구 수락산로 237,(상계동/상경초등학교),남여공학,,N,일반계,,전기,주간,19890504,37.6705521350636,127.051674185636
초등학교,공립,7051125,서울불암초등학교,Seoul Bulam Elementary School,서울특별시북부교육지원청,1721,서울특별시 노원구 중계로 178,/ 서울불암초등학교 (중계동),남여공학,,N,일반계,,전기,주간,19930901,37.6507823675572,127.080575461433
초등학교,공립,7051124,서울백운초등학교,Seoul Baegun Elementary School,서울특별시북부교육지원청,1368,서울특별시 도봉구 삼양로146길 17,(쌍문동),남여공학,,N,일반계,,전기,주간,19800520,37.6526415114592,127.013672482387
초등학교,공립,7051123,서울방학초등학교,Seoul Banghak Elementary School,서울특별시북부교육지원청,1357,서울특별시 도봉구 도당로9길 34,/ 방학초등학교 (방학동),남여공학,,N,일반계,,전기,주간,19820707,37.6639337284245,127.032747955457
초등학교,공립,7051122,서울동일초등학교,Seoul Dong-il Elementary School,서울특별시북부교육지원청,1619,서울특별시 노원구 한글비석로 566,/ 동일초등학교 (상계동),남여공학,,N,일반계,,전기,주간,19880928,37.6648153742272,127.054170017635
초등학교,공립,7051121,서울도봉초등학교,Seoul Dobong Elementary School,서울특별시북부교육지원청,1313,서울특별시 도봉구 도봉로173길 96,(도봉동),남여공학,,N,일반계,,전기,주간,19660628,37.679961751365,127.038288664028
초등학교,공립,7051120,서울덕암초등학교,Seoul Deokam Elementary School,서울특별시북부교육지원청,1645,서울특별시 노원구 덕릉로112길 68,/ 서울덕암초등학교 (상계동),남여공학,,N,일반계,,전기,주간,20030106,37.6666337243041,127.081715132961
초등학교,공립,7051119,서울당현초등학교,Seoul Danghyeon Elementary School,서울특별시북부교육지원청,1764,서울특별시 노원구 동일로213길 52,/ 서울당현초등학교 (상계동),남여공학,,N,일반계,,전기,주간,19880209,37.648260155144,127.058213613852
초등학교,공립,7051118,서울누원초등학교,Seoul Nuwon Elementary School,서울특별시북부교육지원청,1318,서울특별시 도봉구 마들로 859-44,(도봉동),남여공학,,N,일반계,,전기,주간,19930720,37.6872327127492,127.04926716395
초등학교,공립,7051117,서울녹천초등학교,Seoul Nokcheon Elementary School,서울특별시북부교육지원청,1907,서울특별시 노원구 마들로3길 34,/ 서울녹천초등학교 (월계동),남여공학,,N,일반계,,전기,주간,19950110,37.6285018309964,127.063114726493
초등학교,공립,7051116,서울노일초등학교,Seoul Noil Elementary School,서울특별시북부교육지원청,1613,서울특별시 노원구 동일로 1625,(상계동/노일초등학교),남여공학,,N,일반계,,전기,주간,19941110,37.6737544402671,127.054966697616
초등학교,공립,7051115,서울노원초등학교,Seoul Nowon Elementary School,서울특별시북부교육지원청,1629,서울특별시 노원구 동일로230나길 32,(상계동/ 노원초등학교),남여공학,,N,일반계,,전기,주간,19720902,37.6735934701302,127.058454436565
초등학교,공립,7051114,서울공연초등학교,Seoul Gongyeon Elementary School,서울특별시북부교육지원청,1841,서울특별시 노원구 동일로192가길 16,(공릉동/서울공연초등학교),남여공학,,N,일반계,,전기,주간,19820707,37.6275475286909,127.074508899954
초등학교,공립,7051113,서울공릉초등학교,Seoul Gongrung Elementary School,서울특별시북부교육지원청,1861,서울특별시 노원구 동일로173길 12,(공릉동/서울공릉초등학교),남여공학,,N,일반계,,전기,주간,19790404,37.6186144345034,127.074631376615
초등학교,공립,7051112,서울계상초등학교,Seoul Kyesang Elementary School,서울특별시북부교육지원청,1680,서울특별시 노원구 한글비석로41가길 24,(상계동),남여공학,,N,일반계,,전기,주간,19830701,37.6621977677945,127.068677742198
초등학교,공립,7051111,서울가인초등학교,Seoul Gain Elementary School,서울특별시북부교육지원청,1397,서울특별시 도봉구 도봉로136다길 4,(창동/가인초등학교),남여공학,,N,해당없음,,전기,주간,20031230,37.6594678039701,127.042950889775
초등학교,사립,7051110,상명초등학교,Sangmyeong Elementary School,서울특별시북부교육지원청,1758,서울특별시 노원구 덕릉로 541,/ 상명초등학교 (중계동),남여공학,,N,일반계,,전기,주간,19640206,37.6487234813086,127.06696776496
초등학교,사립,7051109,동북초등학교,Dongbuk Elementary School,서울특별시북부교육지원청,1375,서울특별시 도봉구 시루봉로 53,/ 동북초등학교 (쌍문동),남여공학,,N,일반계,,전기,주간,19640404,37.6562750160952,127.026703057445
각종학교(고),사립,7041275,지구촌학교 고등학교,.,서울특별시남부교육지원청,8358,서울특별시 구로구 오리로 1189,(오류동/ 금강프라자),남여공학,,N,,,전기,주간,20230301,37.4888597347494,126.835176855592
각종학교(중),사립,7041274,지구촌학교 중학교,The School of Global SARANG,서울특별시남부교육지원청,8358,서울특별시 구로구 오리로 1189,"(오류동, 금강프라자)",남여공학,,N,,,전기,주간,20230301,37.4888597347494,126.835176855592
초등학교,공립,7041267,서울항동초등학교,Seoul Hangdong Elementary School,서울특별시남부교육지원청,8368,서울특별시 구로구 연동로 178,(항동),남여공학,,N,,,전기,주간,20190301,37.4770158900187,126.824110268485
초등학교,공립,7041266,서울하늘숲초등학교,서울하늘숲초등학교,서울특별시남부교육지원청,8350,서울특별시 구로구 오리로 1106,/ 서울하늘숲초등학교 (천왕동),남여공학,,N,,,전기,주간,20190501,37.4841594284099,126.841481997252
중학교,공립,7041263,신길중학교,SINGIL MIDDLE SCHOOL,서울특별시남부교육지원청,7390,서울특별시 영등포구 신길로28길 43,(신길동/ 신길중학교),남여공학,,N,,,전후기,주간,20210301,37.5020345359595,126.915435514602
중학교,공립,7041262,항동중학교,Hang-dong,서울특별시남부교육지원청,8362,서울특별시 구로구 연동로 239-2,(항동/ 항동중학교),남여공학,,N,,,전기,주간,20200301,37.4828380762731,126.82037207979
초등학교,공립,7041260,서울금나래초등학교,seoulgeumnaraeelementaryschool,서울특별시남부교육지원청,8611,서울특별시 금천구 시흥대로79길 37,(시흥동),남여공학,,N,,,전기,주간,20170301,37.4582299981347,126.896205569649
초등학교,공립,7041254,서울천이초등학교,.,서울특별시남부교육지원청,8350,서울특별시 구로구 오류로 30,/ 서울천이초등학교 (오류동),남여공학,,N,일반계,,전기,주간,20160329,37.4863679517074,126.83999205713
중학교,공립,7041238,천왕중학교,Cheonwang Middle School,서울특별시남부교육지원청,8364,서울특별시 구로구 천왕로 63,(천왕동/ 천왕중학교),남여공학,,N,해당없음,,전기,주간,20130301,37.4826544228754,126.837333603453
평생학교(초)-3년6학기,사립,7041215,학력인정 서현초등학교,Seohyeon Elementary School,서울특별시남부교육지원청,7316,서울특별시 영등포구 도신로53길 18,(신길동/ 서현주부학교),남여공학,,N,해당없음,,전기,주야간,20070301,37.5123057802523,126.915519617033
각종학교(초),사립,7041214,지구촌학교,The School of Global Sarang,서울특별시남부교육지원청,8358,서울특별시 구로구 오리로 1189,(오류동),남여공학,,N,,,전기,주간,20110302,37.4888597347494,126.835176855592
초등학교,공립,7041209,서울천왕초등학교,Cheonwang Elementary School,서울특별시남부교육지원청,8364,서울특별시 구로구 천왕로1길 11,(천왕동),남여공학,,N,해당없음,,전기,주간,20110901,37.4814161721543,126.83694464282
중학교,공립,7041195,한울중학교,Hanwool Middle School,서울특별시남부교육지원청,8566,서울특별시 금천구 독산로50길 60,한울중학교,남여공학,,N,일반계,,전기,주간,19711229,37.4624009924344,126.907181518271
중학교,공립,7041194,윤중중학교,Yunjung Middle School,서울특별시남부교육지원청,7322,서울특별시 영등포구 여의동로3길 3,/ 윤중중학교 (여의도동),남여공학,,N,일반계,,전기,주간,19810902,37.518930212016,126.924123155746
중학교,사립,7041193,우신중학교,Wooshin Middle School,서울특별시남부교육지원청,8258,서울특별시 구로구 부일로 917,/ 우신중학교 (궁동),남,,N,일반계,,전기,주간,19740105,37.4949023087281,126.826353599765
중학교,공립,7041192,오류중학교,Oryu Middle School,서울특별시남부교육지원청,8242,서울특별시 구로구 고척로27바길 19,(고척동),남여공학,,N,일반계,,전기,주간,19760306,37.5077291918003,126.846523985639
중학교,공립,7041191,오남중학교,OHNAM Middle School,서울특별시남부교육지원청,8363,서울특별시 구로구 오리로9길 25,(오류동),남여공학,,N,일반계,,전기,주간,19880202,37.4870596923458,126.837248973616
중학교,공립,7041190,영원중학교,Yeong-won Middle School,서울특별시남부교육지원청,7310,서울특별시 영등포구 영등포로62길 31,(영등포동/영원중학교),남여공학,,N,일반계,,전기,주간,19500524,37.5149741902707,126.913646864883
중학교,공립,7041189,영서중학교,Yeongseo Middle School,서울특별시남부교육지원청,8370,서울특별시 구로구 도림로20길 35,(구로동),남여공학,,N,일반계,,전기,주간,19800124,37.4897523897016,126.89491012521
중학교,공립,7041188,영림중학교,Younglim Middle School,서울특별시남부교육지원청,8299,서울특별시 구로구 가마산로27길 17,/ 영림중학교 (구로동),남여공학,,N,일반계,,전기,주간,19790131,37.4972281131318,126.89071786561
중학교,공립,7041187,영남중학교,Yeongnam Middle School,서울특별시남부교육지원청,7411,서울특별시 영등포구 대림로31나길 17,/ 영남중학교 (대림동),남여공학,,N,일반계,,전기,주간,19800124,37.4978721812656,126.895836459703
중학교,공립,7041186,여의도중학교,Yeouido Middle School,서울특별시남부교육지원청,7341,서울특별시 영등포구 국제금융로7길 46,/ 여의도중학교 (여의도동),남여공학,,N,일반계,,전기,주간,19721231,37.5239802029958,126.935753141866
중학교,공립,7041185,양화중학교,Yangwha Middle School,서울특별시남부교육지원청,7293,서울특별시 영등포구 당산로 56,(문래동3가/양화중학교),남여공학,,N,일반계,,전기,주간,19801227,37.5195479164417,126.895940834494
중학교,공립,7041184,안천중학교,Ancheon Middle School,서울특별시남부교육지원청,8597,서울특별시 금천구 한내로 69-44,(독산동/안천중학교),남여공학,,N,일반계,,전기,주간,19910121,37.4595242629201,126.887498771184
중학교,공립,7041183,신도림중학교,Sindorim Middle School,서울특별시남부교육지원청,8207,서울특별시 구로구 경인로63길 74,/ 신도림중학교 (신도림동),남여공학,,N,일반계,,전기,주간,19840109,37.5107407265629,126.884807054238
중학교,공립,7041182,시흥중학교,Siheung Middle School,서울특별시남부교육지원청,8650,서울특별시 금천구 시흥대로38길 60,/ 시흥중학교 (시흥동),남여공학,,N,일반계,,전기,주간,19911030,37.4462950730433,126.905082280209
중학교,공립,7041181,세일중학교,Seil Middle School,서울특별시남부교육지원청,8533,서울특별시 금천구 시흥대로147길 34,(독산동),남여공학,,N,일반계,,전기,주간,19680806,37.4745944107703,126.895368861106
중학교,공립,7041180,선유중학교,Seonyoo Middle School,서울특별시남부교육지원청,7211,서울특별시 영등포구 선유로 213,(양평동3가),남여공학,,N,일반계,,전기,주간,19850419,37.5332864654562,126.894300682029
중학교,사립,7041179,문일중학교,Moonil Middle School,서울특별시남부교육지원청,8634,서울특별시 금천구 시흥대로47길 45,/ 문일중학교 (시흥동),남,,N,일반계,,전기,주간,19671214,37.4489152569278,126.898720653088
중학교,공립,7041178,문성중학교,Munseong Middle School,서울특별시남부교육지원청,8551,서울특별시 금천구 독산로102길 78,/ 문성중학교 (독산동),남여공학,,N,일반계,,전기,주간,19900120,37.4754682009333,126.908493841535
중학교,공립,7041177,문래중학교,Mullae Middle School,서울특별시남부교육지원청,7283,서울특별시 영등포구 선유서로13길 6,(문래동6가/문래중학교),남여공학,,N,일반계,,전기,주간,19860129,37.520362407627,126.884670886121
중학교,사립,7041176,동일중학교,Dongil Middle School　,서울특별시남부교육지원청,8656,서울특별시 금천구 탑골로10길 45,(시흥동),남여공학,,N,일반계,,전기,주간,19681216,37.4519362557404,126.915819922214
중학교,공립,7041175,대영중학교,Daeyeong Middle School,서울특별시남부교육지원청,7397,서울특별시 영등포구 도림로80가길 14,(신길동/대영중학교),남여공학,,N,일반계,,전기,주간,19880202,37.5034378363342,126.905208015838
중학교,공립,7041174,대림중학교,Daerim Middle School,서울특별시남부교육지원청,7442,서울특별시 영등포구 시흥대로185길 6,(대림동/대림중학교),남여공학,,N,일반계,,전기,주간,19840109,37.4921386164499,126.906943001077
중학교,공립,7041173,당산중학교,Dangsan Middle School,서울특별시남부교육지원청,7224,서울특별시 영등포구 버드나루로 160,(당산동),남여공학,,N,일반계,,전기,주간,19680806,37.5320330761599,126.907614032983
중학교,공립,7041172,당산서중학교,Dangsanseo Middle School,서울특별시남부교육지원청,7213,서울특별시 영등포구 당산로41길 12,(당산동5가/당산서중학교),남여공학,,N,일반계,,전기,주간,19821209,37.5324839425003,126.898825095957
중학교,공립,7041171,난곡중학교,Nangok Middle School,서울특별시남부교육지원청,8549,서울특별시 금천구 문성로 67,(독산동),남여공학,,N,일반계,,전기,주간,19800124,37.4780455835119,126.910791624653
중학교,공립,7041170,구일중학교,Guil Middle School,서울특별시남부교육지원청,8324,서울특별시 구로구 구일로 90-133,(구로동),남여공학,,N,일반계,,전기,주간,19900120,37.4953009067244,126.873770176593
중학교,공립,7041169,구로중학교,Guro Middle School,서울특별시남부교육지원청,8303,서울특별시 구로구 구로중앙로 48,(구로동),남여공학,,N,일반계,,전기,주간,19780105,37.4948597203552,126.891099914602
중학교,공립,7041168,고척중학교,Gocheok Middle School,서울특별시남부교육지원청,8225,서울특별시 구로구 중앙로3길 20,/ 고척중학교 (고척동),남여공학,,N,일반계,,전기,주간,19841208,37.4997408260167,126.861342460735
중학교,공립,7041167,경인중학교,Kyeongin Middle School,서울특별시남부교육지원청,8238,서울특별시 구로구 경인로 301,(개봉동),남여공학,,N,일반계,,전기,주간,19691111,37.4984656617815,126.853672529481
중학교,공립,7041166,개웅중학교,Kaewoong Middle School,서울특별시남부교육지원청,8351,서울특별시 구로구 개봉로11길 81,/ 개웅중학교 (개봉동/개웅중학교),남여공학,,N,일반계,,전기,주간,19870212,37.48752689616,126.851071080046
중학교,공립,7041165,개봉중학교,Gaebong Middle School,서울특별시남부교육지원청,8250,서울특별시 구로구 고척로21나길 68,(개봉동),남여공학,,N,일반계,,전기,주간,19840504,37.5035293156194,126.842399758595
중학교,공립,7041164,가산중학교,Gasan Middle School,서울특별시남부교육지원청,8584,서울특별시 금천구 시흥대로115길 48,(독산동),남여공학,,N,일반계,,전기,주간,19700810,37.468777055274,126.894474890365
초등학교,공립,7041161,서울탑동초등학교,Seoul Topdong Elementary School,서울특별시남부교육지원청,8575,서울특별시 금천구 탑골로 47-3,(시흥동/ 탑동초등학교),남여공학,,N,일반계,,전기,주간,19670915,37.4525165455418,126.915367538708
초등학교,공립,7041160,서울정심초등학교,Seoul Jungshim Elementary School,서울특별시남부교육지원청,8556,서울특별시 금천구 독산로78다길 89,/ 정심초등학교 (독산동),남여공학,,N,일반계,,전기,주간,19821110,37.4719940506928,126.908214441076
초등학교,공립,7041159,서울윤중초등학교,Seoul Yunjung Elementary School,서울특별시남부교육지원청,7322,서울특별시 영등포구 여의나루로2길 14,(여의도동),남여공학,,N,일반계,,전기,주간,19791226,37.5196416407122,126.92259080096
초등학교,공립,7041158,서울우신초등학교,Seoul Usin Elementary School,서울특별시남부교육지원청,7347,서울특별시 영등포구 신길로 190,(신길동/우신초등학교),남여공학,,N,일반계,,전기,주간,19150305,37.5098647213535,126.911863664868
초등학교,공립,7041157,서울온수초등학교,Seoul Onsu Elementary School,서울특별시남부교육지원청,8260,서울특별시 구로구 부일로 893,(온수동),남여공학,,N,일반계,,전기,주간,19840127,37.4940050583189,126.825966680386
초등학교,공립,7041156,서울오정초등학교,Seoul Ojeong Elementary School,서울특별시남부교육지원청,8359,서울특별시 구로구 경인로2길 10,/ 서울오정초등학교 (오류동),남여공학,,N,일반계,,전기,주간,19860109,37.4901656647914,126.82643919448
초등학교,공립,7041155,서울오류초등학교,Seoul Oryu Elementary School,서울특별시남부교육지원청,8268,서울특별시 구로구 경인로19길 39,/ 서울오류초등학교 (오류동),남여공학,,N,일반계,,전기,주간,19430523,37.4975274066694,126.842030029717
초등학교,공립,7041154,서울오류남초등학교,Seoul Oryunam Elementary School,서울특별시남부교육지원청,8342,서울특별시 구로구 서해안로24길 22,(오류동/ 오류남초등학교),남여공학,,N,일반계,,전기,주간,19820408,37.4896865179387,126.839112726262
초등학교,공립,7041153,서울영중초등학교,Seoul Youngjoong Elementary School,서울특별시남부교육지원청,7245,서울특별시 영등포구 양산로 185,/ 서울영중초등학교 (영등포동7가),남여공학,,N,일반계,,전기,주간,19490401,37.5241432995791,126.903695688306
초등학교,공립,7041152,서울영일초등학교,Seoul Young-il Elementary School,서울특별시남부교육지원청,8321,서울특별시 구로구 남부순환로105길 218,/ 서울영일초등학교 (가리봉동),남여공학,,N,일반계,,전기,주간,19671129,37.4856453870437,126.883813399525
초등학교,공립,7041151,서울영원초등학교,Seoul Youngwon Elementary School,서울특별시남부교육지원청,7365,서울특별시 영등포구 도영로 22길 31,(도림동),남여공학,,N,일반계,,전기,주간,20020901,37.5107193620837,126.902182504089
초등학교,공립,7041150,서울영신초등학교,Seoul Yeongsin Elementary School,서울특별시남부교육지원청,7350,서울특별시 영등포구 도신로60길 23,(신길동),남여공학,,N,일반계,,전기,주간,19671127,37.5101719627186,126.918122078214
초등학교,공립,7041149,서울영서초등학교,Seoul Youngseo Elementary School,서울특별시남부교육지원청,8370,서울특별시 구로구 도림로20길 57,/ 영서초등학교 (구로동),남여공학,,N,일반계,,전기,주간,19790202,37.4879952310931,126.89499580738
초등학교,공립,7041148,서울영문초등학교,Seoul YoungMoon Elementary School,서울특별시남부교육지원청,7281,서울특별시 영등포구 문래로 56,/ 서울영문초등학교 (문래동6가),남여공학,,N,해당없음,,전기,주간,20050105,37.5198074103506,126.887589090951
초등학교,공립,7041147,서울영림초등학교,Seoul Yeongrim Elementary School,서울특별시남부교육지원청,7445,서울특별시 영등포구 시흥대로173길 14,/ 서울영림초등학교 (대림동),남여공학,,N,일반계,,전기,주간,19820707,37.4873460122893,126.902516130281
초등학교,공립,7041146,서울영등포초등학교,Seoul Yeongdeungpo Elementary School,서울특별시남부교육지원청,7363,서울특별시 영등포구 경인로 756,(문래동1가),남여공학,,N,일반계,,전기,주간,19451101,37.5129480156762,126.898260025571
초등학교,공립,7041145,서울영동초등학교,Seoul Yeongdong Elementary School,서울특별시남부교육지원청,7229,서울특별시 영등포구 국회대로53길 20,/ (당산동/ 영동초등학교) (당산동),남여공학,,N,일반계,,전기,주간,19560517,37.5270069102324,126.907703382657
초등학교,공립,7041144,서울영남초등학교,Seoul Yeongnam Elementary School,서울특별시남부교육지원청,8551,서울특별시 금천구 문성로 62-15,(독산동),남여공학,,N,일반계,,전기,주간,19560326,37.4761226159284,126.909209916487
