학교종류명,설립구분,표준학교코드,학교명,영문학교명,관할조직명,도로명우편번호,도로명주소,도로명상세주소,남녀공학구분명,고등학교구분명,산업체특별학급존재여부,고등학교일반실업구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,위도,경도
초등학교,공립,7130140,서울송파초등학교,Seoul Songpa Elementary School,서울특별시강동송파교육지원청,5666,서울특별시 송파구 백제고분로 400,(송파동),남여공학,,N,일반계,,전기,주간,19851021,37.5069436363578,127.111231776462
초등학교,공립,7130139,서울송전초등학교,Seoul Songjeon Elementary School,서울특별시강동송파교육지원청,5607,서울특별시 송파구 석촌호수로 159,(잠실동),남여공학,,N,일반계,,전기,주간,19780511,37.5088290904649,127.095126460265
초등학교,공립,7130138,서울송례초등학교,Seoul Songrye Elementary School,서울특별시강동송파교육지원청,5853,서울특별시 송파구 위례순환로 439,(장지동),남여공학,,N,,,전기,주간,20140301,37.4778940251025,127.13849585496
초등학교,공립,7130137,서울세륜초등학교,Seoul Seryun Elementary School,서울특별시강동송파교육지원청,5649,서울특별시 송파구 양재대로 1264,/ 서울세륜초등학교 (방이동),남여공학,,N,일반계,,전기,주간,19881208,37.5185578094606,127.134163349933
초등학교,공립,7130136,서울성일초등학교,Seoul Seong-il Elementary School,서울특별시강동송파교육지원청,5396,서울특별시 강동구 성내로15길 33,/ 서울성일초등학교 (성내동),남여공학,,N,일반계,,전기,주간,19831006,37.5297092388513,127.128408263098
초등학교,공립,7130135,서울성내초등학교,Seoul Seongnae Elementary School,서울특별시강동송파교육지원청,5392,서울특별시 강동구 성내로3길 19,(성내동/ 서울성내초등학교),남여공학,,N,일반계,,전기,주간,19690301,37.5313578593416,127.122500139991
초등학교,공립,7130134,서울선사초등학교,Seoul Sunsa Elementary School,서울특별시강동송파교육지원청,5239,서울특별시 강동구 올림픽로 837,/ 서울선사초등학교 (암사동/ 서울선사초등학교),남여공학,,N,일반계,,전기,주간,20010901,37.5558469097869,127.12819596827
초등학교,공립,7130133,서울선린초등학교,Seoul Sunrin Elementary School,서울특별시강동송파교육지원청,5367,서울특별시 강동구 진황도로61길 29,/ 서울선린초등학교 (둔촌동),남여공학,,N,일반계,,전기,주간,19850701,37.5297601213047,127.145594039357
초등학교,공립,7130132,서울석촌초등학교,Seoul Seokchon Elementary School,서울특별시강동송파교육지원청,5689,서울특별시 송파구 가락로11길 26,/ 서울석촌초등학교 (석촌동),남여공학,,N,일반계,,전기,주간,19890807,37.5026256824387,127.105208116127
초등학교,공립,7130131,서울상일초등학교,Seoul Sang-il Elementary School,서울특별시강동송파교육지원청,5283,서울특별시 강동구 천호대로 1477,(상일동),남여공학,,N,일반계,,전기,주간,19211002,37.5475721706533,127.17266348564
초등학교,공립,7130130,서울삼전초등학교,Seoul Samjeon Elementary School,서울특별시강동송파교육지원청,5584,서울특별시 송파구 백제고분로28길 19,(삼전동),남여공학,,N,일반계,,전기,주간,19831007,37.5016998379239,127.093268923758
초등학교,공립,7130129,서울버들초등학교,Seoul Beodle Elementary School,서울특별시강동송파교육지원청,5555,서울특별시 송파구 석촌호수로 81,/ 서울버들초등학교 (잠실동),남여공학,,N,해당없음,,전기,주간,20070901,37.5102185018601,127.089274587416
초등학교,공립,7130128,서울방이초등학교,Seoul Bang-i Elementary School,서울특별시강동송파교육지원청,5636,서울특별시 송파구 위례성대로10길 4,/ 서울방이초등학교 (방이동),남여공학,,N,일반계,,전기,주간,19810909,37.5134391919291,127.120472535673
초등학교,공립,7130127,서울방산초등학교,Seoul Bangsan Elementary School,서울특별시강동송파교육지원청,5645,서울특별시 송파구 오금로27길 42,(방이동),남여공학,,N,일반계,,전기,주간,19911030,37.5095256781086,127.121180723257
초등학교,공립,7130126,서울문현초등학교,Seoul Munhyeon Elementary school,서울특별시강동송파교육지원청,5799,서울특별시 송파구 충민로 137,/ (서울문현초등학교) (장지동),남여공학,,N,해당없음,,전기,주간,20070901,37.482790915501,127.130257129876
초등학교,공립,7130125,서울문정초등학교,Seoul Munjeong Elementary School,서울특별시강동송파교육지원청,5797,서울특별시 송파구 문정로5길 20,/ 문정초등학교 (문정동),남여공학,,N,일반계,,전기,주간,19841205,37.4890774089099,127.129206175689
초등학교,공립,7130124,서울문덕초등학교,Seoul Moondeok Elementary School,서울특별시강동송파교육지원청,5809,서울특별시 송파구 송이로34길 60,(문정동),남여공학,,N,일반계,,전기,주간,19930720,37.4849801765904,127.127955835706
초등학교,공립,7130123,서울묘곡초등학교,Seoul Myogok Elementary School,서울특별시강동송파교육지원청,5232,서울특별시 강동구 동남로79길 46,(고덕동),남여공학,,N,일반계,,전기,주간,19850710,37.5587127850485,127.153093406496
초등학교,공립,7130122,서울명일초등학교,Seoul Myeong-il Elementary School,서울특별시강동송파교육지원청,5256,서울특별시 강동구 고덕로38길 8,(암사동/ 서울명일초등학교),남여공학,,N,일반계,,전기,주간,19800510,37.554553599981,127.142591145632
초등학교,공립,7130121,서울명원초등학교,Seoul Myeongwon Elementary School,서울특별시강동송파교육지원청,5268,서울특별시 강동구 명일로 364,/ 서울명원초등학교 (명일동),남여공학,,N,일반계,,전기,주간,19861217,37.5512878500966,127.15050016138
초등학교,공립,7130120,서울명덕초등학교,Seoul MyeongDeok Elementary School,서울특별시강동송파교육지원청,5230,서울특별시 강동구 양재대로156길 11,/ 서울명덕초등학교 (고덕동),남여공학,,N,일반계,,전기,주간,19841205,37.5567623333733,127.145081475071
초등학교,공립,7130119,서울마천초등학교,Seoul Macheon Elementary School,서울특별시강동송파교육지원청,5758,서울특별시 송파구 마천로61다길 24,/ 서울마천초등학교 (마천동),남여공학,,N,일반계,,전기,주간,19780201,37.4955054522697,127.152629450117
초등학교,공립,7130118,서울둔촌초등학교,Seoul Dunchon Elementary School,서울특별시강동송파교육지원청,5409,서울특별시 강동구 양재대로88길 27,/ 서울둔촌초등학교 (둔촌동),남여공학,,N,일반계,,전기,주간,19791220,37.5262199311307,127.137454081546
초등학교,공립,7130117,서울대명초등학교,Seoul Daemyeong Elementary School,서울특별시강동송파교육지원청,5271,서울특별시 강동구 상암로 271,(명일동/서울대명초등학교),남여공학,,N,일반계,,전기,주간,19860301,37.5476661505188,127.153270088887
초등학교,공립,7130116,서울남천초등학교,Seoul Namcheon Elementary School,서울특별시강동송파교육지원청,5745,서울특별시 송파구 성내천로 207,(마천동),남여공학,,N,일반계,,전기,주간,19831203,37.5014468253919,127.150764221035
초등학교,공립,7130115,서울길동초등학교,Seoul Gildong Elementary School,서울특별시강동송파교육지원청,5344,서울특별시 강동구 양재대로116길 69,/ 서울길동초등학교 (길동),남여공학,,N,일반계,,전기,주간,19730106,37.5385916779149,127.144972942492
초등학교,공립,7130114,서울고일초등학교,Seoul Goil Elementary School,서울특별시강동송파교육지원청,5275,서울특별시 강동구 구천면로93길 20,/ 서울고일초등학교 (상일동),남여공학,,N,일반계,,전기,주간,19831203,37.5515426236302,127.169410143976
초등학교,공립,7130113,서울고명초등학교,Seoul Gomyeong Elementary School,서울특별시강동송파교육지원청,5267,서울특별시 강동구 고덕로46길 53,/ 서울고명초등학교 (명일동),남여공학,,N,일반계,,전기,주간,19801129,37.5529725262612,127.147436202442
초등학교,공립,7130112,서울고덕초등학교,Seoul Goduk Elementary School,서울특별시강동송파교육지원청,5221,서울특별시 강동구 아리수로82길 42,/ 고덕초등학교 (고덕동),남여공학,,N,일반계,,전기,주간,19831203,37.5612936142528,127.166079880323
초등학교,공립,7130111,서울거원초등학교,Seoul Guhwon Elementary School,서울특별시강동송파교육지원청,5789,서울특별시 송파구 양산로2길 26,(거여동/거원초등학교),남여공학,,N,일반계,,전기,주간,19970901,37.4876250259462,127.144936130181
초등학교,공립,7130110,서울거여초등학교,Seoul Geoyeo Elementary School,서울특별시강동송파교육지원청,5731,서울특별시 송파구 마천로25길 18,(오금동/ 거여초등학교),남여공학,,N,일반계,,전기,주간,19670915,37.5050135180424,127.140932851276
초등학교,공립,7130109,서울개롱초등학교,Seoul Gaerong Elementary School,서울특별시강동송파교육지원청,5742,서울특별시 송파구 문정로 211,/ 서울개롱초등학교 (오금동),남여공학,,N,해당없음,,전기,주간,20071101,37.4973626123965,127.139888149341
초등학교,공립,7130108,서울강일초등학교,Seoul Gangil Elementary School,서울특별시강동송파교육지원청,5213,서울특별시 강동구 아리수로98길 24,/ 서울강일초등학교 (강일동),남여공학,,N,일반계,,전기,주간,19930720,37.565255684305,127.177212459316
초등학교,공립,7130107,서울강명초등학교,SEOUL GANGMYEONG  ELEMENTARY SCHOOL,서울특별시강동송파교육지원청,5285,서울특별시 강동구 상일로 74-1,(상일동),남여공학,,N,해당없음,,전기,주간,20110301,37.5547060358492,127.173374480645
초등학교,공립,7130106,서울강동초등학교,Seoul Gangdong Elementary School,서울특별시강동송파교육지원청,5322,서울특별시 강동구 상암로14길 77,(천호동/서울강동초등학교),남여공학,,N,일반계,,전기,주간,19760818,37.5463638024947,127.130187177341
초등학교,공립,7130105,서울강덕초등학교,Seoul Gangdeok Elementary School,서울특별시강동송파교육지원청,5225,서울특별시 강동구 동남로82길 94-54,(고덕동/ 서울강덕초등학교),남여공학,,N,일반계,,전기,주간,19861217,37.5595474750238,127.160483581978
초등학교,공립,7130104,서울가주초등학교,Seoul Gaju Elementary School,서울특별시강동송파교육지원청,5823,서울특별시 송파구 오금로40길 37,/ 서울가주초등학교 (가락동/ 가주초등학교),남여공학,,N,일반계,,전기,주간,19960810,37.4965672156015,127.129280370183
초등학교,공립,7130103,서울가원초등학교,Seoul Gawon Elementary School,서울특별시강동송파교육지원청,5834,서울특별시 송파구 중대로4길 8,(문정동/ 가원초등학교),남여공학,,N,일반계,,전기,주간,19881208,37.4894421482757,127.111027389828
초등학교,공립,7130102,서울가락초등학교,Seoul Garak Elementary School,서울특별시강동송파교육지원청,5698,서울특별시 송파구 송파대로37길 45,(가락동/ 가락초등학교),남여공학,,N,일반계,,전기,주간,19810909,37.4998746399971,127.107214872322
초등학교,공립,7130101,서울가동초등학교,Seoul Gadong Elementary School,서울특별시강동송파교육지원청,5820,서울특별시 송파구 중대로20길 47,(가락동),남여공학,,N,일반계,,전기,주간,19900425,37.497412272849,127.130015865874
중학교,공립,7121380,솔샘중학교,Solsaem Middle School,서울특별시성북강북교육지원청,1190,서울특별시 강북구 인수봉로 39,(미아동/ 솔샘중.고등학교),남여공학,,N,해당없음,,전기,주간,20090301,37.6237648476803,127.012068855446
중학교,국립,7121371,서울대학교사범대학부설중학교,Seoul National University Middle School,교육부,2796,서울특별시 성북구 월곡로 36,(종암동),남,,N,일반계,,전기,주간,19460901,37.5958204696388,127.039133268006
중학교,공립,7121370,숭곡중학교,Soonggok Middle School,서울특별시성북강북교육지원청,2736,서울특별시 성북구 종암로 208,/ 숭곡중학교 (하월곡동),남여공학,,N,해당없음,,후기,주간,20110113,37.6084784793818,127.031299801245
중학교,사립,7121369,영훈국제중학교,YoungHoon International Middle School,서울특별시성북강북교육지원청,1211,서울특별시 강북구 도봉로13가길 19,(미아동/학교법인영훈학원),남여공학,,N,일반계,,전기,주간,19690115,37.6146818749027,127.02809331872
중학교,사립,7121368,홍익대학교사범대학부속중학교,HONGIK University Middle School,서울특별시성북강북교육지원청,2835,서울특별시 성북구 성북로14가길 23,/ 홍익대학교사범대학부속중학교 (성북동/홍익대학교부속중고등학교),남,,N,일반계,,전기,주간,19540412,37.5936666161184,127.002804963597
중학교,사립,7121367,한성여자중학교,Hansung Girls’ Middle School,서울특별시성북강북교육지원청,2876,서울특별시 성북구 삼선교로16길 118,(삼선동2가/한성여자중학교),여,,N,일반계,,전기,주간,19451005,37.5819996035219,127.011312749775
중학교,사립,7121366,창문여자중학교,Changmun Girls’ Middle School,서울특별시성북강북교육지원청,1237,서울특별시 강북구 월계로 61,(송중동/ 창문여자중고등학교),여,,N,일반계,,전기,주간,19721010,37.6134009168268,127.035828005248
중학교,사립,7121365,신일중학교,Shinil Middle School,서울특별시성북강북교육지원청,1133,서울특별시 강북구 솔매로49길 20,(미아동/신일중고등학교),남,,N,일반계,,전기,주간,19661013,37.627967222367,127.028403050284
중학교,사립,7121364,성암여자중학교,Seong-am Girls’ Middle School,서울특별시성북강북교육지원청,1174,서울특별시 강북구 도봉로29길 52,(미아동/학교법인성암학원),여,,N,일반계,,전기,주간,19600114,37.6204135324231,127.023905892641
중학교,사립,7121363,성신여자중학교,Sungshin Girls’ Middle School,서울특별시성북강북교육지원청,2840,서울특별시 성북구 북악산로 918,(돈암동/성신여자중학교),여,,N,일반계,,전기,주간,19360428,37.5946226781717,127.023128563512
중학교,사립,7121362,서라벌중학교,Sorabol Middle School,서울특별시성북강북교육지원청,1006,서울특별시 강북구 삼양로155길 37-9,/ 서라벌중학교 (우이동),남,,N,일반계,,전기,주간,19560305,37.6569840292148,127.011488328327
중학교,사립,7121361,동구여자중학교,Dong-gu Girls’ Middle School,서울특별시성북강북교육지원청,2834,서울특별시 성북구 성북로8길 71,(성북동/동구여자중학교),여,,N,일반계,,전기,주간,19420617,37.5941065881018,127.008215538987
중학교,사립,7121360,남대문중학교,Namdaemun Middle School,서울특별시성북강북교육지원청,2763,서울특별시 성북구 한천로 660-30,(장위동/ 남대문중학교),남,,N,일반계,,전기,주간,19340520,37.6186331321948,127.055797131715
중학교,사립,7121359,고명중학교,Komyung Middle School,서울특별시성북강북교육지원청,2828,서울특별시 성북구 북악산로 870,(돈암동/고명중학교),남,,N,일반계,,전기,주간,19550315,37.5976746822279,127.019186925653
중학교,사립,7121358,고려대학교사범대학부속중학교,Korea University Middle School,서울특별시성북강북교육지원청,2708,서울특별시 성북구 정릉로 161,(정릉동/고려대학교사범대학부속중학교),남여공학,,N,일반계,,전기,주간,19680311,37.6080476933587,127.002616144531
중학교,공립,7121357,길음중학교,Gireum Middle School,서울특별시성북강북교육지원청,2723,서울특별시 성북구 길음로 144,/ 길음중학교 (길음동),남여공학,,N,해당없음,,전기,주간,20120301,37.6140334599191,127.017752359697
중학교,공립,7121356,화계중학교,Hwagye Middle School,서울특별시성북강북교육지원청,1095,서울특별시 강북구 화계사길 63,(수유동),남여공학,,N,일반계,,전기,주간,19701010,37.6325180593561,127.009709077901
중학교,공립,7121355,종암중학교,Jongam Middle School,서울특별시성북강북교육지원청,2809,서울특별시 성북구 종암로5길 80-17,(종암동/종암중학교),남여공학,,N,일반계,,전기,주간,19800409,37.5929705982625,127.031747584508
중학교,공립,7121354,장위중학교,Jangwi Middle School,서울특별시성북강북교육지원청,2743,서울특별시 성북구 장위로4길 70,(장위동/장위중학교),남여공학,,N,일반계,,전기,주간,19841208,37.6112817727174,127.040874553779
중학교,공립,7121353,인수중학교,Insu Middle School,서울특별시성북강북교육지원청,1015,서울특별시 강북구 인수봉로75길 10,(수유동/ 인수중학교),남여공학,,N,일반계,,전기,주간,19860129,37.6437719058609,127.009667145786
중학교,공립,7121352,월곡중학교,Wolgok Middle School,서울특별시성북강북교육지원청,2773,서울특별시 성북구 장월로 6,(상월곡동/월곡중학교),남여공학,,N,일반계,,전기,주간,19860129,37.6069816253061,127.048258795639
중학교,사립,7121351,용문중학교,Yongmoon Middle School,서울특별시성북강북교육지원청,2843,서울특별시 성북구 고려대로17가길 46,(안암동2가/ 용문중고등학교),남,,N,일반계,,전기,주간,19461012,37.5886903262008,127.024660795253
중학교,공립,7121350,수유중학교,Suyu Middle School,서울특별시성북강북교육지원청,1095,서울특별시 강북구 인수봉로37길 40,(수유동/수유중학교),남여공학,,N,일반계,,전기,주간,19720603,37.6312894231046,127.010319655123
중학교,공립,7121349,수송중학교,Soosong Middle School,서울특별시성북강북교육지원청,1061,서울특별시 강북구 한천로122길 21,(번동/수송중학교),남여공학,,N,일반계,,전기,주간,20001125,37.6367599332935,127.03358552315
중학교,공립,7121348,석관중학교,Seokgwan Middle School,서울특별시성북강북교육지원청,2782,서울특별시 성북구 한천로 526,(석관동/석관중학교),남여공학,,N,일반계,,전기,주간,19821209,37.6081401384291,127.066713123271
중학교,공립,7121347,삼선중학교,Samseon Middle School,서울특별시성북강북교육지원청,2833,서울특별시 성북구 동소문로3길 69,(동소문동4가/삼선중학교),남,,N,일반계,,전기,주간,19600219,37.5917443908697,127.007872876935
중학교,공립,7121346,삼각산중학교,Samgaksan Middle School,서울특별시성북강북교육지원청,1198,서울특별시 강북구 삼양로19길 141,/ 삼각산중학교 (미아동),남여공학,,N,일반계,,전기,주간,20030106,37.6160412359101,127.014342650437
중학교,공립,7121345,북악중학교,Bugak Middle School,서울특별시성북강북교육지원청,2812,서울특별시 성북구 정릉로12길 41,(정릉동/북악중학교),남여공학,,N,일반계,,전기,주간,19840110,37.6070090504822,127.001609529397
중학교,공립,7121344,번동중학교,Beondong Middle School,서울특별시성북강북교육지원청,1137,서울특별시 강북구 오현로35길 87,(번동/번동중학교),남여공학,,N,일반계,,전기,주간,19920301,37.6324556910711,127.036206363566
중학교,공립,7121342,개운중학교,Gaewoon Middle School,서울특별시성북강북교육지원청,2808,서울특별시 성북구 북악산로 935,(돈암동/개운중학교),남여공학,,N,해당없음,,전기,주간,20060301,37.5946266547149,127.024842114657
중학교,공립,7121341,강북중학교,Kangbuk Middle School,서울특별시성북강북교육지원청,1051,서울특별시 강북구 한천로150길 67,(수유동/ 강북중학교),남여공학,,N,일반계,,전기,주간,19801227,37.6449158953693,127.025373389048
초등학교,사립,7121340,우촌초등학교,Uchon Elementary School,서울특별시성북강북교육지원청,2831,서울특별시 성북구 성북로4길 52-1,(돈암동/우촌초등학교),남여공학,,N,일반계,,전기,주간,19650324,37.5956408923336,127.011400646113
초등학교,사립,7121339,영훈초등학교,Younghoon Elementary School,서울특별시성북강북교육지원청,1211,서울특별시 강북구 도봉로13가길 19,(미아동/학교법인영훈학원),남여공학,,N,일반계,,전기,주간,19650925,37.6146818749027,127.02809331872
초등학교,사립,7121338,성신초등학교,Sungshin Elementary School,서울특별시성북강북교육지원청,2840,서울특별시 성북구 북악산로 918,(돈암동/성신초등학교),남여공학,,N,일반계,,전기,주간,19650308,37.5946226781717,127.023128563512
초등학교,사립,7121337,매원초등학교,Maewon Elementary School,서울특별시성북강북교육지원청,2828,서울특별시 성북구 북악산로 870,(돈암동),남여공학,,N,일반계,,전기,주간,19631205,37.5976746822279,127.019186925653
초등학교,사립,7121336,대광초등학교,Daegwang Elementary School,서울특별시성북강북교육지원청,2859,서울특별시 성북구 안암로 5,(보문동7가/대광초등학교),남여공학,,N,일반계,,전기,주간,19651201,37.5791510372431,127.023445857158
초등학교,사립,7121335,광운초등학교,Kwangwoon Elementary School,서울특별시성북강북교육지원청,2763,서울특별시 성북구 한천로 694,/ 광운초등학교 (장위동/ 광운초등학교),남여공학,,N,일반계,,전기,주간,19651025,37.6190652238473,127.055077059291
초등학교,공립,7121334,서울화계초등학교,Seoul Hwagye Elementary School,서울특별시성북강북교육지원청,1158,서울특별시 강북구 솔매로50가길 25,(미아동),남여공학,,N,일반계,,전기,주간,19670915,37.6238849781413,127.02971619019
초등학교,공립,7121333,서울청덕초등학교,Seoul Cheongdeok Elementary School,서울특별시성북강북교육지원청,2706,서울특별시 성북구 정릉로9라길 11,(정릉동/서울청덕초등학교),남여공학,,N,일반계,,전기,주간,19670910,37.6120328876191,127.000333434653
초등학교,공립,7121332,서울정수초등학교,Seoul Jungsu Elementary School,서울특별시성북강북교육지원청,2813,서울특별시 성북구 정릉로24길 58,(정릉동/서울정수초등학교),남여공학,,N,일반계,,전기,주간,19860406,37.6037748856219,127.007718883621
초등학교,공립,7121331,서울정릉초등학교,Seoul Jeongneung Elementary School,서울특별시성북강북교육지원청,2701,서울특별시 성북구 솔샘로25가길 8,(정릉동/서울정릉초등학교),남여공학,,N,일반계,,전기,주간,19850710,37.6197915298294,127.005532713286
초등학교,공립,7121330,서울정덕초등학교,Seoul Jeongdeok Elementary School,서울특별시성북강북교육지원청,2826,서울특별시 성북구 아리랑로 63,(동소문동7가/서울정덕초등학교),남여공학,,N,일반계,,전기,주간,19461101,37.5982399496277,127.013421324355
초등학교,공립,7121329,서울장위초등학교,Seoul Jangwi Elementary School,서울특별시성북강북교육지원청,2769,서울특별시 성북구 장월로8가길 41,(장위동/서울장위초등학교),남여공학,,N,일반계,,전기,주간,19461211,37.6114425067997,127.050006419755
초등학교,공립,7121328,서울장월초등학교,Seoul Jangwol Elementary School,서울특별시성북강북교육지원청,2758,서울특별시 성북구 한천로101길 66,(장위동/ 서울장월초등학교),남여공학,,N,해당없음,,전기,주간,20060719,37.6219292248914,127.047320465849
초등학교,공립,7121327,서울장곡초등학교,Seoul Janggok Elementary School,서울특별시성북강북교육지원청,2754,서울특별시 성북구 장월로23길 16,(장위동/서울장곡초등학교),남여공학,,N,일반계,,전기,주간,19780222,37.6168600216767,127.048151233375
초등학교,공립,7121326,서울일신초등학교,Seoul Ilshin Elementary School,서울특별시성북강북교육지원청,2795,서울특별시 성북구 월곡로 74,(종암동/서울일신초등학교),남여공학,,N,일반계,,전기,주간,20000901,37.5988135716924,127.040178106531
초등학교,공립,7121325,서울인수초등학교,Seoul Insu Elementary School,서울특별시성북강북교육지원청,1020,서울특별시 강북구 인수봉로 269,(수유동/서울인수초등학교),남여공학,,N,일반계,,전기,주간,19820707,37.6430505301735,127.009135759866
초등학교,공립,7121324,서울유현초등학교,Seoul Yuhyeon Elementary School,서울특별시성북강북교육지원청,1095,서울특별시 강북구 인수봉로37길 24,(수유동/서울유현초등학교),남여공학,,N,일반계,,전기,주간,19740605,37.632286451855,127.011327052457
초등학교,공립,7121323,서울월곡초등학교,Seoul Wolgok Elementary School,서울특별시성북강북교육지원청,2747,서울특별시 성북구 장월로3길 42,(장위동/서울월곡초등학교),남여공학,,N,일반계,,전기,주간,19710901,37.6100244163153,127.046081036716
초등학교,공립,7121322,서울우이초등학교,Seoul Wooi Elementary School,서울특별시성북강북교육지원청,1085,서울특별시 강북구 삼양로99길 36,(수유동/서울우이초등학교),남여공학,,N,일반계,,전기,주간,19491002,37.6386058279529,127.014240485582
초등학교,공립,7121321,서울오현초등학교,Seoul Oh-hyun Elementary School,서울특별시성북강북교육지원청,1230,서울특별시 강북구 월계로 221,(번동/오현초등학교),남여공학,,N,일반계,,전기,주간,19911002,37.6232028439088,127.046225894356
초등학교,공립,7121320,서울안암초등학교,Seoul Anam Elementary School,서울특별시성북강북교육지원청,2850,서울특별시 성북구 고려대로7가길 39,(안암동2가/ 서울안암초등학교),남여공학,,N,일반계,,전기,주간,19560324,37.5871586956296,127.022098883314
초등학교,공립,7121319,서울숭인초등학교,Seoul Soong-in Elementary School,서울특별시성북강북교육지원청,2741,서울특별시 성북구 오패산로16길 37,(하월곡동/서울숭인초등학교),남여공학,,N,일반계,,전기,주간,19370401,37.6090977872099,127.038146527662
초등학교,공립,7121318,서울숭례초등학교,Seoul Sungrye Elementary School,서울특별시성북강북교육지원청,2811,서울특별시 성북구 종암로5길 14,(종암동/서울숭례초등학교),남여공학,,N,일반계,,전기,주간,19451101,37.594521188017,127.035297176327
초등학교,공립,7121317,서울숭덕초등학교,Seoul Soongduck Elementary School,서울특별시성북강북교육지원청,2718,서울특별시 성북구 정릉로 279,(정릉동/서울숭덕초등학교),남여공학,,N,일반계,,전기,주간,19450514,37.603819799563,127.013290960705
초등학교,공립,7121316,서울숭곡초등학교,Seoul Soong-gok Elementary School,서울특별시성북강북교육지원청,2736,서울특별시 성북구 종암로40길 30,(하월곡동/서울숭곡초등학교),남여공학,,N,일반계,,전기,주간,19720301,37.6084328380922,127.032815115145
초등학교,공립,7121315,서울수유초등학교,Seoul Suyu Elementary School,서울특별시성북강북교육지원청,1116,서울특별시 강북구 삼양로74길 39,/ 수유초등학교,남여공학,,N,일반계,,전기,주간,19670309,37.631249657314,127.020292410668
초등학교,공립,7121314,서울수송초등학교,Seoul Soosong Elementary School,서울특별시성북강북교육지원청,1061,서울특별시 강북구 한천로124길 14,(번동),남여공학,,N,일반계,,전기,주간,20010901,37.6373144075316,127.032917771185
초등학교,공립,7121313,서울송천초등학교,Seoul Songcheon Elementary School,서울특별시성북강북교육지원청,1208,서울특별시 강북구 삼양로20길 29,(미아동/서울송천초등학교),남여공학,,N,일반계,,전기,주간,19661216,37.614905195868,127.023735366645
초등학교,공립,7121312,서울송중초등학교,Seoul Songjoong Elementary School,서울특별시성북강북교육지원청,1165,서울특별시 강북구 오현로 9,(미아동/송중초등학교),남여공학,,N,일반계,,전기,주간,19830701,37.6174690796359,127.031996538921
초등학교,공립,7121311,서울성북초등학교,Seoul Seongbuk Elementary School,서울특별시성북강북교육지원청,2837,서울특별시 성북구 성북로 102-10,(성북동/서울성북초등학교),남여공학,,N,일반계,,전기,주간,19460901,37.5940538893567,126.99877539809
초등학교,공립,7121310,서울석관초등학교,Seoul Seokgwan Elementary School,서울특별시성북강북교육지원청,2783,서울특별시 성북구 돌곶이로22길 21,/ 서울석관초등학교 (석관동/서울석관초등학교),남여공학,,N,일반계,,전기,주간,19710525,37.6110220564376,127.058355255147
초등학교,공립,7121309,서울석계초등학교,Seoul Seokgye Elementary School,서울특별시성북강북교육지원청,2780,서울특별시 성북구 한천로58길 273,(석관동),남여공학,,N,해당없음,,전기,주간,20050301,37.6088136847633,127.069732061242
초등학교,공립,7121308,서울삼양초등학교,Seoul Samyang Elementary School,서울특별시성북강북교육지원청,1181,서울특별시 강북구 삼양로49길 17,(미아동/삼양초등학교),남여공학,,N,일반계,,전기,주간,19591110,37.6232955761621,127.016149099325
초등학교,공립,7121307,서울삼선초등학교,Seoul Samseon Elementary School,서울특별시성북강북교육지원청,2863,서울특별시 성북구 보문로29길 106,(삼선동3가/서울삼선초등학교),남여공학,,N,일반계,,전기,주간,19490901,37.5871415236472,127.012671844176
초등학교,공립,7121306,서울삼각산초등학교,Seoul Samgaksan Elementary School,서울특별시성북강북교육지원청,1198,서울특별시 강북구 삼양로19길 141,(미아동/삼각산초등학교),남여공학,,N,일반계,,전기,주간,20011231,37.6160412359101,127.014342650437
초등학교,공립,7121305,서울번동초등학교,Seoul Beondong Elementary School,서울특별시성북강북교육지원청,1224,서울특별시 강북구 오현로 204,(번동/번동초등학교),남여공학,,N,일반계,,전기,주간,19910325,37.6290238580608,127.040039390037
초등학교,공립,7121304,서울미양초등학교,Seoul Miyang Elementary School,서울특별시성북강북교육지원청,1187,서울특별시 강북구 솔샘로 195,(미아동/미양초등학교),남여공학,,N,일반계,,전기,주간,19710105,37.6215324222942,127.014133356491
초등학교,공립,7121303,서울미아초등학교,Seoul Mia Elementary School,서울특별시성북강북교육지원청,2724,서울특별시 성북구 삼양로 77,(길음동/ 서울미아초등학교),남여공학,,N,일반계,,전기,주간,19620328,37.6105876087904,127.021644405392
초등학교,공립,7121302,서울동신초등학교,Seoul Dongsin Elementary School,서울특별시성북강북교육지원청,2874,서울특별시 성북구 보문사길 50,(보문동3가/서울동신초등학교),남여공학,,N,일반계,,전기,주간,19481101,37.5832878743837,127.017057951549
초등학교,공립,7121301,서울돈암초등학교,Seoul Donam Elementary School,서울특별시성북강북교육지원청,2830,서울특별시 성북구 동소문로13길 38,(동소문동6가/서울돈암초등학교),남여공학,,N,일반계,,전기,주간,19440930,37.5937262094153,127.013004275409
초등학교,공립,7121300,서울길음초등학교,Seoul Gireum Elementary School,서울특별시성북강북교육지원청,2723,서울특별시 성북구 길음로 142,(길음동/서울길음초등학교),남여공학,,N,일반계,,전기,주간,19841205,37.6136311475404,127.016659970388
초등학교,공립,7121299,서울길원초등학교,Seoul Gilwon Elementary School,서울특별시성북강북교육지원청,2715,서울특별시 성북구 길음로15길 55,/ 서울길원초등학교 (길음동),남여공학,,N,해당없음,,전기,주간,20060105,37.6090646447836,127.01679961391
